tweet,date_time,real_sentiment,real_distilbert_sentiment
Philymack Games is here! Excited to have #ZombarazzieAdventure be a part of this. Congrats @Philymack + @kevinjonas. https://t.co/k9TlROrhr6,03/11/2016 16:37
Couldn’t imagine closing out my set with any other song. A million thanks to all who joined us on #HondaCivicTour 😘 https://t.co/qp0r7MMfOw,02/11/2016 19:00
.@Honda Thanks so much for the new Honda Civic! Can’t wait to drive around in it. Missing #HondaCivicTour w/… https://t.co/Q2akb6jw9d,01/11/2016 16:00
Think one of you can beat me to level 100 on Zombarazzie Adventure? 😈 First one there gets something special from m… https://t.co/v9BgDkbYx6,01/11/2016 04:57
"You guys know I 💜 working out, but do you want to know my latest obsession? Find out in this #HondaCivicTour diary! https://t.co/jXNmxs7SQi",28/10/2016 16:00
#TBT to ending my tour in Mexico with this amazing blonde that only @WellaKolestonLA could give me! #RubioParaTodas https://t.co/re6da2CKx7,27/10/2016 19:00
My SECOND game is here for you guys!! Download Zombarazzie Adventure in the app store today!!… https://t.co/JzfNNf23MT,27/10/2016 18:03
Please help support my best friend and her family through this extremely difficult time. I love you Marissa 💗https://t.co/GjTJGBEW7S,27/10/2016 04:49
I’ve got a surprise coming for you guys tomorrow… HINT it's got a little something to do with my favorite show 😝 https://t.co/PSJdrTjgYL,27/10/2016 01:30
What’s wrong with being confident? Absolutely nothing!! 😉 https://t.co/OmCpqHEMDk. #HondaCivicTour #FutureNow,26/10/2016 19:00
Performing “Stone Cold” on tour each night meant so much to me https://t.co/LEym3Rrh5z 💜 #HondaCivicTour #FutureNow,21/10/2016 14:00
More confident than ever with this blonde! Show your inner light and feel it too! @WellaKolestonLA #RubioParaTodas https://t.co/o3UnbEl14d,20/10/2016 23:57
See what our tour bus life was like in this #HondaCivicTour diary! A lot went down behind the scenes… 😜 https://t.co/ySTh2yFQ34 @nickjonas,19/10/2016 16:37
@castcenters @realmikebayer @people  💗,14/10/2016 00:48
Currently on a plane leaving Kurdistan in Iraq.. can't wait to share my incredible experience with you all.. @castcenters,08/10/2016 15:21
@jblover12223 dunno. It doesn't feel worth it anymore. I'd rather do charity work tbh,04/10/2016 18:39
So excited for 2017. Taking a break from music and the spotlight.. I am not meant for this business and the media 👋🏼,04/10/2016 18:38
@bellathorne the #wcw is 1000% mutual pretty girl 😻,04/10/2016 14:22
I don't understand why people care so much about what I say in interviews? Do y'all watch the news? Don't y'all got shit to worry about?,04/10/2016 13:33
@we_areforbidden apparently everything I say is offensive and disrespectful soooo.....,04/10/2016 13:31
@selenagomezpps amen sister,04/10/2016 13:30
@karaokejennjenn that's not what I said,04/10/2016 13:29
@we_areforbidden or I get asked indirect or direct questions about her?,04/10/2016 13:28
@plaidshirtdxys to be totally honest I don't remember ever saying that so if I did say anything my words were misunderstood,04/10/2016 13:27
@foteiniioak not everyday. No one is every day. But I aim to be,04/10/2016 13:24
Also don't forget that words can be taken out of context when doing interviews.. still not apologizing for saying what everyone want to say,04/10/2016 13:16
I get asked questions. I answer them. Sue me.,04/10/2016 13:07
@TWooodley hahaha!! All good.. As long as you replaced that shit 😝,03/10/2016 23:26
Okay guys... time to go to bed.. that was fun. Love you ALL 💗💗💗💗,03/10/2016 23:23
@carolinacirera it's perfect!!,03/10/2016 23:21
@TheDemisBitch someone who got away,03/10/2016 23:20
@MJAYOnDauntless 😻😻😻😻😻,03/10/2016 23:20
@_usuallykarol I'M TRYING,03/10/2016 23:19
@_Jessica90 😏,03/10/2016 23:19
@bcdyslay it'll be in my book...,03/10/2016 23:19
@CamrenHarmony 81% haha,03/10/2016 23:18
@craveparrilla he's my little cuddle buddy 🤗😍,03/10/2016 23:18
@adoremylovato who says I haven't?,03/10/2016 23:17
@DemiLovatoGod yes!!,03/10/2016 23:17
@Demislovatics22 batman 😔,03/10/2016 23:16
@malurs_ nope,03/10/2016 23:16
@SUNVRISES 100%,03/10/2016 23:15
@warrior92demi too much hair!! But I'm changing it again real soon....,03/10/2016 23:15
@GOKNIGHTS4978 yes 😕,03/10/2016 23:13
@laurenolimits Mishone is my theory,03/10/2016 23:12
@potterrauhl yes!,03/10/2016 23:12
@sofarsoevil one year without a cel phone,03/10/2016 23:11
@UnhingedBekah duh,03/10/2016 23:08
@afterglowlovato @AnthonyRomano8 😂😂😂😂😂😂😂😂 how did you know!!??!!?!,03/10/2016 23:07
@ddlovesg I'll move to Vancouver,03/10/2016 23:07
@lilnightingale my fans know everything about me already!,03/10/2016 23:06
@AnthonyRomano8 😂😂😂 many many times,03/10/2016 23:05
@SimJonasbooksNJ Cinderella,03/10/2016 23:05
@rimamallama yes!,03/10/2016 23:04
@_overcastkidxx 😉,03/10/2016 23:04
@useyourmeIody 😍😍😍,03/10/2016 23:03
@3_barge Netflix and chill 😏😉,03/10/2016 23:02
@WishingWarrior I think batman needs a friend...,03/10/2016 23:02
@maudisten never met her but I want to 😻,03/10/2016 23:02
@emmilyyann ask her if aliens are real. She pinky promised me 💁🏻😝,03/10/2016 23:01
@yelyahsivan yes!!,03/10/2016 23:01
@xmenstewart idk but I hope soon 😻😻😜,03/10/2016 23:00
@margotxdebnam rick 😍😍😍,03/10/2016 22:59
@yangreysloan chocolate chip cookies 😂,03/10/2016 22:58
@edgyyeji near future... it's almost done!,03/10/2016 22:58
@alanabfoster loved it!!,03/10/2016 22:57
@_britt_1d_22 I've done really good!! No pasta 😂,03/10/2016 22:57
@RoniBenMoshe 😜 what do YOU think it will be?,03/10/2016 22:56
@cflower14 water water water!! Drink tons and tons of water!!,03/10/2016 22:54
@Iovatopaulson amazing!!!,03/10/2016 22:54
@maya04498 I miss it!',03/10/2016 22:53
@CASSLRH coconut water!,03/10/2016 22:53
@cftsbitty I love this song 💗Niall did an awesome job,03/10/2016 22:52
@huntersigh black 😈,03/10/2016 22:52
@xDemi_Arianax wouldn't it be too predictable??,03/10/2016 22:51
@_lennaa_ yes!!,03/10/2016 22:51
@ChrisHazen2 I don't know.. I really wanna take some time off and focus on charity work,03/10/2016 22:50
@beatriz_camara much better!! Thanks for asking!,03/10/2016 22:49
@cabellodacamzzi I love you 🤗💗,03/10/2016 22:49
@Irwin_Lovato I only did body say for the tour 🙃,03/10/2016 22:49
@sexdevonne the walking dead!!,03/10/2016 22:48
@fasteraustin closer by chain smokers and Halsey 😻,03/10/2016 22:48
@crybabysbinky idk I miss him 😭😭😭,03/10/2016 22:46
@BellasNumptyx winter ❄️⛄️,03/10/2016 22:46
@jj_castro956 no new music coming out anytime soon 😢,03/10/2016 22:45
Can't sleep.. let's chat.. ask me ??,03/10/2016 22:44
How cute is my new watch from @itisDW?? You can grab it for yourself with my code - Demi15. #ad https://t.co/eQmprNWKO2,02/10/2016 23:00
I'm having HLN and ID channel withdrawals..,02/10/2016 20:36
Why can't they have forensic files in Rome?! 😩,02/10/2016 20:34
If the paparazzi wasn't so fucking annoying I'd get out and do shit but they're the worst. #fuckpaps,02/10/2016 13:20
I love going to other countries and spending all my time in the hotel rooms. #sofun,02/10/2016 13:15
Remember where you came from.,01/10/2016 06:37
"Don't think, just do. #morningworkout",01/10/2016 06:26
Touring w/ @nickjonas was the BEST. Getting to perform this song w/ him was even better https://t.co/5bSZCNehMZ #HondaCivicTour #FutureNow,30/09/2016 17:18
At dinner. Someone please take my mind off pasta and pizza. Fml,29/09/2016 18:49
In Italy on a fucking diet 😭,29/09/2016 18:49
People shouldn't have to question the safety of ELEMENTARY SCHOOLS.. what is it going to take?,29/09/2016 11:35
We must use our voices to protect our children... this must stop. #townville,29/09/2016 11:29
Curious what @nickjonas &amp; I did with our #HondaCivicTour fam on days off? Hint: it might just include paintballing. https://t.co/tv5dK19ulK,28/09/2016 16:49
"Oi Brazil! So happy to see you at the Z Festival in São Paulo, December 10th! Cant wait! Beijos e abraços! Tickets:… https://t.co/PSerYgfOMu",28/09/2016 13:00
Thanks to everyone who came out to say hi at @PremiumOutlets! Don't forget to sign up for the VIP Shopper Program!… https://t.co/o3pxpCbX05,27/09/2016 23:06
"The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few cl… https://t.co/H1H7hAA4XM",27/09/2016 20:30
Thank you guys for all your questions!! Let’s continue to celebrate #HHM together.,26/09/2016 22:23
"😈💪😝 
#AskDemi #HHM https://t.co/6hv6ulprgS",26/09/2016 21:49
You’ll just have to wait and find out!! #AskDemi #HHM https://t.co/GOVVqati4L,26/09/2016 21:44
It was amazing! He’s like a brother to me so it’s been great to see him grow creatively and kill it on stage… https://t.co/1o6UxcN6N2,26/09/2016 21:40
Grateful 😘 #AskDemi #HHM https://t.co/qzczDkjTVa,26/09/2016 21:37
Walking Dead #AskDemi #HHM https://t.co/h0HBHihd82,26/09/2016 21:35
"The stigma around mental health, which I’m currently working on with @CastCenters #AskDemi #HHM https://t.co/IXneVoURpv",26/09/2016 21:31
Wildfire for no particular reason #AskDemi #HHM https://t.co/7w1mcjBfNi,26/09/2016 21:29
Just joy. I hope that everything I do makes me happy #AskDemi #HHM https://t.co/Lh17IVdRko,26/09/2016 21:27
Aretha Franklin Kelly Clarkson and Christina Aguilera #AskDemi #HHM https://t.co/a5vEA0T8YA,26/09/2016 21:24
You’ll be finding out soon enough 😏 #AskDemi #HHM https://t.co/Xhg20i9va3,26/09/2016 21:19
"For You, Stone Cold, Confident and of course Cool For The Summer https://t.co/fEDZ5JbFWJ",26/09/2016 21:18
Global Citizen was amazing. I love everything they stand for and it was such an incredible festival to play!!… https://t.co/e2jC4M0U5r,26/09/2016 21:09
I love hanging in my sweats watching some Netflix or kicking ass in the gym and Jiu Jitsu 💪💦 #AskDemi #HHM https://t.co/3fIlREepCj,26/09/2016 21:04
Definitely Stone Cold or Confident. Loved hearing the reaction from the crowd when we started with Confident 😊… https://t.co/rqyj0IG0dy,26/09/2016 21:02
Moving the #HHM @TwitterMusic Q&amp;A to 5pm ET/2pm PT tomorrow. Get your questions ready!! 😝 #askdemi,25/09/2016 20:05
"I'm celebrating #HHM with @twittermusic + @remezcla Q+A Monday, 9/26 at 3pm est!! 
Send your questions using… https://t.co/89jw8TQ9PS",25/09/2016 17:00
@bellathorne 😘,25/09/2016 03:55
@iambeckyg thank you girly!! Wish we could've hung out!!,24/09/2016 21:43
I’m in Central Park for the #GCFestival to call for an end to extreme poverty. Tune in!! https://t.co/neaj9LBmhy https://t.co/QhHbIWLlxm,24/09/2016 20:00
Who’s joining me for my exclusive concert with @celebritycruise? #DestinationDemi https://t.co/4FZJyfiqdm https://t.co/vJl69E81yL,23/09/2016 13:00
But there's no way I'm performing in flats 💁🏻👠,23/09/2016 03:42
Walking in stilettos with a freshly sprained ankle sucks so bad 😣,23/09/2016 03:41
I'm in 😻 with @halsey,22/09/2016 00:44
You ready Mexico?! Grab your tickets at https://t.co/4Cssx6OJF8 with @WellaKolestonLA + show me your inner light 🤗… https://t.co/ad8lexET2C,21/09/2016 21:42
Smurfs: The Lost Village official poster is here!! Stick around for the teaser trailer tomorrow! #SmurfsMovie https://t.co/lIFqNDPBfT,20/09/2016 13:45
"Thank you @UNfoundation for having @realmikebayer and I, and for helping continue the conversation around Mental He… https://t.co/yuUJI3JZou",20/09/2016 03:33
Last night was so fun I feel hungover. #wtfsobriety,18/09/2016 19:06
Had an absolute blast on tour with @NickJonas!! Can't thank @Netjets enough for flying us home!! https://t.co/QfwAgQbzJT,18/09/2016 19:01
"@toojiggy I said MY mind, not yours 😝",17/09/2016 18:16
Had a dream I gave Donald Trump a piece of my mind.. It was awesome.,17/09/2016 18:14
LA!! Last show tonight which means its our last #CastOnTour series. You guys will definitely want to be here for it https://t.co/nIIULV5v6U,17/09/2016 15:38
"When you're done with me, I can't even concentrate... Concentrate.. 🎶",17/09/2016 00:14
"https://t.co/3CHZWnvBSq

Something has to be done.",16/09/2016 23:23
@Lin_Manuel so good seeing you last night Lin!! In awe of all your success since we met.. Congrats on everything!!! Hamilton was AMAZING!!,16/09/2016 21:53
So grateful for you @nickjonas.. Happy birthday.. Love you brother 💗 https://t.co/gxpRH8vNe8,16/09/2016 21:51
It’s been so exciting performing new 🎵 live on #HondaCivicTour! Watch the 1st official live video of “Body Say” at https://t.co/mObslbEmpr!,16/09/2016 16:01
Phx! Get ready to experience @CastCenters #CastOnTour before the end of Future Now! Sign up at https://t.co/nIIULV5v6U.. Can’t wait!!,15/09/2016 14:37
NM! Time to get signed up for @castcenters #CastOnTour event. Can’t wait to see you guys at this stop! https://t.co/nIIULV5v6U,14/09/2016 14:34
People don't forget.,14/09/2016 04:58
"Choosing my wardrobe, secrets to my 🔥 tour makeup &amp; more in the latest #HondaCivicTour #FutureNow diary! https://t.co/WqboDDT7UR @nickjonas",13/09/2016 23:18
"Hometown show.. Always dreamt of playing the @AACenter and tonight my dreams come true. 🙏🏼 Thank you Dallas,TX!",12/09/2016 20:10
Everything's bigger in Texas! @NickJonas and I will be at Allen @PremiumOutlets today at 1pm for meet &amp; greets! See you soon! #simonvip,12/09/2016 17:24
"Hey @MarriottRewards members, reserve your spot now for my exclusive event here: https://t.co/rJnv6od1r0 #FriendofMR https://t.co/ad9C9jg4HZ",12/09/2016 16:00
So excited! @JoeJonas + @DNCE are joining my private event for @MarriottRewards members! https://t.co/rJnv6od1r0 https://t.co/FzyiBYNvtm,12/09/2016 14:00
My little baby https://t.co/KJ2ujiNnLD,11/09/2016 21:22
.@castcenters has played an extremely important role in my life + health. Proud to announce my partnership with them https://t.co/eko34KHo9c,08/09/2016 20:45
Big news! I’m having a private event for @MarriottRewards members in LA! Sign up https://t.co/hjwPOQWJyj #FriendofMR https://t.co/ou0ZT57HXm,07/09/2016 19:42
Excited to perform at #GCFestival in NYC 9/24! 😊 Take action to earn your free tickets: https://t.co/dBI2pnfsHQ https://t.co/kqABF5n9S7,07/09/2016 13:02
And thank you @ChelseaClinton for your moving words about my work around mental health. https://t.co/kCdLArtsYz,07/09/2016 01:46
Thank you #AnnaWintour for inviting me to this incredible event in support of @HillaryClinton https://t.co/OF9YdC0G1b,07/09/2016 01:45
"And everybody's watching her, but she's looking at you.. 💗🎶",06/09/2016 13:54
Why is the feeling of getting tattooed so addicting?!,06/09/2016 02:17
Damn it's gettin soulful in this studio....,04/09/2016 20:41
Studio bound... So excited for y'all to hear new music,03/09/2016 18:52
There's almost nothing more annoying than having to take off your makeup when you just wanna sleep 😩💤,03/09/2016 04:29
You have to be capable of being honest with yourself before you can get honest with other people,02/09/2016 06:32
Had way too much fun surprising some @lyft passengers on my day off from #CastOnTour &amp; Future Now 😝 #UndercoverLyft https://t.co/HQ4WdRJj1a,31/08/2016 14:09
#DestinationDemi: Performing exclusively for @CelebrityCruise guests in St. Maarten on 12/28 https://t.co/O4qPyaifX6 https://t.co/rhbSeIf4QN,30/08/2016 15:31
"I’m so proud of the stage @nickjonas &amp; I designed for #HondaCivicTour #FutureNow. It’s all for you guys 💜

https://t.co/LokzSGfvw6",29/08/2016 20:01
Fuck yeah @DNCE!!! You guys deserve it!!! #VMAs,29/08/2016 03:20
#VOTEDNCE #VMAs,29/08/2016 00:42
Who's tuning in to watch @nickjonas tonight?!! I am!!  #VMAs,28/08/2016 23:30
"Get ready cause it's @WEday today!! Listen to the stories of youth who are changing the world! Tune in to @ABCNetwork, 7/6C! #WEDay",28/08/2016 20:49
"Lovatics, let your voices be heard! Vote @DNCE for Best New Artist at the #VMAs 
#IMWITHTHEM https://t.co/YiY6CkmHIX
https://t.co/gYrG7yCPSx",27/08/2016 20:44
Such an amazing experience seeing youth make a change for the world! @WEday is airing tmrw on @ABCNetworks! How will YOU be the change?,27/08/2016 16:13
So excited for @ChordOverstreet for releasing his first single #Homeland!! You can get it on iTunes now!  https://t.co/Cm7AY1T838,27/08/2016 15:11
That custom 🔥 Honda Civic you’ve been seeing on #HondaCivicTour? You could drive it home.. https://t.co/XxO6vSPwrl https://t.co/UDYMJdbPdg,26/08/2016 22:00
"Mexico! I'll see you soon. Tix on sale now!!
https://t.co/Xr7KL2oqsO
https://t.co/pUG3SAbCmQ
https://t.co/V8CgTR7Hkg https://t.co/hxvTC9VQsA",26/08/2016 16:01
🎶🎶🎶,25/08/2016 02:01
So you wanna play? Well come play with me.. 😈,25/08/2016 02:00
Mexico I'm SO excited to see you guys and meet you all! Grab your VIP tickets for the shows 😘 https://t.co/3GdF6pbfKG,24/08/2016 16:07
".@banamex Pre-sale starts NOW Mexico!! 
https://t.co/Xr7KL2oqsO
https://t.co/pUG3SAbCmQ
https://t.co/V8CgTR7Hkg https://t.co/GpnubXbDmr",24/08/2016 16:02
From natural to dramatic you can create your own look with my #Lovatics Palette. Get it now at @WalmartCanada! https://t.co/WjsJadIaM3,22/08/2016 21:32
@CatZingano thanks girl!! Let's train soon! 💗😝,22/08/2016 05:12
@DavidJohnson_28 I love this!!! Thank you so much!!!,21/08/2016 02:16
@joejonas so grateful for you and our friendship. Love you!! 🤗,21/08/2016 02:15
@joejonas I love this!!! Thank you!! 🙈🤗💗,21/08/2016 02:14
@Cudlitz thank you so much!!,20/08/2016 22:15
@Sirah I love you more than words 💗,20/08/2016 22:14
"@CSiriano thank you so much, I love your work!!",20/08/2016 19:34
@paurubio I love and miss you!,20/08/2016 19:34
@lucyhale thank you pretty girl!!,20/08/2016 19:34
So many texts/tweets/calls.. I feel so loved right now. Thank you guys!!!,20/08/2016 19:32
24 🙈😊🎉,20/08/2016 19:27
I just got the best birthday video sent from the cast of the walking dead and I'm shitting my pants,20/08/2016 04:24
"All of @castcenters #CASTOnTour sessions have been so inspiring. Portland, I'll be speaking tomorrow! See you there😊 https://t.co/PZocOfEpeU",19/08/2016 23:13
About to fall asleep but I'm still gonna workout because my mind and body deserve to feel amazing 💗,19/08/2016 21:28
"From our vision to rehearsals to opening night, this tour has been 🙌 Here's a BTS look at the magic: https://t.co/VQ8PZ1tNkb #HondaCivicTour",19/08/2016 16:02
@NiallOfficial thank you 💗🙈 so good seeing you!!,19/08/2016 01:43
"One week until we’re in Vancouver! @Tidalhifi wants you to win some tickets for our show at @RogersArena 🤗
https://t.co/3NDKxWAcn7",18/08/2016 00:01
"Mexico, I'm coming for you!! @banamex pre-sale starts 8/24, tix on sale 8/26. GET READY. 😈 https://t.co/vTBYeKYtsX",17/08/2016 17:01
Happy birthday to one of my favorite people on the planet. Love you @joejonas.. Have the best birthday 😊💗 https://t.co/w7vzrfAyhW,15/08/2016 21:22
My @SKECHERSUSA Flex Appeal shoes have been a dream to have on tour.. Keeping it REAL comfy 😊 #SKECHERSDemiStyle https://t.co/vSG0ekQmir,15/08/2016 18:16
It's an awesome feeling when you're so content with life and yourself that hate doesn't effect you.. Feelin' good y'all 👍🏼💗☺️,13/08/2016 19:18
"If you watch everything I do, you're still a fan.. I ain't goin nowhere bitches 👋🏼",13/08/2016 18:10
"In no way did I mean to offend anyone last night. I was laughing at how southern my mom sounded, not the issue at hand. Deepest apologies.",13/08/2016 18:03
Recordin a doooopppee ass song today.. Can't wait for y'all to hear it...,10/08/2016 21:06
Wrote a new song.. Wish I could post the lyrics but they're too personal. Some day.,10/08/2016 05:26
"Me: ""Can you Instagram me? I'm feeling a little too natural.."" 
@jillpowellglam: ""I will Instagram the shit out of your face.""",10/08/2016 01:58
"Happy birthday to the world's strongest, loving mom in the world @DiannaDeLaGarza!!!!!! I love you momma 💗",08/08/2016 17:27
Currently watching dog videos on Instagram... With my dog.... 😳,07/08/2016 19:52
"""Are you Demi Lovato? I saw you fall just now, are you okay?"" 😑 #storyofmylife",07/08/2016 19:17
What's everyone up to? I can't sleep 😝,07/08/2016 05:47
My entire body is sore.. #hurtssogood,07/08/2016 05:47
Lovatics! I KNOW you guys can help us win this  #VoteIrresistible + keep voting all month! https://t.co/QS4PPN6xAi https://t.co/UfZyhi8A9a,06/08/2016 16:36
"btw if I don’t have your email, now is the time to join us. trust 😏https://t.co/1CNLkmaJ4F",05/08/2016 23:41
Love seeing you guys adding #bodysay on ur @spotify playlists!! Keep adding! https://t.co/NKeMZZAKjL,05/08/2016 22:33
Note to self: don’t leave pasties out for friends to find https://t.co/AOg0BKi0rJ,05/08/2016 19:50
@elvisduran miss you already!! I hope you have an amazing birthday today 💜,05/08/2016 19:11
Chicago you were such a fun crowd! Shout out to @Netjets for flying @NickJonas and I there yesterday!! https://t.co/LdenYwysAp,03/08/2016 22:35
IF I were to change my hair..... What do y'all think I'd do... 😝,03/08/2016 21:51
