tweet,date_time
Feliz por estar entre os melhores da FIFA junto dos meus dois treinadores. Obrigado a quem votou em mim e sobretudo aos meus companheiros,02/12/2016 19:30
It’s almost time! ⏰ ⚽ See how I spent yesterday preparing for the fastest match on 🌎 #StrikeSeries... https://t.co/oI605XnILm,02/12/2016 17:18
Wanna save big on my CR7 blankets this Christmas? Shop https://t.co/IBoUpzdSOB to save 25% with promo code CHRISTMA… https://t.co/y1138PUVuS,02/12/2016 12:03
Missed Tuesday’s training? Here’s a ⚡ FAST⚡ video recap of Day 2️⃣️ #StrikeSeries 🔎👉... https://t.co/vnA5MqY1E0,01/12/2016 19:02
"To celebrate the launch of my new fragrance, I have created my own online members club! https://t.co/HRDxfKfjeN",01/12/2016 15:00
"Very excited to launch my brand new fragrance tomorrow 
https://t.co/KLGGg0yU8I https://t.co/4nLKMRJuZT",30/11/2016 12:04
Equipa vencedora 🔝👌👍 https://t.co/T8fnmIECmV,29/11/2016 11:47
✅Day 1 complete. Here’s how I trained fast for El Clásico today ⚡ #StrikeSeries 🔎👉https://t.co/E2zLOUXhGE… https://t.co/62wWliBB6n,28/11/2016 18:55
3 points 🔝👌 https://t.co/mJbTWgPVOD,26/11/2016 18:44
👌 https://t.co/RoyleNCHk6,25/11/2016 15:05
Happy morning 👍👍👍 https://t.co/W4dCYspQ7I,24/11/2016 15:16
"Open your eyes @DwyaneWade - this is how I wake up 🙈 #raiseit

https://t.co/i6J4wmrc1W https://t.co/QIAujMQnW6",24/11/2016 07:32
👌 https://t.co/xgALmBVkCr,23/11/2016 12:05
"Honoured to debut my boots back where it all started. 🙌 CR7 Discovery 👉 https://t.co/E2zLOUFGP6
    https://t.co/R8bOUQ4SwF",22/11/2016 09:08
"Inspired by the match that changed my career. 🙌
Excited to wear my new boots tomorrow https://t.co/E2zLOUFGP6… https://t.co/g56ulq9PAv",21/11/2016 17:33
Men’s daily essentials #CLEARMEN #Mercurial #Ad https://t.co/Pu8cITRAaL,21/11/2016 08:02
Stretching boy👍 https://t.co/0tsFbOGsnW,20/11/2016 18:14
Top👍well done team⚽️⚽️⚽️ https://t.co/SM7Vc5ZZfC,20/11/2016 01:02
😁😁😁😁 https://t.co/pXXUzVe1rQ,18/11/2016 11:44
💪🏽🔝 https://t.co/xXlPZyVwQQ,17/11/2016 17:56
Always working. 💪 Fresh Trainers. Gear up for the gym on https://t.co/E2zLOUFGP6 https://t.co/0GESo32QOn,17/11/2016 08:29
Unleashed my inner lion while filming with @PokerStars 🔥💪 #BeatTheClock https://t.co/WzqNSGqm7Y,16/11/2016 18:24
🇵🇹🇵🇹🇵🇹🇵🇹 https://t.co/RhlH9ZxjXg,14/11/2016 10:36
🆕🔝 Love my new Collection 😉 https://t.co/E2zLOUFGP6 https://t.co/l1WsRrCjyC,12/11/2016 18:04
"Target practice 🎯 #Mercurial
CR7 Chapter 3, lace up at https://t.co/E2zLOUFGP6 https://t.co/m9p4aDrltN",12/11/2016 09:00
Glad to make your wishes come true!👏👍 https://t.co/5JkLUGlRQZ,11/11/2016 17:16
No substitute for hard work 👍 #StrikeSeries CR7 Chapter 3 Collection at https://t.co/E2zLOUFGP6 https://t.co/qQAVw0sjWQ,11/11/2016 09:01
NIKE MAN🔝👍👌 https://t.co/L3fBScHpST,10/11/2016 12:19
🇵🇹 https://t.co/JrxbaIuE4A,09/11/2016 19:39
Just found the next generation of Fast in Lisbon! #StrikeSeries 🔎⚽🏃💨 https://t.co/HVtyY4tLt2,09/11/2016 15:00
Back in Lisbon leading a @nikefootball masterclass with the future of Fast. Watch out for these guys! 👀➡🏆 #Mercurial https://t.co/ru0cajXFc9,09/11/2016 13:58
The Man🔝 https://t.co/kkju3p7xMf,08/11/2016 23:44
"My sports cars just got jealous 🏎💥 #Mercurial
New wheels at https://t.co/E2zLOUFGP6 https://t.co/iByj6yiN9i",08/11/2016 16:01
"New wheels, same results. 💯👌 #Mercurial
New boots 👀 👉 https://t.co/E2zLOUFGP6 https://t.co/tgSIWDQU2z",08/11/2016 08:00
Es un honor recibir nuevamente el trofeo Alfredo di Stefano. Gracias a todos! 👍🔝 https://t.co/GBhSRqTddM,07/11/2016 22:58
"@07RQuaresma We're even for now...😉😜CR7 ""Discovery"" just got a whole new meaning. Nice one bro! #Mercurial https://t.co/Oq9Jfhg6pW",07/11/2016 14:25
You were behind this too!!?? Can't believe you guys did this behind my back!!! 😂😂👌🏼👍🏼🔝 @07RQuaresma https://t.co/iqf28Yrg92,07/11/2016 14:16
"😍 Love my new #Mercurial boots.
🔎CR7 Chapter3: Discovery 🔍
👀👉🏼 https://t.co/E2zLOUFGP6 https://t.co/GITYWkrjgm",07/11/2016 08:01
Just came back from the tailor and my suit fits perfectly! Sacoor Brothers attention to detail is one reason why I… https://t.co/oiKhFRooPm,05/11/2016 15:02
G morning 👍 https://t.co/hTsT0Gm5dU,05/11/2016 08:20
👍🏼👌🏼 https://t.co/OHd7Hk1Hdu,04/11/2016 15:51
Check out my new @cr7footwear film FW16 Collection. I hope you enjoy it. https://t.co/H3tWJAxDrd https://t.co/kZTrNj6vRR,03/11/2016 18:53
Keep your head up!!! https://t.co/ILOmhsz6Qs,03/11/2016 11:56
UCL 👍🏼 https://t.co/cIxu4oQZc7,01/11/2016 20:33
"Spend the holidays with me! Visit https://t.co/CWhb9Do9DK to see my CR7 Christmas blankets! Super soft, save 15% wi… https://t.co/upQldDsomy",01/11/2016 17:59
I hope you enjoy my new @Cr7Footwear FW16 Collection as much as I do. Check it at https://t.co/H3tWJAxDrd https://t.co/JRHaTLZZJr,31/10/2016 18:04
😎👌👍 https://t.co/1FJnxpzMja,31/10/2016 12:06
Good night 👍😜 https://t.co/v9aHmCggSz,30/10/2016 19:52
Happy Halloween day🔝🔝👌 https://t.co/3mIbnIwyqd,30/10/2016 13:53
With my boy 🇵🇹🇵🇹👍 https://t.co/eibXMThX5Z,29/10/2016 18:36
Great win and very important 3 points. Well done boys !!⚽️⚽️⚽️🔝 https://t.co/Vv2NFO0rSt,29/10/2016 17:48
"To stay fresh throughout a match, I use CLEAR #ad https://t.co/aIdEBHlbJ8",28/10/2016 17:50
👌🏼 https://t.co/PO92dsRFPd,28/10/2016 15:53
"Great dinner last night,discussing plans for the present and future 🔝🔝🔝🔝 https://t.co/Hrku3v0Vyg",28/10/2016 10:24
"💪 Extra effort.
✅ Extra reward.
🏆 #StrikeSeries

Speed up with @nikefootball’s Modern uniform of fast:… https://t.co/DlQ9DcSZ3k",27/10/2016 15:10
Bom dia 👍 https://t.co/711qV8Ymg5,27/10/2016 08:34
👍🏼 https://t.co/fHYfaD5UfZ,22/10/2016 15:15
Help me kick breast cancer.Visit https://t.co/CWhb9DFKvi save 15% with promo code Pink7 and Elite Team will donate… https://t.co/pxXfPJx8HM,20/10/2016 18:53
"I’m so excited the Z11 has finally come to spain! My friends at  @nubiaSpain are giving one away, enter here:… https://t.co/7wKLoXELnl",14/10/2016 17:04
Thanks👍 https://t.co/2u9vEQLKRf,14/10/2016 10:52
Couldn't resist a quick game while filming something exciting for PokerStars... 👊🏼😎#raiseit https://t.co/d85deQIQUm,13/10/2016 17:30
Win an autographed #CR7MiniBlanket. Visit https://t.co/CWhb9DFKvi shop my exclusive line of CR7 blankets and enter… https://t.co/ZnCa72rYVY,11/10/2016 17:00
Two games 6 points👍🏼 well done team 🇵🇹👌🏼 https://t.co/l09YCvUbk6,10/10/2016 21:46
Morning walk 🚶🏽 https://t.co/5tWg5Qz9n2,10/10/2016 11:25
It´s my turn to support my “team”! Help us make Madeira win World´s Leading Destination 2016. Vote here… https://t.co/qGMObKYGZ2,08/10/2016 17:01
"Happy to score my first poker for Portugal
⚽️⚽️⚽️⚽️🇵🇹 https://t.co/W8RxiW7BzR",07/10/2016 21:38
👍🏼✌🏼️🇵🇹 https://t.co/ZiLnHpSkR8,06/10/2016 11:03
Training👍🏼 https://t.co/9bCeZT8tdZ,05/10/2016 12:08
Want to watch me play a match live in Madrid? @Xtrade are giving you the chance to win this amazing trip! Enter now… https://t.co/y2SFET9Fyv,03/10/2016 17:02
"Glad to be the cover of @DSECTIONMAGAZINE 5th anniversary book. ""THE JOURNEY"". https://t.co/G0xoSNHW0u",30/09/2016 20:32
"Wow! More than 5 million downloads of my mobile game! Thank you! 
Download Kick'n'Run here for free:… https://t.co/18qP0CNvFC",30/09/2016 16:49
Winning team⚽️ https://t.co/bJanNLqcd3,30/09/2016 11:00
I'm really excited to share with you the new #SACOORBROTHERS Fall Winter Collection! Meet my favorite new items at… https://t.co/uThXIilGPi,29/09/2016 08:09
👍🏼👍🏼 https://t.co/bZPvgDCfir,28/09/2016 10:12
👍🏼 https://t.co/rduasWEUFD,26/09/2016 19:38
I'm good and you??👍🏼 https://t.co/lbkFB7x19a,22/09/2016 19:08
Great moment🇵🇹✌️👌 https://t.co/Jfi6zuvhLX,22/09/2016 09:39
Hala Madrid 🔝 https://t.co/mRTHes8WL5,21/09/2016 21:22
👍🏼💪🏼🔝👌🏼✌🏼️ https://t.co/xTSlEFJT8H,15/09/2016 12:09
CHAMPIONS LEAGUE TONIGHT 👍 https://t.co/NWvp7DZoht,14/09/2016 10:33
Did you try this awesome feature in my mobile game? Download here: https://t.co/RX5FZclXci https://t.co/acIYYulgmr,11/09/2016 17:34
❤️❤️ https://t.co/S0Rfg2lUlN,09/09/2016 18:27
Always nice to be with the fans ✌🏼️👍🏼🔝👌🏼 https://t.co/ZzdwEQxjXC,09/09/2016 10:19
"Great to be back to full team training!💪⚽ 🏃💨
Train fast with @nikefootball’s Strike Series: https://t.co/nWQxOQOOQw https://t.co/Ju7T1DTub7",08/09/2016 15:02
Step into the spotlight with my latest @CR7Underwear collection 👍🏼 https://t.co/I5ZfBQGnP7,05/09/2016 18:01
"First training with the team, very happy!!!! Enjoy the picture ❤️💪🏼👍✌🏼️⚽️ https://t.co/FFGEgqSK4A",05/09/2016 16:48
V D ☀️ https://t.co/vOsfUPwP9U,03/09/2016 12:14
Thanks @TAGHEUER @jcbiver for this kind gift. The new rose gold Heuer 01 is amazing #dontcrackunderpressure https://t.co/KfCHbrk8ip,03/09/2016 08:01
Soon 👍🏼 https://t.co/w6Q4JitA1B,02/09/2016 11:39
@nubiasmartphone’s Z11 doesn’t believe in limitations. #DreamWithoutBoundaries https://t.co/uEWDTJQxBW https://t.co/3Ga0gQaffL,02/09/2016 07:10
Happy ☀️👍🏼 https://t.co/zfmXj0C7jB,01/09/2016 09:30
Selfie time👍🏼 https://t.co/isLQGcDDv2,31/08/2016 14:40
👌🏼👍🏼 https://t.co/0dAozzcX05,30/08/2016 16:54
Mood 👍 https://t.co/tf9H7qNru4,30/08/2016 10:29
Training done with my boys 💪🏽💪🏽☀️ https://t.co/GoWyE1w8eP,28/08/2016 16:00
Feeling good 👍 lets go 💪🏼 https://t.co/rn989lwS7B,26/08/2016 17:22
Training fast to come back stronger with the @nikefootball Strike Series. 💪🏽 https://t.co/T2ZbV9jopr https://t.co/SZdRNTz5bq,26/08/2016 15:36
Gracias equipo 🔝👍🏼 https://t.co/iJv541BI9U,26/08/2016 08:45
Very happy and proud to win such a special award. Thank you to my team mates from Real Madrid and Portugal! ✌🏼️🔝👍🏼 https://t.co/vR61LXyW9o,25/08/2016 18:16
"Enjoying being back in training in my latest gear. 
Get the @NikeFootball Strike Series: https://t.co/vvAeu4R5vl https://t.co/wlZy0ZBq0z",25/08/2016 15:30
Not ready to let this summer go yet? Check out my summer looks at https://t.co/1KPALoFzcH #SacoorBrothers https://t.co/pRsnImUnDd,24/08/2016 17:55
I train fast to play fast. Thanks @niketraining for the new Nike Train Ultrafast Flyknit (https://t.co/3pz5B5KUfK)💪🏽 https://t.co/5xAnlBoQPJ,23/08/2016 16:03
✌🏼️ https://t.co/7j4zb9dbS4,23/08/2016 11:24
Another shot from my latest @CR7Underwear campaign! Check the range out on https://t.co/JWC1WlVn9L https://t.co/vEVZwHLV4h,22/08/2016 18:05
Mood 😏 https://t.co/5rHcea126c,22/08/2016 14:41
Poker at home while watching the action in Brazil…two great games on the go! https://t.co/46xaDGwHob,20/08/2016 17:57
Congratulations my friend @usainbolt for your triple gold!👏💪 https://t.co/5lQN06zvVo,20/08/2016 15:19
"Madeira Island is pretty awesome, don’t you think guys?
#madeiraislands #exploremadeira #visitmadeira #madeiraisgold https://t.co/Ta4klg4MDZ",20/08/2016 11:08
Time to focus on the new season with my @TAGHeuer timepiece. #DontCrackUnderPressure https://t.co/UADztr92bA,19/08/2016 18:06
The smartphone of champions will land @IFA_Berlin on Aug 31st! https://t.co/uEWDTJyWKo #WhatsNU @nubiasmartphone https://t.co/OA5eXMzuC3,18/08/2016 10:59
Stepping into the spotlight for @CR7underwear FW16 Now available on https://t.co/ZzX6Gr9cXc #CR7Underwear https://t.co/lQeobeOTh5,15/08/2016 16:57
Morning run 👍🏼 https://t.co/YaqjLFdJce,15/08/2016 12:09
Paz ☀️✌🏼️👌🏼 https://t.co/D9DL17P12d,13/08/2016 12:02
💪🏼 https://t.co/Er7BBHjxVS,12/08/2016 11:52
👍🏼 https://t.co/SePB93VwrL,11/08/2016 20:44
In the spotlight for my latest @CR7Underwear campaign. Check out new styles on https://t.co/ZzX6Gr9cXc #CR7Underwear https://t.co/MtqHV2wP6N,11/08/2016 10:15
Faz já um mês...recordação muito feliz! Dois grandes homens! https://t.co/oe4isqXtfK,10/08/2016 15:14
https://t.co/LKgeKYHf6Q,10/08/2016 13:29
Champions. https://t.co/gQdDJgWu4q,09/08/2016 21:44
Not in the field but always with you! Good luck guys ! #halamadrid 💪🏼 https://t.co/7vy0svAvKk,09/08/2016 18:31
"Have a selfie with me.✌️ Check out my new CR7 Selfie - Fans with a Cause App #CR7SelfieApp 
https://t.co/ejlaJoim0c https://t.co/psMKasyDKm",09/08/2016 08:42
Solid work 👌🏼 https://t.co/4SNlY7suPY,08/08/2016 17:57
Wake up after a great nap with crj✌🏼👍🏼🔝 https://t.co/XpAyGZZeVr,08/08/2016 15:12
Ice cream time ☀️👌🏼 https://t.co/EODfUnMF51,07/08/2016 16:03
My baby miss me❤️ https://t.co/WNkUjDWwRY,06/08/2016 17:15
Quick remind 🇵🇹🔝 https://t.co/XLGD78aoZy,05/08/2016 15:52
Are you ready to spend some time with me?👍📸 I have great news coming your way. Stay tuned! Coming on 9th August https://t.co/fwyBUnrT8A,04/08/2016 08:31
☀️😎 https://t.co/ry0b1A9JiW,30/07/2016 21:09
Good morning gym 💪🏼 https://t.co/GxGmBHxzS3,29/07/2016 16:11
Lunch time 👍🏼👌🏼 https://t.co/iPAJitxQAI,28/07/2016 19:58
"I’ve joined a new team, Elite Team. Visit https://t.co/CWhb9Do9DK to see my exclusive luxury blankets. https://t.co/JEDtZBmfGz",27/07/2016 14:06
A TRUE CHAMPION chooses #CLEARMEN. #TRUECHAMPION #POWERHAIR #CLEARNODANDRUFF ⚽️👍🏼🏆 https://t.co/1Ty40KZrEv,24/07/2016 16:11
Thanks Madeira 👍🏼 https://t.co/MMuXLQsHan,23/07/2016 12:34
I will be back ☀️🔝👌🏼✌🏼️ https://t.co/eqWfPp50Mu,22/07/2016 10:08
"On the field, I need the right tools to win. Online trading is no different, I chose @XTrade https://t.co/47gPpaVh6y https://t.co/uZVprIIkaH",21/07/2016 16:07
Check out our power moves! Stay fresh with #CLEARMEN. #TRUECHAMPION #CLEARNODANDRUFF #CLEARPOWERMOVE https://t.co/GPwjfpmJKd,20/07/2016 15:35
My mobile game is moving to Rio de Janeiro with the awesome new update available now 📲 https://t.co/RX5FZclXci https://t.co/hX82md83WI,19/07/2016 16:39
☀️ https://t.co/2UtD6aSq86,19/07/2016 14:34
Spend time with my little man 💋❤️👌🏼🔝 https://t.co/3Z16m343WV,18/07/2016 10:39
☀️ https://t.co/O8eaaY5dHj,16/07/2016 23:32
"We dream, we fight, and we exceed. Remember how we #GoBeyond today and every day with ＠nubia #Euro2016 #Champion https://t.co/KM8Kb43wRk",16/07/2016 15:39
Lunch 👌🏼✌🏼️ https://t.co/yB0WCJ7k18,16/07/2016 12:25
"#Mercurial Superfly Portugal “Champions of Europe” by
#NIKEiD. 😍👌🏼⚽🏆🇵🇹 https://t.co/qVWXKBYn05",15/07/2016 08:54
"When a team and a nation believe, anything is possible. #SparkBrilliance #justdoit https://t.co/yflLahlTEs",13/07/2016 09:29
Mood ❤️❤️ https://t.co/mjoSdnt7OE,12/07/2016 10:10
Wow 👀👀👀 https://t.co/nF6BJPZYJp,11/07/2016 15:02
History ❤️❤️ https://t.co/7FAK9kbWUC,11/07/2016 09:11
"One moment can change everything. Never give up.
Make them believe. ⚽🏆##SparkBrilliance #JustDoIt
https://t.co/GcCLdJ4gFh",11/07/2016 08:50
🏆✌🏼️🇵🇹 https://t.co/6Qvd9yKpUD,11/07/2016 00:31
Proud of my team. Proud of my country. Make them believe. #JustDoIt https://t.co/Zt2iqmDPZQ,10/07/2016 23:09
My boys ✌🏼️👍🏼 https://t.co/kMqwqKmF1Z,09/07/2016 14:09
Time to focus. Counting down the hours with my @TAGHeuer . See you on Sunday on the field. #dontcrackunderpressure https://t.co/8zbJ3HZqGQ,08/07/2016 17:38
👍🏼 https://t.co/EbBExSnBZl,08/07/2016 10:48
🙏🏼 https://t.co/PQDSTnRMHc,07/07/2016 08:54
Happy moments 👍🏼👌🏼 https://t.co/byRHX1Uh0j,05/07/2016 13:58
Keeping my mind sharp in between games #lovepoker https://t.co/a6nh7NkpE3,05/07/2016 10:55
Mood 👌🏼 https://t.co/Ni0BtPRSwI,04/07/2016 10:24
👍🏼🔝👌🏼✌️❤️ https://t.co/Z5OFpxAWdD,03/07/2016 15:09
When you believe you achieve ✌👍🔝⚽️ https://t.co/hmGmosOTLI,30/06/2016 23:54
"Time to relax and bring out my @TAGHeuer Carrera to fuel me up before the big match!
#DontCrackUnderPressure https://t.co/nnIsyqZp5q",29/06/2016 17:10
✌🏼️g n https://t.co/ysybI0xHzQ,28/06/2016 22:06
👍🏼 https://t.co/6bmhxfnsot,27/06/2016 11:16
"Have you played my new game Cristiano Ronaldo: Kick'n'Run? It's pretty cool! Try it here: 
https://t.co/RX5FZclXci https://t.co/2yjtqsdodB",24/06/2016 15:03
⚽️ https://t.co/KgiMaPnh2J,23/06/2016 14:01
⚽️ https://t.co/DaWxFLGcmJ,23/06/2016 10:04
⚽️ https://t.co/OxRXPl8sw1,22/06/2016 19:23
✌🏼️ https://t.co/BL40iwMvi0,21/06/2016 10:55
Triste com o resultado mas sei que todos juntos vamos dar a volta por cima. 🇵🇹 https://t.co/AltYaxVDKp,18/06/2016 23:47
"Mentally preparing for tomorrow’s match. Try Pro Genius in the @nikefootball App: 
https://t.co/00z9TNhPRA https://t.co/z2PlUsrfeZ",17/06/2016 15:06
"Time to train, more games yet to come  #DontCrackUnderPressure @TAGHeuer https://t.co/AP4qb3brMR",15/06/2016 17:10
"Hoje queremos levar para campo, não só a vontade de vencer de 11 mas a de todos os🇵🇹 . Contamos com o vosso apoio!⚽ https://t.co/YIfky7tbTp",14/06/2016 10:16
Soon 👍🏼 https://t.co/ExJEydXZ8a,13/06/2016 14:39
The game starts tomorrow. Mental preparation starts now. Train your brain with Pro Genius:... https://t.co/P7JeV1q7Vi,13/06/2016 08:22
⚽️ https://t.co/W9qe0lE9Sy,12/06/2016 19:18
Dinner time with my boys 🔝👌🏼 https://t.co/Uua6AFUmkl,11/06/2016 20:06
"Fuel up like me! Try 2 scoops #RebuildStrength, bananas, strawberries &amp; milk. #Herbalife24 https://t.co/Ya16F8551d https://t.co/klds6U1m4h",11/06/2016 15:09
"I’m celebrating the Euro Cup kick-off with my new mobile game. ⚽️⚽️ 
Play the game here: https://t.co/RX5FZclXci https://t.co/hrnu2EJaGG",10/06/2016 15:02
"One moment can change everything. #SparkBrilliance.
@nikefootball https://t.co/eO8m0eNOsW",09/06/2016 07:12
Great win tonight ✌🏼️🔝⚽️⚽️ https://t.co/gNzX74UY1f,08/06/2016 21:19
"See what happens when two worlds collide. https://t.co/J5QtfbLOw5
#SparkBrilliance 
Watch the film tomorrow: https://t.co/GzCcnRwwRp",08/06/2016 15:11
👍🏼🔝👌🏼 https://t.co/RbzHo8zm8C,08/06/2016 08:26
Team 👌🏼 https://t.co/3GipMYSprh,07/06/2016 19:53
"Seriously, what’s going on @nikefootball ? #SparkBrilliance
See the whole story on June 9: https://t.co/GzCcnRwwRp https://t.co/4Wbi4C4sgt",07/06/2016 15:04
"I’m feeling a little different today…#SparkBrilliance
Discover what’s happened on June 9: https://t.co/GzCcnRwwRp https://t.co/0I1osiEaHy",06/06/2016 22:27
"👀🏃👀🏃💥 #SparkBrilliance
See the full story June 9 in the @nikefootball App:
https://t.co/GzCcnRwwRp https://t.co/0Jgm7z9EaT",05/06/2016 15:05
I drive my training with proper hydration. Evolve your sports drink #CR7Drive @Herbalife @Herbalife24 https://t.co/t6BzLGySID,04/06/2016 15:03
I stay fresh with #CLEARMEN. Show your best tricks with #CLEARPOWERMOVE or upload at https://t.co/vnAjzdHqK8.” https://t.co/3u5pQPkty7,01/06/2016 18:04
☀️♻️👌🏼 https://t.co/kkcdteK5Wk,01/06/2016 12:00
Great night 👍🏼👌🏼🔝❤️ https://t.co/8fXXgf9VMF,29/05/2016 20:14
"At my house, speed gets its own room. #sparkbrilliance
Get the new #Mercurial now 📲: https://t.co/GzCcnRwwRp
https://t.co/uLfw9kIeve",29/05/2016 07:06
Love you ❤️❤️❤️ https://t.co/qhMNOEK2HB,29/05/2016 00:17
Boom ✌🏼️👍🏼 https://t.co/kSJJEJQUd9,26/05/2016 15:39
Check out my #Mercurial Speed Room 📽⚽️🏃🏽💨premiering in the @Nikefootball App https://t.co/GzCcnReVsP #sparkbrilli... https://t.co/RwyL4HhgLY,26/05/2016 07:00
One of my picks for the warm days ahead of us! Tassel loafers are a must have. Check it now https://t.co/Yu7rvgpkQf https://t.co/iXsRjcyANL,25/05/2016 16:07
👍🏼 https://t.co/M3XwVS47Vq,25/05/2016 15:27
