tweet,date_time,real_distilbert_sentiment,real_sentiment
The Yeezy Show Room in Paris is heaven.,02/10/2016 11:00,joy,positive
Think I'm gonna wear no make up today to the Balenciaga show.,02/10/2016 08:21,neutral,neutral
Just finished the Amanda Knox doc. I don't think they did it. I really want a Natalie Halloway doc &amp; they need to solve that crime. So sad!,02/10/2016 00:16,sadness,negative
Step up in this bitch like!!!!! https://t.co/lXIqxH5ffd,01/10/2016 16:57,joy,positive
Kourtney and Kim Take Paris https://t.co/VXw2P2GTvU,01/10/2016 16:48,joy,positive
GIVENCHY COUTURE https://t.co/jHxTIuHzzo,01/10/2016 16:41,joy,positive
HAPPY BIRTHDAY MARIO https://t.co/YRZnYJGCtm https://t.co/fBddFNWC4R,01/10/2016 15:42,joy,positive
Paris Squad https://t.co/AC6BtjEcmT,01/10/2016 10:18,joy,positive
Came home early from the fashion festivities to watch the Netflix Amanda Knox doc. Cannot wait to see this! Anyone see it yet? Thoughts?,30/09/2016 21:46,joy,positive
🐆 https://t.co/jx48D5qcXq,30/09/2016 17:04,joy,neutral
Hair flip &amp; eye roll at the same damn time! https://t.co/3RgYR9Fn2v,30/09/2016 14:20,joy,positive
💎💎💎 https://t.co/9lcvCP2m7U,29/09/2016 20:24,joy,positive
Sister Slay https://t.co/Dy8FAt9qmQ,29/09/2016 20:12,joy,positive
"Just went LIVE with the new https://t.co/pZbRIr0IQx! Check out the new features, including a collection I curated. https://t.co/tWKAgumJLO",29/09/2016 19:10,joy,positive
On the way to Balmain https://t.co/veZI9vvLXp,29/09/2016 15:14,joy,positive
BTS shooting videos and voiceovers for my video game! https://t.co/uw7gRLmMOJ,29/09/2016 15:07,joy,positive
Parisian Vibes https://t.co/OgH3iJOWfg,28/09/2016 21:32,joy,positive
MY JET LAG SURVIVAL KIT https://t.co/8tI64Ikmpf,28/09/2016 16:36,neutral,neutral
My security @PascalDuvier is a G,28/09/2016 16:14,joy,positive
NYC ➡️ PARIS https://t.co/q6gNItIf1t,28/09/2016 01:35,neutral,neutral
Currently @Andy https://t.co/QVhNFEa4TH,28/09/2016 00:56,neutral,neutral
💙 https://t.co/8G3CotRbGd,27/09/2016 22:45,joy,positive
Love spending time with my @rockie91 Today was definitely much needed and warmed my heart! Love you!!! https://t.co/SAEpboGrUZ,27/09/2016 22:17,joy,positive
Anyone know a good spray tanner in Paris?!?!?!,27/09/2016 22:13,neutral,neutral
REGISTER TO VOTE! https://t.co/QpsSPOar3z,27/09/2016 21:48,joy,positive
Go to https://t.co/NEh8CLCwRD now to find out how you can help!! Xo,27/09/2016 14:57,joy,positive
"He is desperately searching for a bone marrow match to survive, and you could be that match!!",27/09/2016 14:56,sadness,neutral
He is 31 and a father of three who was recently diagnosed with an aggressive blood cancer called primary myelofibrosis.,27/09/2016 14:56,sadness,negative
"My best friend Allison’s 2 year old son is in school with a little boy called Joel, and his dad Adam needs our help! https://t.co/N7V1gfOJLm",27/09/2016 14:55,sadness,negative
Since Kanye rarely smiles his Kimoji laughing face case is only available today. Times almost up! https://t.co/f1QqN6kTGP,27/09/2016 01:24,neutral,neutral
LAST CHANCE FOR KANYE #KIMOJIMERCH PHONE CASES... TODAY ONLY!! https://t.co/ES8936BYUH https://t.co/SZk0S8MU1d,27/09/2016 00:50,joy,positive
KANYE #KIMOJIMERCH PHONE CASES… FOR TODAY ONLY!! https://t.co/ES8936BYUH https://t.co/kkMm6Mn6Ae,26/09/2016 15:00,joy,positive
Good for you? or Good for you https://t.co/zUlS5GmkIx,25/09/2016 21:51,neutral,neutral
I hope this documentary gets this cold case solved or even reopened. I pray JonBenét gets justice.,25/09/2016 16:15,joy,positive
Watching the The Case of JonBenét Ramsey. This documentary is fascinating!,25/09/2016 16:12,joy,positive
@ConsigliereLA happy birthday Xoxoxox,25/09/2016 03:56,joy,positive
Who from Dubai got a ticket to our Master Class??? And what look should @MakeupByMario &amp; I do?,25/09/2016 03:44,joy,positive
I've done so many makeup looks &amp; styles w @makeupbymario for the past ten years &amp; I can't wait to share it all at #TheMasterClass Dubai!,25/09/2016 03:42,joy,positive
#STRAIGHTUP I'M WITH HER https://t.co/OcQ2Upq7XK https://t.co/rz0QrDAk3Q,25/09/2016 02:25,joy,positive
They're almost gone! Get your #KIMOJI chokers and earrings!!! https://t.co/NaG5j2IE4b,24/09/2016 23:32,joy,positive
Or when bae hugs you and almost pulls your hair extensions out at a damn award show!!!! 🔪🔪🔪 https://t.co/kGArvm0CWU,24/09/2016 19:18,joy,neutral
Wonderland 📷 @petrafcollins styling @zaraeloise https://t.co/Z6wMDR349Q,23/09/2016 17:44,joy,positive
NEW #KIMOJI MERCH: CHOKERS + EARRINGS!!! https://t.co/ES8936BYUH https://t.co/62vCrzCsGp,23/09/2016 16:20,joy,positive
SHOP MY MIAMI LOOKS https://t.co/yW8jnoDf1c,23/09/2016 15:37,joy,positive
Wonderland Magazine is out now! 📷 @petrafcollins https://t.co/atgEMFMj16,22/09/2016 20:33,joy,positive
FRESH-FACED BEAUTY https://t.co/oQTJygePqs,22/09/2016 15:05,joy,positive
😂😂😂 I did my hair and make up myself! Rare and proud moment https://t.co/346wlMpLl2,21/09/2016 21:47,joy,positive
Had so much fun with you guys! Xoxo https://t.co/U1yQdXJeuG,21/09/2016 21:45,joy,positive
We need to bring Crossing Over Back!!!! Networks please call me! Let's make this happen! John u are the OG! Love yo… https://t.co/XhQr2Q7GkO,21/09/2016 21:43,joy,positive
RUNWAY TO REAL WAY: NYFW EDITION https://t.co/8ZIGJcUx6u,21/09/2016 15:05,joy,positive
Hey guys  @steph_shep and I are live streaming backstage at the Pablo tour!!  ask us anything,21/09/2016 01:48,joy,positive
Log onto my app! Going to live stream now with @MyleezaKardash,21/09/2016 01:26,joy,positive
"I'm in Houston, @MyleezaKardash is in Houston!! Who says we do a live stream backstage at the Saint Pablo tour??? Tweet her questions",20/09/2016 23:18,joy,positive
You guys have been asking for flats in the #KimKardashianGame and we listened! Tag me in your new looks! https://t.co/3HgPIaw1zA,20/09/2016 21:37,joy,positive
So happy you like it!!!! https://t.co/kiEwk4C6cJ,20/09/2016 16:46,joy,positive
HOW I DO MY MAKEUP ON THE ROAD https://t.co/6msk1hgy3s,20/09/2016 15:05,joy,positive
Major side eye 👀 https://t.co/djA2NQP6V8,20/09/2016 04:18,neutral,neutral
I'm going to Paris fashion week! Who is coming with me in the Kim Kardashian Hollywood game? Own your own fashion h… https://t.co/XIlwAj7BO5,19/09/2016 20:39,joy,positive
SHEER VIBES https://t.co/rWOjfCBt30 https://t.co/ZpgFxSzyBv,19/09/2016 16:37,joy,positive
Excited for Rob &amp; Chyna tonight! Tune into E!,18/09/2016 22:43,joy,positive
Tonight https://t.co/lX9wgrIUvb,18/09/2016 04:31,neutral,neutral
Bathroom selfie right before Pablo hits the stage https://t.co/N5wXpFUViK,17/09/2016 16:38,joy,positive
NEVER-BEFORE-SEEN PHOTOSHOOT FOR MY APP! https://t.co/NAL3IYPNpp,16/09/2016 16:58,joy,positive
Miami https://t.co/Qo3wg7kA6H,16/09/2016 13:59,joy,neutral
KIMOJI UPDATE! Update to iOS 10 &amp; get all 6 KIMOJI sticker packs in the iMessage App Store! https://t.co/Ww1X1koG9Z https://t.co/I0gQl8do5f,15/09/2016 21:15,joy,positive
In all seriousness I'm going 2 be totally selfless for this 1 last post. Thanks 4being my main bitch! Happy Birthday https://t.co/u9BWcfr3r9,15/09/2016 19:08,joy,positive
You're so professional @steph_shep So responsible &amp; thanks for never drinking on the job! https://t.co/njZ2wpAScN,15/09/2016 18:54,joy,positive
Seriously @steph_shep thanks for always having my back and eating all my left overs so they don't go to waste! https://t.co/KdJvcGX2QA,15/09/2016 18:50,joy,positive
Happy Birthday @steph_shep I love this pic of us! https://t.co/PjudShdfOu,15/09/2016 18:43,joy,positive
STYLE ROUNDUP: EVERYTHING I WORE IN NEW YORK https://t.co/707hAlkkjL,15/09/2016 15:59,joy,positive
Thank you @riccardotisci17 LOVE this @givenchyofficial couture gown for the Harper's Party! https://t.co/iVrQG3utAk,15/09/2016 04:49,joy,positive
Going live again,15/09/2016 03:51,neutral,neutral
Ok wait gonna live stream more,15/09/2016 02:44,neutral,neutral
Gonna live stream backstage at Kanye's concert! Log in,15/09/2016 02:18,joy,positive
❤️ https://t.co/xsCKJxrOf2,15/09/2016 02:08,joy,positive
OMG This is the coolest video ever!!!!thank you for doing this! I k ow it took a lot of time &amp; I LOVE it! https://t.co/QPMadu2xxV,15/09/2016 02:01,joy,positive
The icon herself @carineroitfeld and of course we're matching in @givenchyofficial DUH https://t.co/LUETzy85QY,14/09/2016 22:54,joy,positive
Bazaar Icons- Kanye x Tommy x Carine x Kim https://t.co/BrZJCUvkDG,14/09/2016 22:54,joy,positive
@I_yler Happy Birthday!!!! Much love and happiness to you!!! 🎂🎂🎂🎂🎂,14/09/2016 22:41,joy,positive
@itsKELSEYtho happy birthday beautiful doll!!! 🎂🎂🎂,14/09/2016 18:48,joy,positive
FROM KYLIE: MY PERFECT BRONZE BEAUTY https://t.co/iNaFsM3pGr,14/09/2016 15:05,joy,positive
#KIMOJIMERCH GIFT CARDS NOW AVAIL!!! GET THEM HERE https://t.co/zm6JH1k7Ee https://t.co/JUY9YaNLZN,14/09/2016 14:59,joy,positive
I def will live stream today for the 1 year anniversary of my app!,14/09/2016 13:38,joy,positive
Have you guys used the new presidential Kimojis? They are free! Just update! https://t.co/CQ39T4IXp4,14/09/2016 03:25,joy,positive
Happy Birthday to one of the most genuine funniest guys I know! I love you @olivier_rousteing https://t.co/0s2ZVGrbTJ,14/09/2016 03:14,joy,positive
CANCER SUCKS: CHLOË TAKES A STAND https://t.co/V7YlZR3vov https://t.co/azPPMpG87W,13/09/2016 21:08,sadness,negative
NEW PRESIDENTIAL KIMOJI ARE HERE! #KIMOJI https://t.co/o1vyRqp5qS https://t.co/FEVQFpw7YL,13/09/2016 16:11,joy,positive
COMING SOON! @wonderlandmag https://t.co/E9sgSb7EZl,12/09/2016 17:28,joy,positive
Happy National Video Game Day! #KimKardashianHollywood https://t.co/EVFGBDOcNh,12/09/2016 17:07,joy,positive
QUIZ: WHICH ERA KIM KARDASHIAN WEST ARE YOU? https://t.co/5yTA9JDaEy,12/09/2016 15:25,joy,positive
It's a Kimoji! LOL https://t.co/g5T4r4wVOr,12/09/2016 01:45,joy,positive
a girl!!!!!!!!!! how cute is she going to be!!!!!!!,12/09/2016 01:24,joy,positive
Congrats @robkardashian &amp; @BLACCHYNA on your baby girl!!!!!! 💗 https://t.co/HdTw2zsvFB,12/09/2016 01:17,joy,positive
I love seeing @robkardashian &amp; @ScottDisick together!,12/09/2016 01:10,joy,positive
hahahha mamma's boy @robkardashian #RobAndChyna,12/09/2016 01:08,joy,positive
Watching #RobAndChyna !!!! Tune into E! now!,12/09/2016 01:03,joy,positive
Rob &amp; Chyna are revealing the if its a boy or a girl tonight! What do you guys think they are having???,11/09/2016 21:53,joy,positive
Me too! I love watching with everyone! https://t.co/kwwnxz18Qz,11/09/2016 20:39,joy,positive
YEEZY SEASON 4 LOOKBOOK https://t.co/F1nVZkWqi1,11/09/2016 20:21,joy,positive
I'm so excited to watch Rob &amp; Chyna tonight!!! I'm gonna live tweet!!!! Watch with me!,11/09/2016 20:00,joy,positive
@skpasto ❤️❤️❤️💋,11/09/2016 14:11,joy,positive
"@emseffect And maybe spend less time hating others and loving yourself. Life is good. Be happy &amp; blessed, in all sincerity.",11/09/2016 12:11,joy,positive
Bc she has a passion 4 fashion &amp;we've given her the tools 2 explore that? Spending time w dad @work isn't bad either https://t.co/qZ3iSTMQbp,11/09/2016 12:08,joy,positive
Life is so precious &amp; I pray for everyone who was affected by this awful tragedy. #NeverForget911🇺🇸🗽 https://t.co/7n8KKhWeKc,11/09/2016 11:57,sadness,neutral
We make all of her clothes so she picks the fabrics at fabric stores! https://t.co/aruJPtGczA,10/09/2016 23:05,joy,positive
😍😍😍 https://t.co/iDxAWPPAE7,10/09/2016 22:55,joy,positive
❤️❤️❤️ https://t.co/Myn4LQik8Z,10/09/2016 22:55,joy,positive
Love this look! Clear thigh high boots 😍👅🔥 YEEZY SEASON 4 https://t.co/U0HJKqDslK,10/09/2016 21:50,joy,positive
YZY SZN 4 - ROOSEVELT ISLAND https://t.co/QAUGH4B4Ny,10/09/2016 21:47,joy,positive
EXCLUSIVE PICS: MY FORBES COVER SHOOT https://t.co/81qjYiZwpF,10/09/2016 15:03,joy,positive
Experience Fashion Week with me in the #KimKardashianGame! https://t.co/33Qy1LTJgy,09/09/2016 20:19,joy,positive
KKW GAME X FASHION WEEK https://t.co/DcVJVwwdvB,09/09/2016 18:04,joy,positive
EXCLUSIVE PICS: THE VOGUE 100 GALA https://t.co/lqZd5Ehy4i,09/09/2016 15:04,joy,positive
@laurabl32 awww this made my night!,09/09/2016 03:22,joy,positive
INNER CIRCLE: TRACY NGUYEN ROMULUS https://t.co/ASeaHqoyoM https://t.co/iw8SI5AQly,08/09/2016 17:06,joy,positive
STYLE ROUNDUP: EVERYTHING I WORE IN AUGUST https://t.co/H228f69OYh,08/09/2016 15:05,joy,positive
Yeezy Season 4 https://t.co/J01kpk7bzZ,07/09/2016 22:29,joy,positive
THE SAINT PABLO CONTEST: MIAMI https://t.co/GBWWdwFDeL,07/09/2016 18:15,joy,positive
😍💋😘 https://t.co/vPQgZeXSUR,07/09/2016 17:54,joy,positive
Silver Surfer https://t.co/kNCNLAgFW4,07/09/2016 17:41,joy,positive
MY FAVE ALL-YEEZY OUTFITS https://t.co/2OWGrdCzNa,07/09/2016 15:03,joy,positive
💥📸💥 https://t.co/a4d0KNfv9L,06/09/2016 21:26,joy,positive
Me &amp; my mini me! #vetements #yeezyseason4clearmules https://t.co/GY4QvP4lwB,06/09/2016 21:19,joy,positive
😘😘😘😍😍😍 https://t.co/nsd6HNwWOq,06/09/2016 21:05,joy,positive
HOW TO WEAR WHITE AFTER LABOR DAY https://t.co/AJhAzk3xuo,06/09/2016 18:23,joy,positive
CURRENTLY: 9.6.16 https://t.co/D2DWfT0zMY,06/09/2016 15:03,joy,positive
So ready for Saint Pablo tonight at MSG https://t.co/MR2HqIcTKn,05/09/2016 22:28,joy,positive
Wired 📷 Mert &amp; Marcus https://t.co/BtHJDJ6N2S,05/09/2016 14:43,joy,positive
We will restock the savage &amp; turbo thot bike shorts &amp; body suits soon! Xoxoxoxo #KimojiMerch,05/09/2016 14:29,joy,positive
All the new Kimoji merch sold out!!! Thanks you guys!!! Can't wait to see you in it!,05/09/2016 14:28,joy,positive
#LostFiles #FamousExhibition 👭 https://t.co/v5Dl965OSP,05/09/2016 14:23,joy,positive
Love finding pics like this in my phone! Shout out to Steph for taking it 💤 https://t.co/HCFjVIH12H,05/09/2016 11:50,joy,positive
❤️❤️❤️ https://t.co/iitBHdzbzf,04/09/2016 19:11,joy,positive
I so want to post my Beauty Bloggers show presentation for you guys! I'm so extra hype about this! Gonna ask Lifetime if I can.,04/09/2016 03:55,joy,positive
My sweet baby girl 🌸🌼🌸 https://t.co/TSweNvAJfi,04/09/2016 02:56,joy,positive
Diet peach Snapple is my everything! Go figure I would love the peach 🍑 https://t.co/rSTgOAybZJ,03/09/2016 19:26,joy,positive
I love the important work @BraveBeginnings is doing… https://t.co/OJHCxziQMd,03/09/2016 15:03,joy,positive
Win tickets to the Saint Pablo tour stop in Atlanta!!! https://t.co/GBWWdwFDeL,02/09/2016 19:30,joy,positive
Back by popular demand! KIMOJI restock https://t.co/ES8936TAjh https://t.co/8ghOX5obYx,02/09/2016 16:06,joy,positive
Exclusive pics of the Vivienne Westwood gown I wore to the opera! https://t.co/li3q4uPg1m,02/09/2016 15:03,joy,positive
I ❤️ my family https://t.co/Cu2SOWRdvM,02/09/2016 00:04,joy,positive
"LABOR DAY BBQ VIBES
https://t.co/8oK7aDIG9w",01/09/2016 20:54,joy,positive
"MY GUIDE TO THE PERFECT SELFIE
https://t.co/w9aRRiTGHV",01/09/2016 15:02,joy,positive
Kourtney looks amazing!! @cosmopolitan @kourtneykardash https://t.co/U7MTd4m04s,31/08/2016 19:58,joy,positive
Wait did you guys really see his ass!???!?!!!!  https://t.co/ouRRDhThBB,31/08/2016 19:47,joy,positive
He does 👅👅👅 https://t.co/KJat8bhp6x,31/08/2016 19:46,joy,positive
Hahhaha thanks! I will do more like this! https://t.co/a8DBGWUbaz,31/08/2016 19:46,joy,positive
"GRAM GLAM: SUN-KISSED SMOKEY EYE 
https://t.co/JA0Pp3N7iS",31/08/2016 19:18,joy,positive
Should I live stream doing my make up today? Log in now,31/08/2016 17:29,neutral,neutral
New back-to-school KIMOJI are here… And they’re FREE!!! Get the latest update! #KIMOJI https://t.co/ZDkcZCDDx2,31/08/2016 16:37,joy,positive
"#STRAIGHTUP: LIVING WITH PSORIASIS
https://t.co/MvZaf7FwRR",31/08/2016 15:03,sadness,neutral
She designed her own dress today in her dad's office &amp; is picking out fabrics tomorrow! She loves fashion!!! https://t.co/wjJ227CqFy,31/08/2016 03:45,joy,positive
"GUESS THE 5 FOODS I ALWAYS HAVE IN MY FRIDGE!
https://t.co/i3iutvGU8v",30/08/2016 19:32,joy,positive
Just checked into our NYC penthouse. Thanks @airbnb for the gift of our home away from home. https://t.co/81Ai9kDGlI,30/08/2016 16:21,joy,positive
"YOU REALLY SHOULD… STEAL NORTH’S STYLE 
https://t.co/D7h5OC6omQ",30/08/2016 15:03,joy,positive
. https://t.co/PcMvxolfYN,30/08/2016 02:40,neutral,neutral
Date night https://t.co/Kw6fofa5bX,30/08/2016 00:47,joy,positive
So happy I got to introduce my friend @britneyspears last night! I'm obsessed with #Glory. Go get the album! Let's #MakeBritneyNumberOne,30/08/2016 00:39,joy,positive
Wet beachy glam last night #vmas https://t.co/AkiEcmukez,29/08/2016 23:25,joy,positive
Vintage Galliano &amp; Kanye West x Jacob the Jeweler's new collection for the VMA's https://t.co/oW9Hv5dWYK,29/08/2016 22:49,joy,positive
Let's just go to the gym together! LOL I love you!!!! #YourMyMotivation -#BodyGoals  https://t.co/4oyKvdw1iv,29/08/2016 22:10,joy,positive
"CAN YOU GUESS WHY I WAS CRYING?
https://t.co/oZTAJy8C3t",29/08/2016 18:05,sadness,neutral
I'm so happy we met!!! Can't wait to see you soon!  https://t.co/rRHEWgUyjl,29/08/2016 16:11,joy,positive
You guys!!! @TEYANATAYLOR has the best body ever!!! Like no joke and just had a baby!!!! 💦💦💦💦💦💦🔥🔥🔥🔥🔥🔥🔥👅👅👅👅👅👅🚨🚨🚨🚨🚨🚨🚨,29/08/2016 15:34,joy,positive
Ok just woke up &amp; watched the Fade video again for my Monday morning gym motivation. Thank you @TEYANATAYLOR 🔥💦👅🚨,29/08/2016 15:30,joy,positive
"MUSIC MONDAY: MY FAVE KANYE SONGS
https://t.co/A4e6wS4amh",29/08/2016 15:03,joy,positive
What color hair should I do for the #VMAs ????,28/08/2016 16:27,neutral,neutral
"OK I will take a poll, what should I wear tonight?",28/08/2016 16:25,neutral,neutral
"I am obsessed with my husband, but its not him #VMAs",28/08/2016 16:21,joy,positive
"And I see you guys guessing on who I am presenting....A little hint, it's someone i am obsessed with!!!! LIKE OBSESSED!!!!! #VMAs",28/08/2016 16:16,joy,positive
I can't decide on my VMA look! Casual chill vibes or dressy sexy? And blonde hair or dark?,28/08/2016 15:48,neutral,neutral
Famous Exhibit at Blum &amp; Poe Art Gallery https://t.co/o1ZuqSCrOj,28/08/2016 04:55,joy,positive
I think Uber reached out to Kendall and fixed the issue! https://t.co/h4W0KJUCGJ,27/08/2016 21:51,joy,positive
@tiffsaprincessx happy birthday beautiful!!!!,27/08/2016 21:40,joy,positive
"6 DAYS, 6 WAYS: OUR YEEZY BOOST 350 SNEAKERS
https://t.co/XroMC1yQSh",27/08/2016 18:26,joy,positive
"Ugh I have to drive @KendallJenner around tonight bc she's banned from Uber! Why @Uber?!?! She's a ""model"" passenger!!!!!",27/08/2016 05:49,anger,negative
Heading to a secret art gallery location to view Kanye's Famous Exhibition!!!!,27/08/2016 02:35,joy,positive
Bikini tennis anyone? 🎾 https://t.co/PSZKIqG1lV,27/08/2016 02:13,joy,positive
#FOLLOWFRIDAY: SUMMERTIME BABES https://t.co/ileMkZG8zq,26/08/2016 18:41,joy,positive
"OUR CASA ARAMARA VACATION
https://t.co/oeJ31uOqWe",26/08/2016 15:03,joy,positive
I'm watching these beauty blogger audition tapes for my new show!!!! So many amazing people to choose from. This is going to be so much fun!,26/08/2016 00:50,joy,positive
"CVS CHIC: HRUSH'S DRUGSTORE PICKS
https://t.co/jmkg7XfMZf",25/08/2016 18:22,joy,positive
"#TBT: MY 2009 VMAS AFTER-PARTY PICS
https://t.co/0advx6KDD0",25/08/2016 15:03,neutral,neutral
@YeezysK awww happy birthday!!!!,24/08/2016 21:30,joy,positive
Omg I love this header! I want to make mine this too! https://t.co/wRDMLlecTI,24/08/2016 18:48,joy,positive
Lost files from Mexico https://t.co/qW3lHr1sRt,24/08/2016 17:09,joy,positive
"BTS AT KANYE’S ‘FAMOUS’ VIDEO SCREENING
https://t.co/u00nQRxLR9",24/08/2016 15:05,neutral,neutral
"ONE DAY ONLY: WIN PABLO MERCH!!!
https://t.co/rkfQyjJgDR",24/08/2016 15:03,joy,positive
"TUTORIAL: SMOLDERING CAT EYE
https://t.co/hYdTjNowCB",23/08/2016 18:22,joy,positive
Sign up now!! https://t.co/xZbfoxo3Vh https://t.co/QUHdMbM0HD,23/08/2016 15:23,joy,positive
MY AUGUST TWEETS—IN 2009! https://t.co/a5FMjeu71c,23/08/2016 15:03,joy,positive
I'm up so early. Do I workout or try to go back to sleep?,23/08/2016 12:19,joy,positive
https://t.co/xZbfoxo3Vh for tickets Oct 14! Our 1st sponsor is KYLIE COSMETICS! So everyone will get a free lip kit! https://t.co/jOkb3I4YuV,23/08/2016 12:18,neutral,neutral
GLOW https://t.co/oUmpK24YbU,23/08/2016 04:00,joy,positive
Excited to be partnering with @sugarbearhair to share their amazing hair vitamins with you! So delish!  #ad https://t.co/6ALBSzpZub,22/08/2016 19:35,joy,positive
Selfish in Mexico https://t.co/a6HlmTd6yI,22/08/2016 18:03,joy,positive
MUSIC MONDAY: MY MEXICO MIX https://t.co/6bPKvgVEee,22/08/2016 17:17,neutral,neutral
