tweet,date_time
I can't imagine what Carrie Fisher and Debbie Reynolds' family are going through this week. I send all of my love.,29/12/2016 02:04
This is a deleted scene from Narcos. https://t.co/hps9uOAf7a,28/12/2016 19:19
"Happy birthday, @JohnLegend. I hope it’s John Legendary.",28/12/2016 16:57
".@CarriefFisher was a brilliant writer, actor, and friend. She was so much fun. I can't believe she's gone. https://t.co/wpxGvBWA0b",27/12/2016 18:30
"Here are some last-minute New Year’s resolution ideas, if you’re into that sort of thing. https://t.co/cLz36Ekidc",27/12/2016 17:24
"Of course, the ornaments are shatterproof. Just kitten. https://t.co/lFXPf8YM54",26/12/2016 21:32
Somebody watching my show is gonna win every single gift from 12 Days. You’re gonna need a bigger sleigh. https://t.co/ftuECC9hiL,26/12/2016 17:34
"Happy birthday, @JaredLeto! Boy, I bet you get a lot of re-gifts. Well, not from me. That’s why I got you this fruitcake.",26/12/2016 16:59
I just heard about my friend   @GeorgeMichael's death. He was such a brilliant talent. I'm so sad.,25/12/2016 23:35
Merry Christmas from my family to yours. https://t.co/RUvPYRqjWy,25/12/2016 19:05
"No matter what you celebrate, I’m wishing you all love and light and joy today, and every day.",25/12/2016 17:23
"Merry Christmas Eve! Or as they say in England, Happy Christmas! There’s a woman named “Mary Christmas” who sued them. True story.",24/12/2016 19:17
"Please send love and positive thoughts to my friend, @carrieffisher",24/12/2016 01:16
"C’mon, dammit. https://t.co/VjN2MXzlFU",23/12/2016 17:46
Happy holidays #TBT @Oprah https://t.co/rRuVZBE2gH,22/12/2016 21:16
"To be fair, he can’t read yet. https://t.co/Dg8VEJgz1A",22/12/2016 19:55
"Happy birthday, @Meghan_Trainor! I’ve been calling you all day and can’t get through. Are you sure your number is NO?",22/12/2016 18:11
"Violet found a great new toy. Side note, she’s now also serving as my veterinarian. https://t.co/A8Rpr7cMnK",22/12/2016 16:48
All she wants for Christmas is an Uber out of the mall. https://t.co/YlOl6cRnTT,21/12/2016 18:19
Are you gonna go see us in #PassengersMovie today? https://t.co/9ZzbO13F0p,21/12/2016 17:04
"Tree lighting is a tough industry, but he’s gonna crack into it. https://t.co/EMcDT4hJQz",20/12/2016 20:07
Someone watching my show in the next 2 weeks is gonna win all of 12 Days. It’s Dasher’s Last Chance Dance! https://t.co/3uuZDYf5EZ,20/12/2016 18:11
Happy birthday to my friend&amp; EP @MaryConnelly. You’re the wind beneath my wings. Wow thats beautiful. Someone should write a song about that,20/12/2016 17:05
".@KingJames has Executive Produced a game show, and it looks amazing. I can’t wait to watch ""The Wall"" tonight.",20/12/2016 01:47
Ho Ho who did this to me? https://t.co/KtzZBnWHfz,19/12/2016 20:02
"Happy birthday, Jake Gyllenhaal. I’m a big fan of your body of work. https://t.co/6b9Sac1633",19/12/2016 18:05
"Happy birthday, @Sia, from me and @HeidiKlum. https://t.co/w6QIc9X0Bb",18/12/2016 17:01
2016 was one crazy ride. https://t.co/8Lp5RStFpu,17/12/2016 20:53
"Happy birthday, @MsSarahPaulson! Whatever you do to celebrate, I hope you do it in a Marcia Clark wig.",17/12/2016 19:27
That would only happen to the Gibbler. https://t.co/JBWSNEzx96,17/12/2016 18:32
Here’s a baby Santa for every day left before Christmas! https://t.co/cH92rGrqqv,17/12/2016 00:11
Ugly holiday sweaters never looked so delicious. Happy Ugly Christmas Sweater Day! https://t.co/ZtdTFnktUJ https://t.co/aPWButZRLl,16/12/2016 23:32
11-year-old Australian surfing star Sabre is one of my favorite people that I've met &amp; she’s about to be yours. https://t.co/454PTFdyAV,16/12/2016 22:52
Me. @AndyLassner. Porsches. Enjoy. https://t.co/km0x35y4T6,16/12/2016 22:06
Jim Parsons told me 3 things he would bang in this round of 5 Second Rule. https://t.co/JxWoR1SRUb https://t.co/afif4lgAgC,16/12/2016 20:34
This military couple deserved something special. I’m so glad The Cousins were there to pull off this surprise. https://t.co/lwmzWOdCga,16/12/2016 18:57
I took your favorite classic holiday movies and added dancing. You're welcome. https://t.co/53FwdBdj4K,16/12/2016 17:48
Tonight is my office holiday party! Tomorrow is my awkward office board meeting.,16/12/2016 00:33
This was totally worth the two-hour wait at the mall. https://t.co/azdzXx1fkV,15/12/2016 22:23
Christmas tree buying will never be the same. https://t.co/g9bNBJdoHn,15/12/2016 21:47
Violet tried out a lipgloss maker. I wondered why her lips looked particularly beautiful today. #LaughDancePartner… https://t.co/Tedi9CPWSY,15/12/2016 20:56
".@AliciaKeys gave me the scoop on whether she's returning to ""The Voice""! https://t.co/BrERoCT557",15/12/2016 20:13
This may be the most ridiculous 12 Days we’ve ever done. Enter to win here. https://t.co/6Q2cQX4STM https://t.co/6B1G3kiZuV,15/12/2016 19:19
Getting to surprise this mother and daughter has been a holiday highlight for me. https://t.co/plO2OwfFrJ https://t.co/MJhkcFC7OZ,15/12/2016 18:29
Just Keep Searching. https://t.co/MOcszku3vj,15/12/2016 00:58
"Goodness gracious, great balls of Christmas. https://t.co/POTS7OY8ik",14/12/2016 23:17
"Voting ends tomorrow for the People’s Choice Awards! Vote for your favorite Daytime Host, whoever that may be. #PCAs https://t.co/Bgc1QYXKMR",14/12/2016 22:23
"I knew ""50 Shades Darker"" would be sexy. I had no idea it would be this sexy. https://t.co/KhsMJ33hsv",14/12/2016 20:58
"Watching the news from #Aleppo, I feel so powerless. If you feel the same, you can support Doctors w/o Borders. @MSF https://t.co/IU6p8utAPd",14/12/2016 20:05
"I called to congratulate Nicole Kidman on her Golden Globe nomination because we’re close. Apparently, we were clos… https://t.co/dBUT18tfCm",14/12/2016 19:44
"Apparently, one of the McConaughey kids is on the naughty list. https://t.co/klvHW3qJ7V https://t.co/4hGshOSeUU",14/12/2016 18:34
What’s in the Box? A FOURTH Bonus Day of Giveaways! What’s in the link? Your chance to win! https://t.co/MRXwFdY6ZK https://t.co/LS46EXBvOV,14/12/2016 17:46
America loved Alan Thicke. I'm so sad he's gone. Sending so much love to his family.,14/12/2016 02:18
"The weather outside is frightful, but this baby is so delightful. https://t.co/3sQcNXA7Xo",14/12/2016 01:40
.@RWitherspoon It doesn't feel like the holidays without wreath witherthpoon.,14/12/2016 01:16
My friend @JamesConner_ won the Disney Sports Spirit Award. I can’t think of a better choice. https://t.co/Onb7nny2Rc,13/12/2016 23:56
"We've had a lot of fun together, you and I. Happy birthday, @TaylorSwift13. https://t.co/Go4XLIpIIx",13/12/2016 22:46
"The only place they performed it is on my show, and the only place you'll see it is right here. #ILoveGreenDay https://t.co/B87Wiguhbf",13/12/2016 22:16
".@DollyParton is helping the people of Tennessee, and you can help her do it. https://t.co/3q21iC7U8H",13/12/2016 21:45
I made Joshua Jackson a holiday privacy sock. Consider his stocking stuffed. @VancityJax https://t.co/swYuATrrdQ https://t.co/0OcQICFHgP,13/12/2016 21:06
How sweet are these Best Buy employees for helping this young man?! I just love it. https://t.co/fU959mEoEm,13/12/2016 20:10
I've waited 14 years for this. @GreenDay is here. #AmericanIdiot https://t.co/hwntIIdqRz,13/12/2016 19:26
I love when @RWitherspoon is here. And not just because she always brings me a gift. https://t.co/O3QmdqkXdO,13/12/2016 18:43
There's no possible way there was a third Bonus Day of my 12 Days of Giveaways. https://t.co/4nKPONMG6N https://t.co/5c3EHZXeIV,13/12/2016 17:29
Love bugs. https://t.co/4OxpdrZqKo,13/12/2016 01:15
.@MatthewPerry told me an unbelievable story. My apologies to M. Night Shyamalan. https://t.co/cUlvbAuTlI https://t.co/jmjSUQLCck,12/12/2016 21:18
These teachers do everything they can for their students. And then Walmart stepped up. #LaughDancePartner… https://t.co/wHFTgR4PaR,12/12/2016 20:33
.@AmySchumer’s reaction to the body shamers. https://t.co/hoZUhtNNUz,12/12/2016 19:21
"My audience was in for a big surprise – another Bonus Day of 12 Days, and you can win, too! https://t.co/6Hhp07jMkv https://t.co/N3dtVP9ivz",12/12/2016 18:31
.@AmySchumer told me the most romantic story about Paris. https://t.co/PjvmGDYN2x,12/12/2016 17:41
OMG @AmySchumer is hilarious. Wait till you hear this story tomorrow. https://t.co/PeiLK54gsN,12/12/2016 00:43
.@OliviaMunn I didn't see the alien twist coming.,10/12/2016 02:30
Oh the memories of sitting on Santa’s lap. https://t.co/INzlCmv1T3,09/12/2016 23:40
"I asked @Macklemore to perform his brilliant new song on my show. He said he needed more time. Long story short, he… https://t.co/mckmWFxoZP",09/12/2016 22:22
"I never knew I wanted an #emoji holiday cookie of my face, but I'm so glad I have one. https://t.co/SPRyNytTo6",09/12/2016 21:28
I just love these three so much. https://t.co/PWKtv5SUcs https://t.co/lpnrmuJGq8,09/12/2016 20:30
My BFF @OliviaMunn was back with more photos of her adorable puppy and her equally adorable boyfriend… https://t.co/SqkTvheKg7,09/12/2016 19:37
"I caught up with @RyanGosling, if you wanna take a gander... https://t.co/ZNLq4yukQL",09/12/2016 18:59
Look how lucky my audience got today. It's a Bonus Day of 12 Days! You can enter to win here.… https://t.co/2oUIopVnk8,09/12/2016 18:24
#TBT to last summer when we filmed #Baywatch. https://t.co/xpAwcG38J5,08/12/2016 23:12
"Will Smith is here today! He’s starring in the new movie #CollateralBeauty, and it sounds collaterally beautiful. https://t.co/xJfal9k6gg",08/12/2016 22:33
Violet tried out the new Paw Patrol toy. She thought it was très bien. https://t.co/K6foep3gxZ,08/12/2016 22:00
Will Smith was here to tell me about the “lion” living in his backyard. https://t.co/ihSNEfFwRi,08/12/2016 21:16
"I love this sign. If you see something like this, send it to me. #4Ellen https://t.co/0DORWU0TYO",08/12/2016 20:19
I think Will Smith set a selfie record. https://t.co/Iv0vdyMjbb https://t.co/OI5o6Ibniu,08/12/2016 19:33
It’s Day 12 of 12 Days. It seems like we’re nearing the end. This could be your last chance to win. https://t.co/eHpzsH5nV1,08/12/2016 18:57
"Is everyone entirely, 100% sure it’s not Friday?",08/12/2016 18:27
"Congratulations on your new baby, Linda! Also, it’s Day 12 of the 12 Days of Giveaways! https://t.co/S7XLFth1tD https://t.co/vhPtl2QvQb",08/12/2016 17:54
There’s always one lightbulb that doesn’t work. https://t.co/ZLGY64CjRO,08/12/2016 00:15
Thanks everybody for making @HeadsUp the Top Paid App for the 3rd year in a row! You're as smart as you are attract… https://t.co/6toe42faWE,07/12/2016 23:17
I bet Natalie Portman she’s having a girl. I can’t wait to collect my prize. https://t.co/NmkhgUjPPX,07/12/2016 22:20
"I never realized doing a talk show would lead me to meet people like Brian &amp; Jackson, but I'm so grateful. Thanks… https://t.co/32kXjVCf7R",07/12/2016 21:27
".@MirandaLambert was here to perform “Vice,” right after she was nominated for a #Grammy. Enjoy. https://t.co/LkByGEGb2Q",07/12/2016 20:20
I’ve had a lot of fun on my show with the stars of Netflix. #LaughDancePartner https://t.co/BQbf3Xfrvt,07/12/2016 19:18
You found it! Here’s your chance to win all of today’s gifts. And they’re good ones. https://t.co/Wowb44Oolp,07/12/2016 18:34
This audience dancer may have shaken her groove thing a little too hard. Happy Day 11 of 12 Days!… https://t.co/34vFH2aWOM,07/12/2016 17:42
Me too but I didn't want to do more than you. https://t.co/HKuLZkNubQ,07/12/2016 02:40
Ornaments are so lifelike nowadays. https://t.co/JiHNSmYAxB,07/12/2016 01:14
"Congratulations on your Grammy nomination, @JTimberlake! It's just electric.",07/12/2016 00:18
Congrats to my friends who got a #Grammy nom! I love you all equally. Unless one of you gives me a Grammy. Then you’re my favorite.,06/12/2016 23:03
Obvs https://t.co/BrOO2EiR9l,06/12/2016 22:35
Make It Rain might be my new favorite game. ☔ https://t.co/Gs1LFHtgsO https://t.co/cGXv1fSQGB,06/12/2016 22:09
"Congratulations, @JimmyKimmel, on hosting the Oscars and having another baby. I can’t wait to watch. The Oscars.",06/12/2016 21:36
2016 was the year we just kept swimming. #ThisHappened https://t.co/vGfK8D3y9V,06/12/2016 21:00
"Happy birthday, DJ @TONYOK. I’m dancing for you today.",06/12/2016 20:30
How many push-ups do you think @MiloVentimiglia can do with me on his back? https://t.co/9nnncCqT7j https://t.co/YyN6WjHhoq,06/12/2016 19:49
I asked @AndyLassner to dance with the @Rockettes. #AverageAndy https://t.co/RLmW7FnDkh,06/12/2016 19:13
Congratulations to yesterday's winners! There are still 3 more days for you to win! https://t.co/IuQYU5a3Ki https://t.co/MuQsPelWjg,06/12/2016 18:32
This is one of the most adorable dancers I've ever seen. Happy Day 10 of 12 Days! https://t.co/UJWtMRtCXd https://t.co/atcqhvNhhX,06/12/2016 17:45
You're right. I might be tangling it more. https://t.co/aZQeXt5BWE,05/12/2016 23:25
.@TylerOakley and @ZooeyDeschanel made the best holiday sweaters. https://t.co/SstB54aR9G https://t.co/oPGvbhhYaW,05/12/2016 21:34
You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq,05/12/2016 20:05
"D.J., Stephanie and Kimmy of Fuller House played a holiday version of my emoji game. @CandaceCBure @JodieSweetin… https://t.co/tbxBDf7yrD",05/12/2016 19:09
.@JustinBieber is in the building. https://t.co/PpYEbKJP6p https://t.co/SMrPVNJRlI,05/12/2016 18:24
Happy Day 9 of my 12 Days of Giveaways! You can win today's gifts right here. https://t.co/RPJCOpotxY https://t.co/Myg4iR4aUp,05/12/2016 17:32
"There is not a more caring, giving, Super Bowl winning team in all of sports. I ❤️ Nola https://t.co/uadwjzBoD4",04/12/2016 00:11
This just made my weekend. https://t.co/9Dz4Xbk4s8,03/12/2016 21:50
Whaddya mean it's not snow? https://t.co/Czol6nSYfc,02/12/2016 23:48
I played a new game with @BlakeShelton called Wet Head. https://t.co/KbTSjzYxmb https://t.co/5f9JPhWIor,02/12/2016 23:13
".@DiegoLuna_ told me about ""Rogue One: A Star Wars Story."" The Force has never been lovelier. https://t.co/UtXqlAAA4b",02/12/2016 22:00
They thought they were playing a game with gifts. They had no idea the biggest gift was waiting backstage... from N… https://t.co/x5twc6kaOQ,02/12/2016 21:09
