tweet,date_time,real_distilbert_sentiment,real_sentiment
"Tonight's show: Charades with @chelseahandler, @johnlegend stops by to talk &amp; perform and it's #ThankYouNoteFriday! #FallonTonight",02/12/2016 14:02,joy,positive
Emma Stone and I play the Singing Whisper Challenge https://t.co/r41t9httHQ #FallonTonight,02/12/2016 13:07,joy,positive
My first headshot. 1992. #TBT https://t.co/NIN0xSB0kr,01/12/2016 19:41,neutral,neutral
"Fun show tonight: Emma Stone, @JDMorgan, music from @KaceyMusgraves, and your funniest #OfficePartyFail tweets! #FallonTonight",01/12/2016 14:02,joy,positive
Two guys used fire extinguishers and pretended to be Ghostbusters. #OfficePartyFail,30/11/2016 19:50,neutral,neutral
Hashtag game! Tweet out something funny or embarrassing that happened at an office party &amp; tag with #OfficePartyFail. Could be on our show!,30/11/2016 19:49,joy,positive
"Tonight: Felicity Jones, Billy Crudup, music from @carseatheadrest, and new Audience Suggestion Box! #FallonTonight",30/11/2016 13:51,joy,positive
"Playing Password with Natalie Portman, J.J. Abrams, and @NeilDiamond! https://t.co/bbnHLKfUGv #FallonTonight",30/11/2016 13:02,joy,positive
"Hey guys, at 5pm we're live-streaming tonight's monologue on Facebook!",29/11/2016 21:51,joy,positive
"Fresh new shows all week long!!!! Tonight: Natalie Portman, J.J. Abrams and @NeilDiamond! #FallonTonight",29/11/2016 17:48,joy,positive
Gooooo Big Bird!!! #YellowFeather https://t.co/k8RFJb2ntm,29/11/2016 17:13,joy,positive
"Tonight: Playing Password with Natalie Portman, J.J. Abrams stops by, and @NeilDiamond performs! #FallonTonight",29/11/2016 14:02,joy,positive
"Tonight on the show: @FINALLEVEL, @alexisbledel, and music from @DavidGray! #FallonTonight",28/11/2016 14:02,joy,positive
Make your party plans now!! I'm hosting the Globes Jan. 8th. https://t.co/xbTm0vGS3Z,24/11/2016 17:42,joy,positive
Happy Thanksgiving!! Watching the parade with the NBC All Stars @SavannahGuthrie @MLauer and @alroker.,24/11/2016 15:29,joy,positive
"Happy Thanksgiving!! Brand new show for you tonight: @KevinJames, @TimGunn, music from @theweeknd, and Thank You Notes! #FallonTonight",24/11/2016 13:46,joy,positive
"Tonight on the show: Leslie Mann, Jonathan Groff, music from @machinegunkelly &amp; @camilacabello97, plus new #Fallonventions! #FallonTonight",23/11/2016 14:07,joy,positive
So much fun. Talking about @GilmoreGirls with my #GilmoreGirlsTop3 @ScottGPatterson @seangunn @liza_weil last night! https://t.co/cRdiL2QZ1a,23/11/2016 13:06,joy,positive
"It happened. My #GilmoreGirlsTop3 are on the show tonight!!
3. Luke  @ScottGPatterson 
2. Kirk  @seangunn 
1. Paris @liza_weil",23/11/2016 00:08,joy,positive
"Fun show tonight! @SJP, @GilmoreGirls' @scottGPatterson @liza_weil &amp; @seangunn, plus Frank Pellegrino Jr! #FallonTonight",22/11/2016 14:11,joy,positive
"Jason Sudeikis, @KChenoweth, @JoeJonas and I try a new game called Tandem Sculptionary https://t.co/Gxr5FjP0go #FallonTonight",22/11/2016 13:07,joy,positive
"Tonight: Tandem Sculptionary with Jason Sudeikis, @KChenoweth stops by and music from @DNCE! #FallonTonight",21/11/2016 13:53,joy,positive
"Tonight on the show: @megynkelly, @hardwick, a performance from @emelisande and it's #ThankYouNoteFriday! #FallonTonight",18/11/2016 13:55,joy,positive
Nicole Kidman and I have another awkward interview https://t.co/tcOyEk2wfz #FallonTonight,18/11/2016 13:00,neutral,neutral
Behind the scenes of filming our latest Tonight Show promo - you can catch it airing during #TNF tonight https://t.co/h1PuH1l5Wo,17/11/2016 18:57,joy,positive
Little known trivia for this: we shot this on our first take! https://t.co/YjG6HtzPSF #EnterSandman #Metallica,17/11/2016 18:10,joy,positive
"@Metallica, @theRoots and I play Enter Sandman with childhood instruments! https://t.co/YjG6Htif17 #HardwiredToSelfDestruct out Friday.",17/11/2016 14:16,joy,positive
"Tonight's show: Nicole Kidman, Michael Shannon, music from @mirandalambert and your #MyFamilyIsWeird tweets! Don't miss! #FallonTonight",17/11/2016 13:54,joy,positive
".@Metallica, @theroots &amp; I perform ""Enter Sandman"" w/Classroom Instruments!  https://t.co/xGEz6kyik2 #hardwiredtoselfdestruct #FallonTonight",17/11/2016 13:01,joy,positive
We filmed after our show aaaannd #HardwiredToSelfDestruct is out this Friday. https://t.co/JPtuNi9pio,17/11/2016 05:07,joy,positive
I can't believe we couldn't mention this for weeks!!???? So fun!! #HardwiredToSelfDestruct #FallonTonight https://t.co/Hil2ZJGPhs,17/11/2016 05:02,joy,positive
"My cousin told everyone he could do a backflip. We all gathered around him. He said, “I can’t do it if you’re watching.” #MyFamilyIsWeird",16/11/2016 18:42,neutral,neutral
"Hashtag game! Tweet out something funny, weird, or embarrassing about a family member and tag with #MyFamilyIsWeird. Could be on the show!",16/11/2016 18:41,joy,positive
"Tonight: Jude Law, @sterlingkb1, and music from @macklemore feat. @deboogirl! Plus doing something fun with @Metallica! #FallonTonight",16/11/2016 13:55,joy,positive
#GilmoreGirlsTop4 not allowed to say Rory or Lorelai 4.Taylor 3.Luke 2.Kirk https://t.co/FAQbrPmhXT Geller,16/11/2016 13:09,neutral,neutral
Shared my love of Gilmore Girls on the show last night. Tweet me your #GilmoreGirlsTop4!  https://t.co/mr9yiUIOD7,16/11/2016 12:54,joy,positive
Cannot wait to see what @DavidBlaine does tonight!#BeyondMagic,16/11/2016 01:05,joy,positive
"Tonight: Warren Beatty, @NaomieHarris, @r0bbier0berts0n, and music from @heyamine! #FallonTonight",15/11/2016 13:57,joy,positive
.@LittleBigTown and I play Stranger Strings https://t.co/Uiq6865m2O #FallonTonight,15/11/2016 13:03,joy,positive
"Tonight on the show: Billy Bob Thornton, @Andy,  music from @littlebigtown, and more! #FallonTonight",14/11/2016 14:00,joy,positive
What @davidblaine does on our show tonight is truly unreal. I've never seen anything - or will I ever - see anything like that EVER.,11/11/2016 23:43,joy,positive
"Fun show tonight: @Renner4Real, Michelle Dockery, @davidblaine performs, and it's #ThankYouNoteFriday! #FallonTonight",11/11/2016 14:07,joy,positive
Amy Adams and I play a singing version of Whisper Challenge https://t.co/AysMycc7Oa #FallonTonight,11/11/2016 13:00,joy,positive
"Tonight: Whisper Challenge w/Amy Adams, @Buck is here, music from Morgane &amp; @ChrisStapleton + your #NewWeedLaws tweets. #FallonTonight",10/11/2016 14:02,joy,positive
Eddie Redmayne and @lilycollins face off playing Know It All https://t.co/K0kQoPE3Hc #FallonTonight,10/11/2016 13:01,joy,positive
"Tonight on the show: Eddie Redmayne, @lilycollins, music from @WainBright, and new @NFL Superlatives. #FallonTonight",09/11/2016 14:02,joy,positive
.@aliciakeys and I have an intense staring contest https://t.co/8EqdrGXTFx #FallonTonight,08/11/2016 13:39,joy,positive
"Fun show tonight: @billmaher, @DaveedDiggs, players from #WorldSeries Champs @Cubs, and music from @whereisMUNA! #FallonTonight",07/11/2016 13:51,joy,positive
Come back next week!!! Congrats on new album #HERE https://t.co/M115pfTF5n,05/11/2016 04:00,joy,positive
This Snapchat video will be gone in 24 hrs. Instant Song Challenge with Justin Timberlake. https://t.co/ziAxIUUHlO #FALLON #Trolls,04/11/2016 14:25,joy,positive
"Tonight on the show: @danacarvey is here, @aliciakeys stops by to talk + perform ft @YoungMAMusic &amp; it's #ThankYouNoteFriday! #FallonTonight",04/11/2016 13:02,joy,positive
Benedict Cumberbatch and I perform a dramatic scene written with Mad Libs https://t.co/yEi7I8yBod #FallonTonight,04/11/2016 11:58,joy,positive
"Honored to perform ""You’ll Be Back"" with @TheRoots on  #HamiltonMixtape https://t.co/iBl9UO8wpg",03/11/2016 15:40,joy,positive
"Tonight on the show: Benedict Cumberbatch is here, @maddow stops by, music from @jimjames, and your #ThatHappened tweets! #FallonTonight",03/11/2016 14:41,joy,positive
Snapchat Instant Song Challenge with @jtimberlake will only be LIVE for 46 more hours. https://t.co/PgzLKsQ7DJ #FALLON,03/11/2016 13:59,joy,positive
I like that. https://t.co/wB2pi2fjH1,03/11/2016 13:52,neutral,neutral
Who should we have for the next Snapchat #SongChallenge? https://t.co/ziAxIVciKo  #Fallon,03/11/2016 13:28,joy,positive
#DemLaces or #FunkyDuck? #Fallon #SongChallenge https://t.co/ziAxIVciKo,03/11/2016 12:13,joy,positive
Right now - look for FALLON on Snapchat Discover tabs! @jtimberlake and I write songs based on your titles. #Fallon #SongChallenge,03/11/2016 12:10,joy,positive
Vince Vaughn and I have an Emotional Interview https://t.co/ukT52PS2vm #FallonTonight,03/11/2016 11:54,joy,positive
My favorite line so far... congrats VV! https://t.co/EpDVc2uTDM,03/11/2016 11:18,joy,positive
Watching World Series history with the Tonight Show fam. #FallonTonight #Game7 https://t.co/2uAW5DPm0w,03/11/2016 01:54,joy,positive
"I was driving on the highway, didn't see a car for 15 min. When I finally did see one, it was being driven by a clown. #ThatHappened",02/11/2016 17:52,neutral,neutral
I once went to a Prince concert and ended up dancing alone onstage with the band. #ThatHappened,02/11/2016 17:48,joy,positive
"Hashtag game! Tweet out something funny, weird, or embarrassing that happened to you and tag with #ThatHappened. Could be on our show!",02/11/2016 17:47,joy,positive
"Tonight: Vince Vaughn, @pattonoswalt, stand-up from @natebargatze, and new @NFL superlatives! #FallonTonight",02/11/2016 13:02,joy,positive
".@DonFranciscoTV and I sing a duet of ""To All The Girls I've Loved Before"" https://t.co/nC6dAFERPK #FallonTonight",02/11/2016 12:07,joy,positive
Get ready! We’re bringing The Tonight Show to @EOnlineUK starting tonight at 10pm. Can’t wait! #FallonTonightUK,01/11/2016 14:39,joy,positive
"Tonight: @WhoopiGoldberg, @ZoeListerJones, music from @lecrae ft @lalahhathaway and new Audience Suggestion Box! #FallonTonight",01/11/2016 13:05,joy,positive
.@jayleno tags in to tell a few jokes during last night's monologue https://t.co/D1CiQ7hKL1 #FallonTonight,01/11/2016 12:04,joy,positive
"Happy Halloween! Tonight on the show: @jayleno, @itsgabrielleu, and music from @BigSean! #FallonTonight",31/10/2016 13:08,joy,positive
"Happy #ThankYouNoteFriday! Tonight: @AnnaKendrick47, @JohnLithgow, stand-up from @iliza, and Kids Campfire stories! #FallonTonight",28/10/2016 13:59,joy,positive
Bumped into Martin Short and @SteveMartinToGo backstage before the show last night https://t.co/xT6RpNLrcW #FallonTonight,28/10/2016 12:31,joy,positive
"Thanks to @common, @BJTHECHICAGOKID and @TheRoots for this awesome performance https://t.co/FsIU8bq2uN #FallonTonight",28/10/2016 12:15,joy,positive
"No one puts the work into it like our guests @SteveMartinToGo, Martin Short, and our writer @beckyyk. If you enjoy silly pretapes: Fallon",28/10/2016 03:01,joy,positive
@common thank you. just... wow.,28/10/2016 02:57,joy,positive
He made the whole show crack up. All day long. Funtimes. https://t.co/sRA9PzJrQp,28/10/2016 00:26,joy,positive
I can't hit your high notes anymore! JT carried me. https://t.co/9bfHtjpAJ6,28/10/2016 00:20,neutral,neutral
Hayseed Dixie https://t.co/wO6kYJIm6z,28/10/2016 00:17,neutral,neutral
"Tonight: Martin Short &amp; @SteveMartinToGo, Ruth Negga, @common performs ft. @BJTHECHICAGOKID &amp; your #CrappyHalloween tweets! #FallonTonight",27/10/2016 13:03,joy,positive
.@jtimberlake and I return to Camp Winnipesaukee https://t.co/WD1H5GlaQc #FallonTonight #JTonFallon,27/10/2016 12:01,joy,positive
One year I jumped off the porch in a plastic Batman costume and ripped it immediately. It was the first house of the night. #CrappyHalloween,26/10/2016 18:03,neutral,neutral
Hashtag game! Tweet out a funny or embarrassing thing that happened to you on Halloween and tag with #CrappyHalloween. Could be on our show!,26/10/2016 18:03,joy,positive
"Tonight: @jtimberlake is here! Plus Tracey Ullman, music from @stanaj &amp; new @NFL Superlatives! Don't miss! #JTonFallon #FallonTonight",26/10/2016 13:05,joy,positive
"The legendary @PhilCollinsFeed performed ""In the Air Tonight"" on the show last night! (Nailed the drums @questlove!) https://t.co/S9tKtpwuGc",26/10/2016 11:56,joy,positive
Haaa. Thanks man. He killed it. (Both Phil and Quest) https://t.co/XSpdWxmsws,26/10/2016 11:36,joy,positive
"Tonight on the show: Ethan Hawke stops by, @PhilCollinsFeed is here to talk + perform, and more! #FallonTonight",25/10/2016 13:02,joy,positive
.@rickygervais and I take turns answering random questions from people in 30 Rock Plaza https://t.co/t5mPOz799I #FallonTonight,25/10/2016 11:57,joy,positive
"We're back with new shows tonight! @rickygervais, @evanrachelwood, and music from @michaelbuble! #FallonTonight",24/10/2016 12:46,joy,positive
I LOVED the performance by @QueensChristine last night. ICYMI: https://t.co/yCaiSeWwfs #FallonTonight,14/10/2016 20:29,joy,positive
"Tonight on the show: Doing something fun w/Jon Hamm, @ColleenB123 stops by, @KingsOfLeon performs &amp; it's #ThankYouNoteFriday! #FallonTonight",14/10/2016 12:58,joy,positive
.@KevinHart4real and I visit a haunted house https://t.co/OHLrpnavFZ #FallonTonight,14/10/2016 11:56,joy,positive
Happy Halloween from 2 @GibbBarry 's! https://t.co/hOdQkwtawA #BarryGibb #Halloween,13/10/2016 14:55,joy,positive
"Tonight: Vin Diesel, Norman Reedus (@wwwbigbaldhead), music from @QueensChristine, and your funniest #IOnceOverheard tweets! #FallonTonight",13/10/2016 13:00,joy,positive
".@GibbBarry and I harmonize Fall-themed words on ""Silhouette Singing"" https://t.co/hOdQkwtawA #FallonTonight",13/10/2016 12:00,joy,positive
"My friend overheard two women on the subway arguing which brand of
Rihanna's perfume smelled the most like her. #IOnceOverheard",12/10/2016 18:23,neutral,neutral
"Hashtag game! Tweet out something funny, weird or embarrassing you
overheard someone say and tag with #IOnceOverheard. Could be on the
show!",12/10/2016 18:23,joy,positive
"Tonight: @BryanCranston, Dakota Fanning, and something fun + music from the legendary @GibbBarry! Plus new @NFL Superlatives! #FallonTonight",12/10/2016 13:01,joy,positive
".@KevinHart4real and I play a game show version of ""Would You Rather"" https://t.co/MkdVCMpKIj #FallonTonight",12/10/2016 11:59,joy,positive
"Tonight: Playing a new game w/@KevinHart4real, @fleabag's Phoebe Waller-Bridge stops by, plus @JamesBayMusic performs. #FallonTonight",11/10/2016 13:05,joy,positive
.@TherealTaraji and I team up against @questlove and @blackthought in a game of Password https://t.co/WJX7avLbj4 #FallonTonight,11/10/2016 11:57,joy,positive
"Tonight: Playing Password with @TherealTaraji, @DavidKHarbour stops by, and music from @phish!",10/10/2016 13:02,joy,positive
@JimFKenney I'll take suggestions.,09/10/2016 16:32,neutral,neutral
Haaa. Youse. https://t.co/iWC0LNv2Bm,09/10/2016 16:25,joy,positive
"I'm off to Philly to work on my accent. Or the south? Or England? It's tricky, man. Love ya Philadelphia! #hewgie",09/10/2016 14:34,joy,positive
Thank you @nbcsnl and that great cast! Congrats to @Lin_Manuel and @twentyonepilots on a great show!!! #SNL,09/10/2016 14:32,joy,positive
"Tonight: @tylerperry, @abigailspencer, @vanmorrison, and it's #ThankYouNoteFriday!! #FallonTonight",07/10/2016 13:04,joy,positive
"New Kid Theater! @BenAffleck and I perform kid-written scripts for ""The Accountant"" https://t.co/Vl7dGi7OIP #FallonTonight",07/10/2016 12:10,joy,positive
I’m calling in in an half an hour. @nfl football hoodie HANDS HIGH. It’s should be fun! #TodaysSpecial https://t.co/TlQ7h7UkzL,07/10/2016 11:37,joy,positive
One of my all time favs - Billy Liar. https://t.co/zagG3M8qMy,07/10/2016 02:35,joy,positive
@HSN has a full day dedicated to the sweatshirt that I created: https://t.co/zyZm0pnixb I’m calling in tomorrow 8am.,07/10/2016 01:02,joy,positive
"Tonight: Kid Theater w/@BenAffleck, @MsSarahPaulson is here, music from @GreenDay and your funniest #MyDumbArgument tweets! #FallonTonight",06/10/2016 13:01,joy,positive
"Two of my friends once got into a fight over who could feel more human emotions, Robocop or the Terminator. #MyDumbArgument",05/10/2016 18:36,neutral,neutral
"Hashtag game! Tweet out a weird, funny, or stupid argument you or a friend has gotten into &amp; tag with #MyDumbArgument. Could be on the show!",05/10/2016 18:35,joy,positive
"Tonight: @aplusk, @IssaRae, music from @NorahJones, and new @NFL Superlatives! #FallonTonight",05/10/2016 13:05,joy,positive
.@Lin_Manuel returns for another insane round of Wheel of Freestyle! https://t.co/AoVF3Mvgei #FallonTonight,05/10/2016 11:52,joy,positive
"Tonight on the show: John Goodman is here, Wheel of Freestyle returns w/ @Lin_Manuel, and music from @EmpireOfTheSun! #FallonTonight",04/10/2016 12:54,joy,positive
This was so fun. Emily Blunt and I play Box of Lies! https://t.co/wiKT9lF0sB #FallonTonight,04/10/2016 12:06,joy,positive
"Tonight: Playing Box of Lies with Emily Blunt, @Mariobatali is here, and @chancetherapper stops by to talk + perform! #FallonTonight",03/10/2016 12:59,joy,positive
"Happy #ThankYouNoteFriday! Tonight on the show: Nathan Lane, James Marsden, stand-up from @NikkiGlaser and more! #FallonTonight",30/09/2016 13:17,joy,positive
"Tonight: @MargotRobbie, Vice President Joe Biden (@VP) 
&amp; music from @Metallica. Plus your #Badvice tweets. Don't miss! #FallonTonight",29/09/2016 12:55,joy,positive
First Textual Experience with @OfficialSting https://t.co/tqOd0Ce8qN #FallonTonight,29/09/2016 11:57,joy,positive
I used horse shampoo because I was told it would make my hair shinier but it turns out it's just for horses. #Badvice,28/09/2016 20:02,joy,positive
"Hashtag game! Tweet out some funny, weird, or bad advice someone has given you and tag with #Badvice. Could be on the show!",28/09/2016 20:01,neutral,neutral
"Fun show! Talk + music with @OfficialSting, @nbcsnl's Kate McKinnon is here, and new NFL Superlatives! #FallonTonight",28/09/2016 13:37,joy,positive
"We sent Hashtag the Panda to skydive over the Tonight Show Corn Maze in Meridian, Idaho https://t.co/UXsOwK8zxe #FallonTonight",28/09/2016 13:16,joy,positive
"Tonight: Kate Hudson, David Oyelowo, &amp; music from @WeAreDeLaSoul ft @EstelleDarlings! And new Tonight Show Suggestion box! #FallonTonight",27/09/2016 13:01,joy,positive
"We're got a fun show tonight: Playing Truth or Door with @SamuelLJackson, @HereIsGina is here, and music from @thelemontwigs! #FallonTonight",26/09/2016 12:55,joy,positive
"Tonight: @OrvilleIV, Haley Bennett and music from @nbcagt winner @GraceVanderWaal! Plus it's #ThankYouNoteFriday! #FallonTonight",23/09/2016 16:40,joy,positive
.@ShawnMendes sings your #FallSongs tweets https://t.co/wRM6BKEmaB #FallonTonight,23/09/2016 16:22,joy,positive
