tweet,date_time,real_sentiment,real_distilbert_sentiment
I feel like we achieved our goal of looking like we're in a new primetime drama series called Family Secrets. https://t.co/O33kRm8VJH,29/02/2016 23:42,joy,positive
I'm very happy to say the next single from 1989 will be 'New Romantics'.,20/02/2016 03:52,joy,positive
"The moment it hits you. @jackantonoff #GRAMMYs https://t.co/cKZDjZ3uWN",16/02/2016 23:21,joy,positive
Oh what a night. ⭐️ https://t.co/6GXus3xD4s,16/02/2016 22:28,joy,positive
@ChrisStapleton I glitter-bomb because I care.,16/02/2016 01:48,joy,positive
@TheGRAMMYs @edsheeran YES.,15/02/2016 23:45,joy,positive
"Bad Blood just won a Grammy for Best Music Video and we are not ok. @selenagomez https://t.co/EquWAq0UPg",15/02/2016 22:38,joy,positive
@TheGRAMMYs I AM SCREAMING,15/02/2016 20:44,joy,positive
"The making of the Out of The Woods video, directed by @JosephKahn 🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲 https://t.co/Spc3VNnR8e",09/02/2016 17:15,joy,positive
"COLDPLAY MARK RONSON BRUNO MARS BEYONCÉ DANCE BATTLE FIX YOU MONTAGE JOYOUS FINALE OH MY GOD IT WAS SO GOOD I FEEL LIKE I DREAMED IT",08/02/2016 01:42,joy,positive
"Stunning. https://t.co/JgII9TdjNK",13/01/2016 19:34,joy,positive
@MusCornerNash @CityWineryNSH This is amazing!! I'm so honored that you would do this.,09/01/2016 23:32,joy,positive
"Magic Madness Heaven Sin https://t.co/DUGPiS2jg6",07/01/2016 21:11,joy,positive
"Say you'll remember me. https://t.co/GwbFXg7k6U",05/01/2016 02:37,joy,positive
"She lost him but she found herself and somehow that was everything. #OOTWMusicVideo is now on @VEVO https://t.co/k4emHDRfD3",01/01/2016 04:25,joy,positive
"""I just realized we got through Christmas this year without listening to 'Christmas Lights' by Coldplay and crying!"" -@austinswift7",01/01/2016 02:09,joy,positive
"Are we in the clear yet? #OOTWMusicVideo Premiering at 10:50pm EST on ABC @NYRE @JosephKahn @RyanSeacrest https://t.co/x2KYNDRTbK",01/01/2016 00:14,joy,positive
"Are we out of the woods yet? #OOTWMusicVideo premieres tomorrow night on @NYRE with @RyanSeacrest! https://t.co/wRLrZeaARh",31/12/2015 00:19,joy,positive
You used to call me on my elf phone. https://t.co/nMgUI0Igp6,24/12/2015 18:54,joy,positive
"Performing with Mary was a dream. Thank you @maryjblige for this incredible moment you created in LA. ❤️ https://t.co/fKRtvtpkLw",23/12/2015 18:31,joy,positive
"I can't wait to show you the video for Out Of The Woods! 🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲🌲 It's premiering 12/31 on @NYRE with @RyanSeacrest. #OOTWMusicVideo",22/12/2015 17:17,joy,positive
It's here! #1989WorldTourLive is now on @AppleMusic! https://t.co/ujxT7ggxbS https://t.co/1Y3nv4FVIl,20/12/2015 05:31,joy,positive
"This clip brought back so many amazing memories!! I love you @idinamenzel and @TheEllenShow ✨✨✨ https://t.co/O6xnZEihaH",17/12/2015 23:54,joy,positive
"Celebrate with us December 20 on @AppleMusic 🎉🎉🎉 #1989WorldTourLIVE https://t.co/oksxT1q6pM",17/12/2015 20:29,joy,positive
"Met up with @ZaneLowe to talk about #1989WorldTourLIVE- airs tomorrow at 9am PST on @Beats1 https://t.co/rzGwjF4mYn https://t.co/gaF0k62cqt",13/12/2015 19:01,joy,positive
"Thank you so much for all the birthday wishes. I have a little surprise for you. #1989WorldTourLIVE @applemusic https://t.co/actZbWBt4R",13/12/2015 17:04,joy,positive
Today I begin my 26th year of freaking out over stuff. https://t.co/HjWAE7sluQ,13/12/2015 14:28,joy,positive
"Farewell, 1989 World Tour. 💔❤️ https://t.co/YraKYoIMkK",12/12/2015 12:20,sadness,neutral
"The 1989 World Tour is officially over, the most beautiful chapter in our story so far.. Thanks to you.",12/12/2015 11:48,sadness,neutral
can we get a selfie tho https://t.co/UscfTtwMxC,06/12/2015 05:36,joy,positive
"Thank you, Brisbane, for an epic night. You guys are incredible ❤️ https://t.co/cgNII9P3ps",06/12/2015 05:34,joy,positive
"Me: Please love me. Kangaroo: No. https://t.co/9CLnECzgF1",06/12/2015 05:32,joy,neutral
Making friends on Hamilton Island. https://t.co/26SLoiCUZt,02/12/2015 13:02,joy,positive
"Swift family road trip! South Island, NZ @austinswift7 https://t.co/xxhiHwNnSk",30/11/2015 21:45,joy,positive
"I love you, Sydney. All 76,000 of you. https://t.co/URV3YlAtlT",28/11/2015 14:48,joy,positive
Praying for Paris. Our hearts are breaking for and with you. https://t.co/8tQF6QHyz6,14/11/2015 08:13,sadness,negative
"Farewell, Shanghai!! 💋 https://t.co/UOwfdCAtar",12/11/2015 14:41,joy,positive
I loved playing Shanghai last night-- so stoked to play 2 more shows here!! https://t.co/nzFCEdOdQN,11/11/2015 04:06,joy,positive
@NRJhitmusiconly Merci!!!! 🇫🇷🇫🇷🇫🇷💋💋💋,08/11/2015 09:10,joy,positive
Congratulations on your CMA wins @KeithUrban @ericchurch @FLAGALine @MaddieandTae and @macmcanally!! Sending you hugs from Singapore 🏆🏆🏆🍾🍾🍾,05/11/2015 10:19,joy,positive
Sending congrats from Singapore to Nashville to my friends who won CMAs tonight! @lukebryan @mirandalambert @chrisstapleton @littlebigtown,05/11/2015 10:16,joy,positive
"Elevator Elsa!!! Amazing. @idinamenzel https://t.co/pNpr9PKF26",04/11/2015 20:31,joy,positive
Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,01/11/2015 09:19,joy,positive
"""The cold never bothered me anyway"" *QUICK CHANGE* @idinamenzel #letitgo #1989TourTampa https://t.co/Ua6JcGk8or",01/11/2015 05:37,joy,positive
"I honestly couldn't be more impressed by @alessiacara. 55,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",01/11/2015 05:35,joy,positive
"About to play the last show of the US 1989 Tour. Feelings EVERYWHERE. #1989TourTampa",31/10/2015 23:49,joy,positive
"With every passing day, Olivia looks less like a cat and more like a melting snowman. Happy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",29/10/2015 21:40,joy,positive
"This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤 https://t.co/z8GySLXGCu",29/10/2015 18:07,joy,positive
"Miami!!! What a night! Thank you to our surprise guests @DwyaneWade, @pitbull & @ricky_martin 🎉 #HappyBirthday1989 https://t.co/3BlvILVckW",28/10/2015 07:32,joy,positive
"To celebrate #HappyBirthday1989, here's something from me. Out of the Woods (solo acoustic piano performance) 🎹🌲🌲🌲🌲 https://t.co/C6dUjyYgw3",27/10/2015 20:00,joy,positive
"1989 came out 1 year ago today. It's been the best year of my life. I love you guys. #HappyBirthday1989 https://t.co/J1Xx2NKIkE",27/10/2015 14:34,joy,positive
"Wildest Dreams just hit number one on Top 40 radio! Thank you so much for everything, guys. 🍾🍾🍾🍾🍾🍾🍾🍾🍾🍾🍾🍾🍾 @RepublicRecords @charliewalk",26/10/2015 23:28,joy,positive
"""Now if we're talkin body..."" @ToveLo #1989touratlanta https://t.co/AKmwgi7dlz",25/10/2015 06:19,joy,positive
Tonight was magical. @ToveLo was incredible. I ❤️ you Atlanta. https://t.co/pu4h7EPHmK,25/10/2015 04:59,joy,positive
"Ooooooh Ahhhhhhh @mirandalambert #1989TourGreensboro https://t.co/KVyAvsj2uW",22/10/2015 04:00,joy,positive
This is a video of @mirandalambert sitting on a throne of men at #1989TourGreensboro 🔥🔥🔥 https://t.co/unV6FvYD7q,22/10/2015 03:54,joy,positive
"✨Thanks Lexington, KY!✨ #1989TourLexington https://t.co/geG2coWTiF",21/10/2015 02:33,joy,positive
"One of my favorite people to ever have been interviewed by: @TheRyanAdams https://t.co/vV4TZFYl7X",19/10/2015 18:57,joy,positive
"60,000 people at #1989TourArlington tonight. What a night ✨ http://t.co/iz06o6ZvyO",18/10/2015 09:09,joy,positive
"What are you waiting for? @elliegoulding http://t.co/Tn2Q2IjiJ4",18/10/2015 06:37,joy,positive
Band aids don't fix kitchen knife related injuries. http://t.co/Z7VvyNNznN,17/10/2015 22:30,joy,neutral
"Thanks for the beach day, @GQMagazine ☀️ http://t.co/o91BaiRQYp",16/10/2015 01:02,joy,positive
"So stoked about @R3HAB's remix of Wildest Dreams! http://t.co/tAuhNZHzc9",15/10/2015 06:09,joy,positive
"Tackling my former fear of horns, writing with magical @imogenheap, creating 'Shake it Off' & 'Clean': http://t.co/4n7MONyd8b @GRAMMYPro",12/10/2015 20:48,joy,positive
"The making of 'Out of the Woods' and 'I Know Places'. http://t.co/8hBc1Npytb",10/10/2015 00:59,joy,positive
"Brb I'll just be listening to 'Hands To Myself' all day and then forever. Love you so much @selenagomez #Revival is OUT NOW!!!",09/10/2015 21:11,joy,positive
"Behind the scenes of the 1989 World Tour @beck and @st_vincent in LA at sound check One of my favorite memories. http://t.co/YFJOyMl9QZ",09/10/2015 17:34,joy,positive
"I haven't opened up about making 1989 like this before. Thanks @GRAMMYPro for the opportunity. http://t.co/vg5PNA6nJ6",09/10/2015 01:05,joy,positive
"My Instagram just hit 50 million, thanks so much guys. Though I'm pretty sure it's just because I have cute cats. 😸 http://t.co/e2ZacE66JK",08/10/2015 21:12,joy,positive
Thanks @GQMagazine for my first cover :) http://t.co/lzCz5MbMHT,08/10/2015 15:05,joy,positive
http://t.co/Zw9MvA8dGE,07/10/2015 03:10,neutral,neutral
Meredith is allergic to joy. http://t.co/FIaVmUVCid,04/10/2015 19:36,joy,positive
"Looking good, Toronto. All 50,000 of you. http://t.co/e8WcxcaJlk",04/10/2015 02:55,joy,positive
"I LOVE YOU @charli_xcx !!! #boomclap #1989TourToronto http://t.co/25BVGixSTf",04/10/2015 02:50,joy,positive
"Tonight @KeithUrban played ""John Cougar, John Deere, John 3:16"" in Toronto with us!! Here's a pic from sound check: http://t.co/GLgxJlep1E",03/10/2015 04:10,joy,positive
"Getting pirate ship/sword fight movie scene vibes from this orchestral version of Bad Blood and I'm happy about it. https://t.co/sHId54rpn5",01/10/2015 23:18,joy,positive
"Live your dreams. @HAIMtheband @Nelly_Mo http://t.co/OLkgU6LosH",01/10/2015 01:59,joy,positive
I LOVED getting to sing The Fix & Hot in Herre with @Nelly_Mo! What a way to end @HAIMtheband's run on the 1989 Tour🔥 http://t.co/xtvGrbVPeU,30/09/2015 09:55,joy,positive
"""WHAT?!"" @Nelly_Mo @HAIMtheband #1989TourStLouis http://t.co/lZYDlJNmsS",30/09/2015 06:09,joy,positive
"The highlight of our friendship thus far @HAIMtheband PS WE LOVE YOU @Nelly_Mo #1989TourStLouis http://t.co/3USBBookRg",30/09/2015 04:47,joy,positive
"What the press says I'm doing: Buying a Bev Hills mansion, getting married in an English castle What I'm doing: Playing a show in St. Louis",29/09/2015 18:12,joy,neutral
"Why I like bringing out surprise special guests on tour: http://t.co/jSZNIJstRP",27/09/2015 23:25,joy,positive
"I Can't Get No Satisfaction @MickJagger #1989TourNashville http://t.co/Ow1sCZkZdZ",27/09/2015 08:12,joy,positive
"SING @leonalewis #1989TourNashville http://t.co/Xk9GQU6Zse",27/09/2015 08:08,joy,positive
"Oh my God @leonalewis sang 'Bleeding Love' tonight in Nashville and I may never recover. #1989TourNashville http://t.co/qtCHxVm1El",27/09/2015 05:02,joy,positive
"*drops mic* 🎤 @MickJagger #1989TourNashville http://t.co/WCRGPnZ5SF",27/09/2015 04:27,joy,positive
Breathtaking. Regal. Elegant. @AlisonKrauss singing 'When You Say Nothing At All'. So blown away by her grace. http://t.co/oiJoxxCWDD,26/09/2015 06:19,joy,positive
Singing 'I Don't Want to Miss a Thing' with @IamStevenT was an honor. So inspired by how sweet he was to all of us. http://t.co/D6YOv1yYXe,26/09/2015 06:15,joy,positive
"Got to sing with my little sis @KelseaBallerini, tonight and she was charming and fantastic!!💗 #1989TourNashville http://t.co/ifAxwByF7n",26/09/2015 06:11,joy,positive
"Tonight is the premiere of @EmpireFOX so make sure to watch @SerayahLove @TherealTaraji & the rest of the amazing cast!🎶📺🌟 #EmpireSeason2",23/09/2015 20:38,joy,positive
"I've always wanted to share a stage with @DierksBentley and last night in KC, I got to! What a great guy. http://t.co/IWi1OYREWk",22/09/2015 15:49,joy,positive
"I honestly can't believe what I just saw. This amount of talent in one person has me speechless. I ❤️ @toddyrockstar http://t.co/LlKUl7fmgA",22/09/2015 06:54,joy,positive
"Finally got to meet Dylan, the 7-yr-old who passionately danced to Shake it Off on @TheEllenShow-- and this happened. http://t.co/hq9OaewA2G",22/09/2015 05:44,joy,positive
"UZO!!!!!!!!!!!!! 🏆🎉🎉🎉🎉🎉🎉💕💕💕💕💕💕💕💕💕💕💕💕💕",21/09/2015 02:21,joy,positive
3 hours 38 minutes. http://t.co/JEh1rriSVU,21/09/2015 01:21,neutral,neutral
Dog struggles. http://t.co/QCuddi1ysp,20/09/2015 17:48,joy,neutral
"Soooooon... #ryanadams1989 http://t.co/6p0cWe6qUV",20/09/2015 16:24,joy,positive
"My buddy @sydneysierota was as magical and fantastic as always tonight in Columbus! Love her so much 💕💕💕 @echosmith http://t.co/g9WcWbCt87",19/09/2015 04:27,joy,positive
"#ryanadams1989 is up for pre-order on iTunes, so let's act accordingly. 🎧 http://t.co/JHfYuJQn99",18/09/2015 12:44,joy,positive
WOAH just took a shower in my full show make up and then looked in the mirror and this girl made a reappearance. http://t.co/oOv8PpBJFZ,18/09/2015 04:16,joy,positive
"Ryan's music helped shape my songwriting. This is surreal and dreamlike. Countdown to #RyanAdams1989 @TheRyanAdams http://t.co/pGZB0uUqiB",17/09/2015 15:35,joy,positive
"I. Love. This. I. Love. @HeyViolet 🔥🔥🔥🔥🔥🔥🔥 http://t.co/q1ooucz3Z9",17/09/2015 07:23,joy,positive
"Amazing video, @ColumbusZoo and SERIOUSLY WHAT IS IT LIKE PETTING A BABY CHEETAH I REALLY NEED TO KNOW http://t.co/AG0GXBkLNt",17/09/2015 05:40,joy,positive
@robtswthrayguns I want that VERY VERY BADLY. Listening to Sugarbaby right now in honor of this generous offer &dreaming about my new shirt.,17/09/2015 05:32,joy,positive
"""So put on your best, boys. And I'll wear my pearls..."" @thebandperry #1989tourindy http://t.co/YxkHxWg6VK",17/09/2015 05:03,joy,positive
"THIS IS SO NICE!!!!!! Smiling so big after watching this video: http://t.co/SS43iDGsGd",17/09/2015 04:12,joy,positive
"Thank you so much @thebandperry for surprising the Indy crowd with ""If I Die Young""! Love you guys!! http://t.co/zo4l4e7D9e",17/09/2015 03:46,joy,positive
"I've got 'Stand By You' by @RachelPlatten on repeat today. I highly recommend it. 🌟🌟🌟🌟🌟 https://t.co/PWkuJZmJhf",14/09/2015 20:13,joy,positive
Same. http://t.co/2F0dCQsfAV,14/09/2015 04:17,joy,neutral
"Finally saw Love and Mercy! Such an incredible story and moving performances by @ElizabethBanks, @johncusack, Paul Dano, and Paul Giamatti.👏",13/09/2015 07:27,joy,positive
What an unbelievable crowd tonight in St. Paul!! And it was so cool playing 'Love Story' on its 7th anniversary. 💗 http://t.co/y1qztVeR3Q,13/09/2015 05:02,joy,positive
"WHEN THEY OVERNIGHT YOU AN EMMY I DID NOT KNOW THIS WAS A THING http://t.co/FoK59tMhLl",12/09/2015 23:29,joy,positive
"St. Paul, Minnesota all lit up and magical. Night 1 of 3. #1989TourStPaul http://t.co/U7FfvMbsHU",12/09/2015 08:29,joy,positive
"I remember being in 5th grade,wondering why all of my teachers were crying. Sending love to anyone who lost someone on Sept 11. #NeverForget",11/09/2015 21:14,sadness,neutral
"@THR 1. Wakes up 2. Reads this 3. Thinks it's a prank 4. Calls everyone to check 5. It's real 6. 🎉🎉🎉🎉🎉🎉 🎉🎉🎉🎉🎉🎉🎉",10/09/2015 16:58,joy,positive
"Soundcheck🎤 #1989TourHouston #WizKhalifa http://t.co/JJ7grU1sY5",10/09/2015 08:27,joy,positive
Sparks flying during #SeeYouAgain: http://t.co/C9bvbWwKrW,10/09/2015 06:01,joy,positive
"""That bond will never be broken and the love will never get lost."" #1989TourHouston #SeeYouAgain #WizKhalifa http://t.co/1FPqwLoU56",10/09/2015 05:56,joy,positive
"Update: No fire. Still in my robe. #1989TourHouston",10/09/2015 04:30,joy,neutral
A fire alarm is going off in the stadium and we don't know what to do. http://t.co/WxDPtj2dwt,10/09/2015 04:16,fear,negative
@troyesivan Look at us sitting next to each other like that 💗💗💗💗 http://t.co/IIUC2Qhq1y,07/09/2015 10:07,joy,positive
"GO @troyesivan WILD IS STUNNING AND AWESOME. (YES CAPS LOCK IS NECESSARY HERE.) #EPgoals",07/09/2015 07:24,joy,positive
"Someone knitted this sweater of a Polaroid of me and gave it to my mom at the show. Thank you, mysterious knitter. http://t.co/firiax6SzS",07/09/2015 04:58,joy,positive
"Had the best time in Salt Lake City last night and Denver tonight. See you tomorrow for night 2, Denver! http://t.co/DH8AssQOGK",06/09/2015 06:38,joy,positive
Awww Kanye sent me the coolest flowers!! #KanTay2020 #BFFs http://t.co/CGOQm3jWCT,04/09/2015 22:09,joy,positive
"Happy birthday to the life of the party, @Beyonce! 💋💋💋💋💋 #HappyBdayBey http://t.co/h3MqgqNxgb",04/09/2015 20:05,joy,positive
"After just a few listens through the Four Pink Walls EP, my 💗 belongs to @alessiacara. #FourPinkWalls",01/09/2015 16:44,joy,positive
@lordemusic http://t.co/lItz7K7pOO,31/08/2015 23:32,joy,positive
"#wildestdreamsVEVO http://t.co/FuVnA23Ha0 http://t.co/kUwqDAYmPw",31/08/2015 20:14,joy,positive
@NICKIMINAJ love you so much. 💗,31/08/2015 04:48,joy,positive
"I love you. #VMA http://t.co/IlWrEyS7VO",31/08/2015 04:37,joy,positive
Nothing says 'turnt' like @HaileeSteinfeld :) :) :) http://t.co/yIoYRtOmyI,31/08/2015 04:00,joy,positive
THANK YOU GUYS WE ARE FREAKING OUT http://t.co/lJnW3sS9Z3,31/08/2015 03:41,joy,positive
#WildestDreams is OUT. http://t.co/FuVnA23Ha0,31/08/2015 01:10,joy,positive
It's time! http://t.co/CxhUvSLUYe,31/08/2015 00:54,joy,positive
#WildestDreams #VMA pre-show SOOOOOON,31/08/2015 00:43,joy,positive
"Headed to red carpet.... #VMAs #squadUP http://t.co/NuubLARzSB",30/08/2015 22:49,joy,positive
When you realize #WildestDreamsToday !!!!!!!! http://t.co/IaOGlHNBpC,30/08/2015 18:28,joy,positive
Sunbathing in San Diego. http://t.co/PRl7kCyYDw,30/08/2015 18:15,joy,positive
"You looked beautiful tonight. #1989TourSanDiego Photo: andistoodtherelovingyou on tumblr http://t.co/oALttlRlla",30/08/2015 07:35,joy,positive
So incredible sharing the stage with @AvrilLavigne! 'Complicated' is such a brilliant pop song and I just love her. http://t.co/JnE5ShK8ok,30/08/2015 06:14,joy,positive
"Thank you @omimusiconline for singing 'Cheerleader' tonight in San Diego!! You're amazing :) #1989toursandiego http://t.co/qnnUvcr3ok",30/08/2015 06:11,joy,positive
"Behold, the JT butt-slap. ...also known as the greatest moment of Paul's life. @paulsidoti http://t.co/Co6HXUVbDJ",29/08/2015 08:07,joy,positive
"Say you'll remember me Standing in a nice dress Staring at the sunset, babe #WildestDreamsMusicVideo @ScottEastwood http://t.co/0IIxp1WSnz",29/08/2015 03:12,joy,positive
"Pre-show huddle with @selenagomez Photo credit: @jtimberlake http://t.co/PZs5iwnNi8",28/08/2015 01:13,joy,positive
"""You have to really feel the lyrics."" -getting schooled by @LisaKudrow http://t.co/uzn9IFf4wW",28/08/2015 00:58,joy,positive
"Never thought I'd say this but ""Smelly Cat"" was on my set list last night. @LisaKudrow, you are the greatest. http://t.co/Lva75KOpbv",27/08/2015 18:19,joy,positive
Unforgettable night thanks to that LA crowd..... And @jtimberlake. http://t.co/ooB3FdUPw2,27/08/2015 09:02,joy,positive
"Sisterhood. @selenagomez #1989TourLA http://t.co/dHmACn2j9D",27/08/2015 08:50,joy,positive
"Justin Timberlake. Mid-mic drop. #1989TourLA @jtimberlake http://t.co/xLFLetDyJk",27/08/2015 08:28,joy,positive
"There is nothing cooler than @st_vincent soloing while pyro goes off in the background. #1989TourLA http://t.co/usj0Lrq2tY",26/08/2015 08:09,joy,positive
I heard @johnlegend and Chrissy were on the way to the show & called and asked if John felt like playing 'All of Me': http://t.co/qM3Wwscaze,26/08/2015 07:37,joy,positive
Getting to play 'Dreams' with @Beck and @st_vincent is something I'll remember forever. I can't even express it. http://t.co/haLQzBxpbg,26/08/2015 07:30,joy,positive
@shondarhimes oh my God!! You can come to any show any time! Bring your daughter and her friends and call it a girls night. DM me!,25/08/2015 21:28,joy,positive
Tonight. 'You Oughta Know'. @Alanis. I don't know how to process how amazing she was. Just absolutely magnificent. http://t.co/yDhpaAszBU,25/08/2015 07:57,joy,positive
I used to sing Dixie Chicks songs at every talent show. Singing 'Goodbye Earl' with Natalie tonight was unbelievable. http://t.co/2r9N8T4TKq,25/08/2015 07:54,joy,positive
"When @TheEllenShow walks out in a more sparkly outfit than yours and a tutu https://t.co/5JtEFcQDAx #1989TourLA http://t.co/Ey9ZJI1adv",25/08/2015 07:50,joy,positive
"Wildest Dreams music video preview. Full video debuts VMA night. Get ready. #WildestDreamsMusicVideo http://t.co/qfye9qMDW5",24/08/2015 02:50,joy,positive
"#1989TourLA @maryjblige @UzoAduba @Seanopry55 @chrisrock @RealLeBlancM http://t.co/GfXeRkcEQJ",23/08/2015 08:40,joy,positive
"When @maryjblige absolutely shut down @STAPLESCenter and played not one, but TWO songs. I love her so much. Unreal. http://t.co/cL7Z8G2HNm",23/08/2015 08:29,joy,positive
"When Sean O'Pry, Chris Rock, and Matt LeBlanc walked out and the crowd went CRAZY. #1989TourLosAngeles http://t.co/QlwwsIRrc1",23/08/2015 08:26,joy,positive
That moment when @UzoAduba comes out and sings 'White Horse' and makes everyone in the arena fall in love with her: http://t.co/YSbAIsaENs,23/08/2015 08:24,joy,positive
"Getting ready to make some more memories tonight at @STAPLESCenter! #1989TourLosAngeles http://t.co/NrX8aH4N38",22/08/2015 18:18,joy,positive
"It was a beautiful night in Los Angeles. Thank you @kobebryant, Ryan Tedder @OneRepublic, @STAPLESCenter & the fans! http://t.co/nKb44khnaA",22/08/2015 08:55,joy,positive
"Tonight @kobebryant surprised me with a banner in @STAPLESCenter for the most sold out shows. You did that. Love you https://t.co/SI61260FlT",22/08/2015 08:25,joy,positive
Getting ready to play 5 shows at Staples Center in LA this week and reminiscing about what my gigs used to be like. http://t.co/jTk2fZRvII,21/08/2015 01:21,joy,positive
@CatfishMTV I'm watching your show RIGHT NOW,20/08/2015 03:07,joy,positive
@JacobsPiano I HAVE to give you a hug for that beautiful piano medley you did! Please come to a show on my tour and say hi to me? My treat.,19/08/2015 23:23,joy,positive
Toshi hangs with fans every show (https://t.co/44ti460i2T) and he makes my life brighter. HAPPY BDAY @TOSHI_ATEAMLV ! http://t.co/s0QwwFpOPF,19/08/2015 02:54,joy,positive
#GoodForYouVMA,18/08/2015 20:51,joy,positive
"One year ago today, 'Shake It Off' was released and I told you my album would be called 1989. Just.... Thank you. For everything.",18/08/2015 20:32,joy,positive
"Glendale, AZ = magical crowd http://t.co/X1AsvkqRA9",18/08/2015 08:10,joy,positive
Tonight Joan Baez and Julia Roberts danced it out to 'Style'. These two women are my heroes. What an honor. http://t.co/ERFqo1SS8H,16/08/2015 07:53,joy,positive
"LITTLE MIX!! Love these girls!! They smashed it tonight in front of 50,000 screaming fans. Amazing. @LittleMix http://t.co/QuOb9zLLv8",16/08/2015 07:46,joy,positive
