tweet,date_time,real_distilbert_sentiment,real_sentiment
🔮 https://t.co/aFzxsIRfhn,08/11/2016 06:29,joy,neutral
If hell had a smell it would be used dental floss and earring backs. 😷,08/11/2016 04:00,anger,neutral
My name is 🐶 Nugget 🐶 and I approve this message. GO ✔OTE❗Find out where: https://t.co/rL2nZQ97cd https://t.co/qgoUYddQaC,07/11/2016 17:38,joy,positive
"Want niche? Inside jokes? Mega Meta? Think ur the only 1 thinking the demented way ur thinking? Go see ""Oh Hello"" on Broadway &amp; find ur ppl.",07/11/2016 02:06,joy,positive
HILL-ADELPHIA FTW! In less than 3 days be apart of HISTORY and make #HERstory 🇺🇸 #november8th… https://t.co/pNV46unbxj,06/11/2016 05:56,joy,positive
omg idk this is totes my vocab https://t.co/WEYhIPxB4Q,05/11/2016 00:09,joy,neutral
Done with my 🎄Christmas🎄shopping ✔️ https://t.co/wW8n4SirXx,04/11/2016 04:16,joy,positive
🎣🐟🐠🐋,03/11/2016 23:55,joy,neutral
AYE! 📲 Text ROAR to 47246 to score free 🎟 to see me &amp; @HillaryClinton this Saturday in PHILLY! (I'll be the one singing 🎤) #LoveTrumpsHate❤️,01/11/2016 22:25,joy,positive
Welp. The airline lost my luggage so I guess I'll just wear my tracksuit for Halloween 💁🏻 Now THAT'S scary. 🎃,31/10/2016 20:47,joy,neutral
"🎃MY FAM &gt; YOUR FAM🎃

I have roots from both Santa Barbara and Arkansas (think Appalachian… https://t.co/lOfgWsoS09",31/10/2016 18:42,joy,positive
@PrismsPerry like I work on myself so I can be better for me and you ❤️,31/10/2016 18:01,joy,positive
@perrysmic not really but sometimes I don't know my own strength 😔,31/10/2016 18:00,sadness,neutral
@focusonreid great get your Pantone book out,31/10/2016 17:59,joy,neutral
"My fav combo of ppl all in one pic, I only roll with world changers❗️ https://t.co/oH37gAsO7c",31/10/2016 16:24,joy,positive
Halloween 2k16 🇺🇸💯🙏🏼 https://t.co/vCweRxoeun,30/10/2016 15:45,joy,positive
"Thanks @COVERGIRL for keeping everyone clean-cut and QT at Hudson High, Home of the Poodles. 💋,… https://t.co/Txo3zIPtBl",30/10/2016 06:51,joy,positive
"❤️BILL &amp; HILL 4EVA❤️ 
Hair, makeup &amp; prosthetics by: @TonyatAlterian makeup_man… https://t.co/kI4nL7EcMv",30/10/2016 01:30,joy,positive
Having a little pre party before I take office #IMWITHME Cheers to… https://t.co/7SzIzrmwv0,29/10/2016 06:54,joy,positive
HBD BOSS❗️🎂🎁🇺🇸 https://t.co/0M4BKpNt82,26/10/2016 21:23,joy,positive
just went in the pit @kanyewest for my bday. 32 is lookin ⬆️,26/10/2016 05:44,joy,positive
GAVE MYSELF THE BEST BIRTHDAY PRESENT EVER BY VOTING TODAY❗️Wish hillaryclinton a Happy Birthday… https://t.co/F53ik6Tkg9,26/10/2016 02:07,joy,positive
Help me celebrate my birthday with the purchase of a lifesaving @UNICEF Inspired Gift! https://t.co/R2rSxS1rm7 🎂 #childrenfirst ❤️,25/10/2016 19:35,joy,positive
@wtfkates yeah but 32 is 23 backwards so 🍷,25/10/2016 08:48,joy,neutral
@sella_sandra also this is real and not an edit I can tell by the icing I'm so proud of u,25/10/2016 08:43,joy,positive
@greg_wells go to bed dad,25/10/2016 08:42,joy,neutral
@KatyCute_  nugget❗️,25/10/2016 08:40,joy,positive
@caitsperry combo,25/10/2016 08:39,joy,neutral
@katyperryforum I'm Kanye,25/10/2016 08:27,joy,neutral
Aw. You made me cry. Love you fam. ❤️ https://t.co/UBITydazRs,25/10/2016 08:27,joy,positive
@cynthialovely you're clever,25/10/2016 08:21,joy,positive
Dope s/o 🙌🏼 https://t.co/d4sYO5oxQr,25/10/2016 07:04,joy,positive
level 32.,25/10/2016 07:00,joy,neutral
When you go dorm to dorm for @HillaryClinton @unlv: https://t.co/QhpekuVTur,24/10/2016 00:56,joy,positive
tap it if you're nasty @ UNLV Campus https://t.co/vDHH4kAVLO,23/10/2016 07:13,joy,neutral
@radiantjareau so qt,23/10/2016 06:54,joy,positive
@KatyCute_ this edit lol,23/10/2016 06:54,joy,neutral
@sella_sandra my birthdays soon💅🏼,23/10/2016 06:43,joy,neutral
@KpCatt @HillaryClinton next level,23/10/2016 06:43,joy,positive
@perrysoldier Welcs ho,23/10/2016 06:37,joy,neutral
@lillysgomez @lucycowell14 not for long👋🏼,23/10/2016 06:31,joy,neutral
"@perrysoldier make fun of me now, thank me later 💅🏼",23/10/2016 06:29,joy,neutral
@DanielaR1205 vitamins,23/10/2016 06:28,joy,neutral
@katycatSWEDEN album artwork,23/10/2016 06:27,joy,neutral
@perryicecream always in October,23/10/2016 06:26,joy,neutral
@johnlordperry tears of my doubters,23/10/2016 06:24,sadness,neutral
@xamyrosex knock knock,23/10/2016 02:15,joy,neutral
Using our voices ❤️🙌🏼 https://t.co/FvX6dfl7lJ,23/10/2016 01:32,joy,positive
Link up link up link up: https://t.co/5pUZVKW9qZ @tyleroakley,23/10/2016 01:26,joy,positive
clique/tribe/fam https://t.co/7BNHSC5cLx,23/10/2016 01:23,joy,positive
@wtvrlara omg let me live I'm out preaching the good news bb,23/10/2016 01:22,joy,neutral
Just like a casual FYI 💁🏻 https://t.co/wJti7E2bWH,23/10/2016 01:20,joy,neutral
@katycatwendy I had to get relatable bb  💁🏻,23/10/2016 01:19,joy,neutral
Ain't no messing with my nasty woman click ❗️ https://t.co/zcJFP06EYy,23/10/2016 01:14,joy,positive
RT if ur nasty  https://t.co/fMtOHV5crN,23/10/2016 01:05,joy,positive
I'm bringing the glitter...and the knowledge❗👊🏻 https://t.co/t1wnM9v4MN https://t.co/le95tNIEhi,22/10/2016 20:35,joy,positive
I love when everything starts to align for transformation time...✨,21/10/2016 22:52,joy,positive
"Well, guess this means it's time to get out of my tracksuit...👗 https://t.co/Rl9cSQWlLv",21/10/2016 21:08,joy,neutral
@beatsbydre bravo on this timing 🙌🏼,21/10/2016 05:02,joy,positive
HAPPY BIRTHDAY PEPPERONI (also this is legit how I speak to nugget) https://t.co/wCCkHWQKPm,21/10/2016 00:06,joy,positive
MAKE LYRICS GREAT AGAIN❗️cc Max Martin &amp; Shellback,20/10/2016 05:30,joy,positive
Ok back to the studio for me. 2017 is gonna tight af. 🔥,20/10/2016 02:49,joy,positive
Where's the after party🍷 @chelseahandler @sallykohn @SarahKSilverman @BetteMidler @shannonwoodward @getglucky,20/10/2016 02:44,joy,positive
@shannonwoodward he didn't go down to the people,20/10/2016 02:41,joy,neutral
Someone count how many times he is clenching his jaw as she speaks. Crazy. #debates,20/10/2016 02:35,anger,negative
RT if you're already preparing a seat at the table for @HillaryClinton 🙌🏼,20/10/2016 02:30,joy,positive
@HillaryClinton Scorpio season is coming ✨ https://t.co/ME2n0IQnoB,20/10/2016 02:26,joy,positive
@shannonwoodward im sleep watching,20/10/2016 02:21,joy,neutral
"@cher don't worry, honestly you can get back in the tub if you like, she's got this. ❤️ https://t.co/UqUfQ9OYm8",20/10/2016 02:21,joy,positive
screenshots are forever ❤️ https://t.co/3NNVHJ1d6b,20/10/2016 02:15,joy,neutral
"I'm over it, been over it  https://t.co/9uFec9dyok",20/10/2016 02:14,joy,neutral
Cab or Malbec 🍷?! https://t.co/LEqlhvO6hl,20/10/2016 02:12,joy,neutral
CELEBRATE OUR DIVERSITY AND LIFT PEOPLE UP🙏🏼 @HillaryClinton,20/10/2016 01:57,joy,positive
THAT TIMELINE 🎤⤵️🔥 @HillaryClinton,20/10/2016 01:51,joy,positive
No! 1. It's not happening and 2. Always stay and peacefully protest.  https://t.co/3bYoUbOh1g,20/10/2016 01:45,anger,neutral
@rejectedjokes this was worth the double tweet,20/10/2016 01:42,joy,neutral
covergirl #ad  https://t.co/seJck6KQUf,20/10/2016 01:37,joy,neutral
He doth protest much... https://t.co/pIbxvqtl0E,20/10/2016 01:35,anger,negative
My favorite mic drop so far 🎤⤵️ https://t.co/NBdRJt78Jy,20/10/2016 01:34,joy,positive
OMG THE PUPPET MEMES #DEBATES IM SCREAMKNG,20/10/2016 01:32,joy,positive
Si señorita  https://t.co/JTMA1S4ZpL,20/10/2016 01:25,joy,neutral
"She said ""he should meet in real life!"" Lol!  https://t.co/zBO9mHZUSI",20/10/2016 01:21,joy,positive
Tweet of the night.   https://t.co/uBojPBsb5s,20/10/2016 01:17,joy,positive
YES I LOVE THAT WE ARE GETTING INTO REAL ISSUES EVEN UNCOMFORTABLE ONES❗️#debates,20/10/2016 01:16,joy,positive
@SarahKSilverman man? lol. baby!,20/10/2016 01:11,joy,neutral
@jonlovett tru. Baby's back.,20/10/2016 01:10,joy,neutral
I love when she lays out the rules like the boss she is #debates,20/10/2016 01:08,joy,positive
MY WHITE ANGEL @HillaryClinton,20/10/2016 01:05,joy,positive
@rejectedjokes why didn't we plan an after party,20/10/2016 01:04,joy,neutral
@chelseahandler I'm gonna miss these online hangs,20/10/2016 01:03,sadness,neutral
YOU GOT THIS @HillaryClinton #DEBATES https://t.co/IZgi0yL9T2,20/10/2016 01:01,joy,positive
Just got out of therapy and had a mindful meditation. I AM READY FOR THE #DEBATES,20/10/2016 00:46,joy,positive
🎣,19/10/2016 05:48,joy,neutral
"S/O to my A&amp;R gal @getglucky for this defining quote ""You can be too arty and lose your audience or you can be too charty and lose your art""",19/10/2016 02:38,joy,positive
@yungskeeter so niche and I like it,19/10/2016 02:35,joy,neutral
Felt like a fairy godmother last night in @marchesafashion for @childrensla ❤️ https://t.co/N4pZr76GYl,16/10/2016 22:38,joy,positive
This was one of my favorite parts of the night. ❤️ https://t.co/m7k6AvrFNl,16/10/2016 07:30,joy,positive
I hope there are side by side graves for both steel drums and chokers in 2k16,16/10/2016 07:29,joy,neutral
Throwing rose petals at the club. 🌹,14/10/2016 07:59,joy,neutral
There's a lot of women making HERstory this election cycle! Find them up AND down the ballot Nov… https://t.co/HVEup5Qoia,14/10/2016 00:25,joy,positive
Investing in girls helps them build better lives and creates a more peaceful and prosperous world for ALL. RT if yo… https://t.co/mweKT8UJeK,11/10/2016 17:05,joy,positive
Just wrapped another great @COVERGIRL shoot. Honored to have the pleasure to announce the very… https://t.co/8vq7UPwKhf,11/10/2016 05:52,joy,positive
There's a few brains I would like to see science dissect after full utilization and @Sia's should be one of them. ILYSM ❤️,10/10/2016 04:29,joy,positive
"Finally, last debate is OCT 19. FIGURE OUT A WAY TO COVER MORE ISSUES. #debate",10/10/2016 02:52,anger,neutral
Twitter world: it's spelled Hillary with 2 L's (but I kinda have no room to talk re typos🙄),10/10/2016 02:43,joy,neutral
YES THIS ⤵️ https://t.co/2VTRjE18I9,10/10/2016 02:39,joy,positive
I'm so glad for #earlyvoting #debates,10/10/2016 02:39,joy,positive
@BetteMidler I'm coming over with a bottle,10/10/2016 02:38,joy,neutral
Make #karlbecker #1 TT if you have a ❤️,10/10/2016 02:38,joy,positive
#KarlBecker,10/10/2016 02:36,joy,neutral
MY HEART GOES ON,10/10/2016 02:34,joy,positive
#DROPTHEMICHRC,10/10/2016 02:30,joy,positive
. @RonanFarrow measly numbers 💅🏼,10/10/2016 02:28,joy,neutral
COME ON WE DONT HAVE TIME TO MISS THIS https://t.co/3ERvxQ29hd,10/10/2016 02:17,joy,neutral
@RonanFarrow GIF u kno,10/10/2016 02:16,joy,neutral
@RonanFarrow this is what the meme was created for 🙌🏼,10/10/2016 02:14,joy,positive
I notice these are not built in mics tonight...PLEASE DROP THE MIC TONIGHT HILL! 🎤⤵️ @HillaryClinton #DROPTHEMICHRC #debates,10/10/2016 02:02,joy,positive
YAS https://t.co/1HamnIK1i8,10/10/2016 01:55,joy,positive
"*teeth, you get it.",10/10/2016 01:50,joy,neutral
WHAT IT MEANS TO SMILE WITH YOUR MOUTH #YOUGOTTHIS https://t.co/QjyReSoivF,10/10/2016 01:49,joy,positive
RT IF YOU ARE YELLING AT THE TV RIGHT NOW. #debates,10/10/2016 01:45,anger,neutral
KEEP THEM NOTES 📝 @HillaryClinton,10/10/2016 01:42,joy,positive
Lol 👏🏼 https://t.co/E4la8PI5Kw,10/10/2016 01:32,joy,positive
#GETTOTHEPOLICIES  https://t.co/1cE23FHqVr,10/10/2016 01:31,anger,neutral
I KNOW #GETTOTHEPOLICIES  https://t.co/Z9O29t0Kyh,10/10/2016 01:27,anger,neutral
"PUSSY, say it!  https://t.co/2dHfe7QVkY",10/10/2016 01:22,anger,neutral
BEST joke of the year https://t.co/Z77g8WC9WC,10/10/2016 01:18,joy,positive
@shannonwoodward beta blockers,10/10/2016 01:14,joy,neutral
SLOW AND STEADY WINS THE RACE. 🐢❤️🙌🏼 #YOUGOTTHISHRC  https://t.co/IXsTRwDw59,10/10/2016 01:04,joy,positive
DON'T SHAKE HIS HAND #debates,10/10/2016 00:55,anger,neutral
"...police reform, gun control, mental health awareness, women's rights &amp; affordable education @HillaryClinton #Debates",09/10/2016 23:49,joy,positive
"Difficult subjects I'd like to hear thoughts on tonight are: national security, climate change, excess incarceration (aka modern slavery)...",09/10/2016 23:49,joy,neutral
...lays out her policies about difficult subjects to an audience that is already preparing a seat at the table for her 🙏🏼,09/10/2016 23:29,joy,positive
My wish for tonight's #Debates is that @HillaryClinton ignores the troll's time-wasting distractions and...,09/10/2016 23:29,joy,positive
"I dare you to stay home from the club tonight and get woke, I am: https://t.co/urCKMJvZfK",08/10/2016 21:01,joy,positive
Gone fishin 🎣 https://t.co/LQS6Z9fNH0,08/10/2016 10:16,joy,neutral
@KatysMyHabibi Nope. I would stay and peacefully protest. 🙏🏼,08/10/2016 08:25,joy,positive
"@sella_sandra it was one of those classic ""celebs should keep their opinion to themselves lols""",08/10/2016 08:04,joy,neutral
"Wait...he is a celeb...so what ur saying is...don't use your voice...BUT run for president! Oh! Got it, thanks ❤️🙌🏼 https://t.co/IvJXAGKsr5",08/10/2016 07:57,joy,positive
"L👀k! I found the new trump campaign clip, watch here: https://t.co/bOeW8CRYIW #happyhalloween? #NSFW",08/10/2016 07:46,anger,negative
"Finally, some light at the end of the tunnel!  https://t.co/GOH9wfzw5v",08/10/2016 07:11,joy,positive
Gay 4 DOLLY! ❤️💛💚💙💜 https://t.co/WFuw4IyXPf,08/10/2016 05:27,joy,positive
@CraigyFerg @RealMattLucas never forget skittles.,08/10/2016 04:07,sadness,neutral
"If you have any more excuses about him after watching this, God have mercy on your soul.  https://t.co/Xi8Xba3ijw",08/10/2016 04:04,anger,negative
Yes! Everyone is getting into formation❗️ https://t.co/K46vKw8AOy,07/10/2016 01:51,joy,positive
@BrunoMars I am ready papi,07/10/2016 01:39,joy,neutral
A visual explanation to what ppl in Florida and surrounding areas are experiencing... 🙁 send them prayers up!   https://t.co/cWxMoVoJxK,06/10/2016 22:56,sadness,neutral
My new president and my new preacher together at last!!! ❤️🙌🏼 https://t.co/PI8D5CfLEz,06/10/2016 22:44,joy,positive
❗️HOLY SHIT❗️ this song by @skottpeace is vibes for days: https://t.co/YjxFCpEuAQ,06/10/2016 08:46,joy,positive
"You hear it as ""excellent"" I hear it as ""egg salad with lint"" 🤔",05/10/2016 23:36,joy,neutral
🎣,05/10/2016 10:25,joy,neutral
. @ferras &amp; I are cadence kweens 👑 cc @jessesaintjohn,05/10/2016 06:51,joy,positive
You know it's a good meeting when you have fomo while just going to the toilet.,05/10/2016 00:19,joy,neutral
"WOAH. Was floored by my bestie @shannonwoodward last night in @WestworldHBO I'm foaming at the mouth for more, questioning everything today😐",03/10/2016 20:31,joy,positive
@jessesaintjohn @SarahHudsonuvs @ferras 🙄,03/10/2016 20:26,joy,neutral
"In a world driven by fear @DollyParton makes me feel safe, pure and simple. ❤️",02/10/2016 08:04,joy,positive
ready for October like https://t.co/thGnDNXJSA,01/10/2016 11:10,joy,neutral
DOPE HABIBI 💊 https://t.co/ZE0QcqJKwm,30/09/2016 19:41,joy,positive
meaningful lyrical connection + bit of math + makes your head bob = 👍🏼 pop song recipe,30/09/2016 07:37,joy,neutral
When you think summer is over but it's still about 90 degrees out here and you need to match the… https://t.co/bbSdnVBuTK,29/09/2016 22:23,joy,neutral
"HOW MANY MORE FUNNY THINGS DO WE HAVE TO DO TO GET YA TO THE POLLS NOV 8TH?!
LOL. But seriously: https://t.co/hv3DTAms4Q #VoteHoney",29/09/2016 19:06,joy,positive
A MUST READ FOR OUR FUTURE: orlandobloom's photo https://t.co/Gu92AvMAep,29/09/2016 06:40,joy,neutral
Is something quite atrocious.   https://t.co/lCaBW3MeAz,29/09/2016 01:58,anger,negative
"Today, on #VoterRegistrationDay, I, @funnyordie and @rockthevote invite you to... #IRegistered https://t.co/6kscHoRa0k",27/09/2016 12:03,joy,positive
From the beginning 👊🏼 https://t.co/JvNAjZZ5jr,27/09/2016 03:09,joy,positive
when* https://t.co/yipPmkadwu,27/09/2016 02:43,joy,neutral
Sleeping for a week now 👋🏼 #debates,27/09/2016 02:41,joy,neutral
. @HillaryClinton 🎤⤵️🎤⤵️🎤⤵️ https://t.co/AOJkDuZwtp,27/09/2016 02:37,joy,positive
OMG THE BIBLE ❗️ https://t.co/eiUdKAkPGO,27/09/2016 02:35,joy,positive
@mrgaryhuang @iamrashidajones this is what this gif was made for BRAVO,27/09/2016 02:29,joy,positive
Is this a comedic episode of Black Mirror or... https://t.co/4HtLoqn1la,27/09/2016 02:27,fear,neutral
This is like watching a frog sitting in water that is boiling slowly... #debates,27/09/2016 02:23,anger,negative
5 minute time out for sure  https://t.co/28HApNqB4i,27/09/2016 02:20,joy,neutral
May I request one with a pitched down pls  https://t.co/C1JQl010mD,27/09/2016 02:18,joy,neutral
". @sallykohn sorry, meditation. I can't even spell anymore #debates",27/09/2016 02:16,joy,neutral
. @sallykohn I'm going straight into a mediation after this.,27/09/2016 02:15,joy,neutral
Must be the prep lol  https://t.co/ds5tG6XjVn,27/09/2016 02:13,joy,neutral
"@sofifii there you are, welcome to the party bb",27/09/2016 02:13,joy,neutral
*sets up catheter to not miss a beat* #debates,27/09/2016 02:08,joy,neutral
It's a #Debates drinking game for sure 🍷🍸🍺🍾 https://t.co/0hjPbm6Yuu,27/09/2016 02:04,joy,neutral
🎤⤵️ https://t.co/bF9IbggO6u,27/09/2016 02:03,joy,positive
I literally just did a dance around the room in my pj's❗️🎤⤵️ https://t.co/DCb4tyk9Zz,27/09/2016 02:02,joy,positive
. @getglucky and Santa is real lol,27/09/2016 01:58,joy,neutral
Buy me something off my amazon prime list  https://t.co/EWenA4cq1F,27/09/2016 01:58,joy,neutral
Yes! 🙌🏼 https://t.co/sG1fVCaT5Z,27/09/2016 01:52,joy,positive
@RonanFarrow genius,27/09/2016 01:32,joy,positive
She's smiling with ease cause #shesgotthis #ImWithHer #debatenight,27/09/2016 01:31,joy,positive
YOU LIVE IN YOUR OWN REALITY 💥💣 #debatenight,27/09/2016 01:24,anger,negative
"TOMORROW, I USE MY BODY AS CLICK BAIT TO HELP CHANGE THE WORLD 👊🏼 https://t.co/1a2GMm6PMi",26/09/2016 21:03,joy,positive
Ready for #mudslingmonday #YOUGOTTHISHRC https://t.co/0lbXPnUKDD,26/09/2016 14:15,joy,positive
@KatyCatKenzie I'm Gaten Matarazzo from ST. TBH.,25/09/2016 07:05,joy,neutral
@fkatwigor yas kween,25/09/2016 07:03,joy,positive
@perryschild thank you for this foto,25/09/2016 06:56,joy,positive
@emilynotchez oh look who's back,25/09/2016 06:52,joy,neutral
@hotxcolds @maddisonxperry more shame. I guess I'll just stop interacting.,25/09/2016 06:49,sadness,neutral
. @akaruikaty cause you can't have fun if you don't feel safe bb 💁🏻,25/09/2016 06:44,joy,positive
". @maddisonxperry !WOMEN'S! calm down, I scored an 99. (room to grow 💅🏼)",25/09/2016 06:42,joy,positive
"@Chillinlaidback oh yeah add better education initiatives &amp; affordable schooling, obvi I would have benefited from that as per my typo's 😑",25/09/2016 06:38,sadness,neutral
. @maddisonxperry oh I forgot mental health awareness❗️🙇🏻‍♀️🙇🏼❤️,25/09/2016 06:35,joy,positive
". @maddisonxperry national security, gun control, police reform, excess incarceration and woman's rights❗️👊🏼📚",25/09/2016 06:30,joy,positive
"I agree w/all besides part about the intentions of both candidates. Well spoken KKW, we must feel safe to ask❓'s 👏🏼! https://t.co/Td5XEoHgpL",25/09/2016 04:31,joy,positive
"AYE, ERRYONE! LISTEN TO THIS CHUNE! (gonna sprain a hip at some point this weekend👣💃🏻👣) https://t.co/IpwrqGTYqZ",23/09/2016 23:42,joy,positive
❤️when you find your prince❤️ @ Shanghai Disneyland Park https://t.co/ObMuM96RxV,23/09/2016 13:35,joy,positive
Zuck &amp; Chan for prez 2024! 🙌🏼 ❤️,21/09/2016 22:27,joy,positive
@ChrisAnokute @zaralarsson been watching it from fetus 👀❤️,21/09/2016 22:16,joy,positive
Dose me bb https://t.co/PQizdxGN7o,21/09/2016 22:14,joy,neutral
🎣,21/09/2016 05:10,joy,neutral
tbh shakespeare 🎭  https://t.co/cbegran1Nh,20/09/2016 20:24,joy,neutral
so. ready.  https://t.co/jScELN4PoA,20/09/2016 07:26,joy,positive
my body is a temple 🍬⛪️🍬 https://t.co/V5HDQG0kxG,19/09/2016 22:10,joy,neutral
@BeyElite it's called calling bs 💅🏼💅🏼💅🏼,18/09/2016 08:02,anger,negative
@kuntyewest needs a chiroprac -gma perry,18/09/2016 07:57,joy,neutral
@KATYPERRYRISES soon I'm on 9%,18/09/2016 07:56,joy,neutral
@godneybjs see you at my show 2K17😘,18/09/2016 07:54,joy,positive
