tweet,date_time,real_distilbert_sentiment,real_sentiment
"#PurposeTour stadiums. Let's go!! Tix on sale Friday 
https://t.co/0ee1u1jNsT https://t.co/FPKXf8J2ae",05/12/2016 17:53,joy,positive
Make sure to watch for major tour announcement :) https://t.co/DCWfOMcPQx,05/12/2016 00:45,joy,positive
Tomorrow @TheEllenShow :) https://t.co/Wc38RHSq2Z,04/12/2016 23:00,joy,positive
Download @bestfiends FOREVER for free and help to #endAIDS with @RED and @AppStoreGames https://t.co/6AZuIN0MC9… https://t.co/QBS9hUNQEr,04/12/2016 17:01,joy,positive
Get @bestfiends for free from https://t.co/y3yApdlFSq and help to #endAIDS with @RED and @AppStoreGames… https://t.co/pGM6zOp41S,03/12/2016 18:34,joy,positive
LA tonight,03/12/2016 03:34,joy,neutral
See u tonight @iHeartRadio #KIISJingleBall,02/12/2016 17:37,joy,positive
Sorry I missed #LOS40MusicAwards. Thanks @Los40_Spain and my beliebers for best international album :) #Purpose,02/12/2016 01:43,joy,positive
"#PurposeTour merch now at @HM
https://t.co/mamW0HqJBe #PurposeTourxHM https://t.co/S0zwP7952V",01/12/2016 18:48,joy,positive
Thank you Europe,30/11/2016 03:29,joy,positive
"Final Europe show in London tonight. It's been incredible. Thank you .
#PurposeTour",29/11/2016 11:12,joy,positive
Good meeting you. Great guy right here https://t.co/SQAUVSDjpV,29/11/2016 11:10,joy,positive
Thanks dad not bad genes #biebergenes https://t.co/m6ariqtwIW,28/11/2016 20:13,joy,positive
London #PurposeTour,28/11/2016 15:31,joy,neutral
"New #PurposeTourMerch for the holidays
https://t.co/y8sxm6dXRC https://t.co/1Wg318EanM",25/11/2016 00:38,joy,positive
Young Cruz! Great job buddy #hometomama https://t.co/A7IvKhpQWE,22/11/2016 08:00,joy,positive
Great day https://t.co/7ePUiVugUC,22/11/2016 07:57,joy,positive
The man https://t.co/REORbMikSd,22/11/2016 07:57,joy,positive
Thank you https://t.co/bEa1yGpVCZ,22/11/2016 07:56,joy,positive
Please help #BRINGCHARLIEHOME https://t.co/QhmWKEDskN https://t.co/n9s5yGrQPi,18/11/2016 20:29,joy,positive
:) https://t.co/6lZQhLgt97,18/11/2016 04:50,joy,positive
#7YearsofMyWorld https://t.co/cSYIiTfGj0,17/11/2016 18:40,joy,positive
Thank you https://t.co/oSww7fBGk7,16/11/2016 00:40,joy,positive
Thank you for tonight Germany. #PurposeTour,15/11/2016 00:03,joy,positive
#PurposeSingles https://t.co/MdXfZgYG9r,13/11/2016 17:06,joy,positive
#PurposeSingles stickers. Thank u @Twitter https://t.co/1VDgGYrZVD,13/11/2016 17:03,joy,positive
1 year of #Purpose... thank u. Limited edition #PurposeSingles box up for pre-order https://t.co/FThDtluVBh https://t.co/yLvEVHXqAK,13/11/2016 17:02,joy,positive
Be kind to each other,12/11/2016 14:54,joy,positive
#PurposeTour Prague tonight,12/11/2016 14:54,joy,neutral
Congrats on the award bro. Making a change https://t.co/bIcP61lHzH,12/11/2016 14:52,joy,positive
Thank u for always being there https://t.co/ln8e7JeG3H,07/11/2016 02:16,joy,positive
Everyone have a great weekend,04/11/2016 17:29,joy,positive
Song with u and @VicMensa is 🔥. Congrats @yomoxie https://t.co/n6qVFqJNNf,04/11/2016 17:28,joy,positive
Not about the awards but thank u https://t.co/daPQJV3mvg,02/11/2016 16:26,joy,positive
https://t.co/qjTX05wlKG,30/10/2016 23:54,joy,neutral
These guys are on tour with me killing it. Happy for them https://t.co/AfDbmFqwxf,27/10/2016 19:24,joy,positive
Thanks #AMAs. Vote https://t.co/B5hik3LkgM https://t.co/yUrQQAL7jU,25/10/2016 22:08,joy,positive
Latin America we’re coming. #PurposeTour register for pre-sale https://t.co/xwzSPWqdja https://t.co/PaomoZ9WKI,25/10/2016 21:16,joy,positive
Another one. #PurposeTourManchester,20/10/2016 17:53,joy,neutral
Congrats Martin. My guy. Great people and super talented. https://t.co/BgLEm64TrT,20/10/2016 17:52,joy,positive
@JBCrewdotcom I am,20/10/2016 17:49,joy,neutral
One of the best ever. #PurposeTour,20/10/2016 17:49,joy,positive
I want to see the new @KevinHart4real movie #WhatNow - congrats Kev. Everyone let me know how it is,20/10/2016 17:48,joy,positive
See u at #iHeartJingleBall https://t.co/8DnqZ4L2Br https://t.co/n4ajWnzYg6,17/10/2016 19:13,joy,positive
New collection of #PurposeTour merch available now at @pacsun https://t.co/lT4kNEpAQ7 https://t.co/fsKAvWWsTJ,15/10/2016 16:08,joy,positive
Great night.  See you again tomorrow London,15/10/2016 02:10,joy,positive
Happy birthday @Usher !!!,14/10/2016 09:58,joy,positive
All new #PurposeTour swag https://t.co/nJeRpayO1M https://t.co/q60ACJ03d2,12/10/2016 22:06,joy,positive
#PurposeTour in #mycalvins https://t.co/FahXxb3JsL,12/10/2016 22:05,joy,positive
#ARIASJUSTINBIEBER https://t.co/YUoOPoPe6T,12/10/2016 22:04,joy,positive
Today https://t.co/0NrAeS9P3C,12/10/2016 12:05,joy,neutral
OZ/NZ #PurposeTour shows on sale now https://t.co/lDlXpcS1GM https://t.co/W70SkEzDnq,12/10/2016 05:01,joy,positive
On my way to the O2 #PurposeTour,11/10/2016 16:17,joy,neutral
UK. #PurposeTour merch is now at @Selfridges https://t.co/CLEDgQQ3uj https://t.co/56v7e8sRvO,11/10/2016 16:16,joy,positive
London in next #PurposeTour,10/10/2016 13:49,joy,neutral
@R1Breakfast no I haven't,10/10/2016 13:47,joy,neutral
@LatinAMAs gracias,07/10/2016 06:04,joy,positive
#PurposeTour OZ/NZ @Bkstg pre-sale is now live https://t.co/A67rJosbBI https://t.co/TBXt17ZowX,06/10/2016 01:02,joy,positive
Proud of my buddies https://t.co/4vc0qfmSyA,05/10/2016 23:50,joy,positive
Great show https://t.co/jgtRbU4RHC,05/10/2016 23:29,joy,positive
"Listen to Illuminate (Deluxe) by Shawn Mendes on @AppleMusic.
https://t.co/vXuOt3pYgn",05/10/2016 11:25,joy,positive
Shawn Mendes voice makes me smile. Truly a gift to be able to move peoples emotions through songs!So proud of you brother!Great album!,05/10/2016 11:22,joy,positive
Go get #illuminate @ShawnMendes,05/10/2016 11:21,joy,positive
Australia and New Zealand. Bringing #PurposeWorldTour and my bro @MartinGarrix in March https://t.co/lDlXpd9Cyk https://t.co/AKgkj5ervE,03/10/2016 14:01,joy,positive
This is important. A friend showed me this. I'm going to be talking more about this. We all need to pay attention https://t.co/u4tzbEkFo5,02/10/2016 20:46,fear,neutral
Thanks https://t.co/PCVq22Gwhn,02/10/2016 20:44,joy,positive
Thank you 🇩🇰 #PurposeTour,02/10/2016 20:44,joy,positive
Tomorrow #whereareunowOZNZ https://t.co/wXCUiFQ4Rc,02/10/2016 16:48,joy,positive
Right now at storm. #PurposeTour Copenhagen pop up https://t.co/a64IKtAYO3,30/09/2016 14:43,joy,neutral
Do you have this? https://t.co/aILDyJMaQ9,30/09/2016 06:02,joy,neutral
@MartinGarrix don't sleep,30/09/2016 06:01,joy,neutral
Oz and New Zealand dates next week #PurposeTour,30/09/2016 05:58,joy,neutral
Who has #PurposeTour merch??,30/09/2016 05:57,joy,neutral
Sweden 🇸🇪 #PurposeTour,30/09/2016 05:55,joy,neutral
My dad is using https://t.co/ovRcmcIh4f to protect my brother and sister on the internet. Check it out and protect your family :),29/09/2016 15:37,joy,positive
I love Europe,29/09/2016 01:49,joy,positive
My favorite video on the internet 😂😂😂😂😂😂😂😂 https://t.co/oJOqMMyNvw,27/09/2016 20:04,joy,positive
@VicMensa thanks,27/09/2016 20:02,joy,positive
I'm Canadian and I stay out of this stuff but I live in the us and this is important. Register. https://t.co/t9PD9L7984,27/09/2016 20:02,fear,neutral
I love Beyoncé https://t.co/UpnxUh3QTi,27/09/2016 20:00,joy,positive
@SB_Projects but me first 😂😂.  Naw Marty first,27/09/2016 20:00,joy,neutral
Vic just opened for me on tour. Great guy. This is a cool doc https://t.co/u2svF68Txg,27/09/2016 19:56,joy,positive
#PurposeCopenhagenPopup https://t.co/meONhcgrVm,26/09/2016 21:12,joy,neutral
#PurposeTourChildren Europe. Let me see what u got https://t.co/VL2RlXVPMA,23/09/2016 17:21,joy,positive
PARIS https://t.co/XZ45gSiLEy,19/09/2016 16:07,joy,neutral
#PurposeParisPopup https://t.co/65lA3wtChm,19/09/2016 14:45,joy,neutral
Congrats to the team https://t.co/tIyzcugFAY,19/09/2016 04:47,joy,positive
Germany shows have been incredible. Thank you. #PurposeTour,19/09/2016 04:47,joy,positive
@thatrygood @Usher 😂😂😂,17/09/2016 04:34,joy,positive
. @thatrygood is all about a little usher on Friday nights. Watching https://t.co/P6YeHVs7x1,17/09/2016 04:31,joy,neutral
Get big bro @usher's album. Tell me is 🔥🔥🔥 https://t.co/pKH83naVxc,16/09/2016 20:59,joy,positive
"Been waiting for this one. Congrats on #HardIILove @Usher! 
iTunes: https://t.co/yCQLvqnG2M
Spotify: https://t.co/HVqgjvNBxk",16/09/2016 20:58,joy,positive
"Go out and get @Usher's #HardIILove album. Out now!  https://t.co/1TmL0ijULS
iTunes: https://t.co/yCQLvqnG2M",16/09/2016 20:57,joy,positive
Thank you Germany https://t.co/5pVsOpE0VI,16/09/2016 20:56,joy,positive
Thank you Germany. Amazing show. What will use our voices for when the time comes? Proud of tonight. Amazing. #PurposeTour,16/09/2016 20:56,joy,positive
Posty  https://t.co/Cz3XusbUT5,16/09/2016 20:54,joy,neutral
"This guy has always been there for me in my hard times. Help me support him and get this album! https://t.co/1TmL0ijULS
@Usher we got you",16/09/2016 05:41,joy,positive
@Usher got you bro,16/09/2016 05:40,joy,positive
#PurposeTour in Europe is real. Thank you,16/09/2016 05:37,joy,positive
"#ColdWater dance video
@MAJORLAZER @MOMOMOYOUTH
https://t.co/JhRFCQ7nST",15/09/2016 21:11,joy,positive
#Justmoji is available on the @AppStore for iMessage #iMessageApps https://t.co/iM63PrCy7L,15/09/2016 21:07,joy,positive
"Miami. New Years Eve 2017 
https://t.co/J1li1LyNlt https://t.co/g6BeOQZcTx",15/09/2016 21:06,joy,positive
https://t.co/rth54lcP4N,13/09/2016 00:04,joy,neutral
This kid  https://t.co/9Fnc089Rq5,10/09/2016 14:03,joy,positive
Iceland I love you. Thank you,10/09/2016 14:01,joy,positive
Me and @postmalone. Deja Vu https://t.co/hFI8Ti1IGO https://t.co/6lbtcqfD0x,09/09/2016 15:36,joy,positive
Wish I could've been there @majorlazer https://t.co/vUrl7qTtWq,09/09/2016 15:35,joy,positive
"#coldwater remixes 
https://t.co/oHOKUbyt8a https://t.co/8d9QReHZNC",09/09/2016 15:34,joy,positive
#coldwater on sale this week only https://t.co/MGd44V9M2z,09/09/2016 15:34,joy,positive
"#Justmojis brought to life
https://t.co/WkK8rxl5ts https://t.co/AR0Tbrngay",02/09/2016 22:26,joy,positive
6 days until #PurposeTour is back. First stop Iceland,02/09/2016 09:59,joy,positive
Big brother life,02/09/2016 09:59,joy,neutral
Damn big bro @Usher killin it on @BBCR1 right now. #livelounge . Always support eachother :),02/09/2016 07:16,joy,positive
Just want to make people smile. And teach them the perfect squat,01/09/2016 09:24,joy,positive
Lol https://t.co/yUb3mzwj2v,01/09/2016 09:24,joy,positive
Thanks :)  https://t.co/VGNvBmTukS,01/09/2016 09:22,joy,positive
I don't usually get nervous but tonight I was thrown off and I was. Sorry about that. Really wanted to be my best. Hope u all had fun,01/09/2016 09:22,sadness,neutral
Still no Instagram it was an accident,29/08/2016 16:25,joy,neutral
Big bro got a film this Friday. Congrats @Usher . #HandsOfStone https://t.co/GExObBhT2a,22/08/2016 19:04,joy,positive
Should I or shouldn't I?,22/08/2016 19:02,joy,neutral
Loving london,22/08/2016 19:01,joy,positive
@vfestival night 2,21/08/2016 15:10,joy,neutral
Hitting that London spot but need that Japan https://t.co/uWg9HwW3Do,21/08/2016 15:09,joy,neutral
Like I said. Love wins,21/08/2016 00:14,joy,positive
Thank you v fest. Night one was real. https://t.co/DwhbWWqBC7,21/08/2016 00:14,joy,positive
Sick!!!! Big bro for the win https://t.co/AqfgymmMeD,21/08/2016 00:13,joy,positive
See you this weekend @vfestival,17/08/2016 02:40,joy,positive
Thank you  https://t.co/Qr15BId43b,17/08/2016 02:39,joy,positive
I love Tokyo,13/08/2016 14:00,joy,positive
. @pattiemallette listen to my mom. I only have Twitter Facebook and Instagram right now. If I reopen my snapchat I will tell u.,13/08/2016 14:00,joy,neutral
https://t.co/B6g4eFTpRH,10/08/2016 16:01,joy,neutral
"#LetMeLoveYou @djsnake 
https://t.co/aeiYZViAza https://t.co/Inac04la9f",08/08/2016 23:05,joy,positive
Check out this cover of #LetMeLoveYou by my friend @MaiaMitchell https://t.co/ZQFKOMfSlK,08/08/2016 17:48,joy,positive
Get #ColdWater and #LetMeLoveYou now,08/08/2016 16:50,joy,positive
@BigTop40 #1 and #2. Thanks,08/08/2016 16:50,joy,positive
Dope. Big bro @Usher #NoLimit https://t.co/2N8fExWhTQ #newvideo,08/08/2016 16:46,joy,positive
#PurposeTokyoPopup https://t.co/oaYYd5JDLu,08/08/2016 01:01,joy,neutral
@elvisduran happy bday,05/08/2016 20:25,joy,positive
#coldwater now #LetMeLoveYou ... You're welcome,05/08/2016 08:19,joy,positive
#TeenChoice thank you. Thanks to everyone involved. Beliebers I love you.,01/08/2016 08:39,joy,positive
Thanks to everyone who supported me at #TeenChoice tonight. Love to everyone involved,01/08/2016 00:56,joy,positive
#PurposeTourMerch @UrbanOutfitters now https://t.co/OdMeYF6Jhl,29/07/2016 22:41,joy,positive
#ColdWater https://t.co/poT186yzoD,29/07/2016 22:34,joy,positive
#ColdWater https://t.co/PtxfftkH5A https://t.co/vD0feGcQhO,29/07/2016 19:17,joy,positive
#StreamColdWater on @Spotify to unlock a video https://t.co/OGOAyWNOKI,28/07/2016 17:10,joy,positive
#ColdWater #1 on @Spotify. Thank you https://t.co/w7KK3JDr2g https://t.co/4EPT28g6MX,26/07/2016 18:11,joy,positive
#ColdWater #ColdWater #ColdWater #ColdWater #ColdWater #ColdWater https://t.co/QjkQzuGPpQ,25/07/2016 16:50,joy,positive
Thank you. #ColdWater  https://t.co/2JUbgCG0no,25/07/2016 16:49,joy,positive
#COLDWATER https://t.co/7GqyTYmCjn.,23/07/2016 18:37,joy,positive
#ColdWater https://t.co/5Y4XQy7qO1,22/07/2016 19:43,joy,positive
Thanks for making #ColdWater #1 in the world. Let's keep it there :) @MAJORLAZER @MOMOMOYOUTH @ItsBennyBlanco @scooterbraun @edsheeran,22/07/2016 19:42,joy,positive
Gucci! #ColdWater https://t.co/9INWhGKcRW,22/07/2016 19:40,joy,positive
Dope fan art. #ColdWater https://t.co/TYMgvltRlf,22/07/2016 19:39,joy,positive
"#ColdWater on @Spotify 
https://t.co/w7KK3JV2qQ",22/07/2016 04:53,joy,positive
"Get #ColdWater on @AppleMusic
https://t.co/MGd44V9M2z",22/07/2016 04:37,joy,positive
#ColdWater1HOUR https://t.co/XPkKWJ1iSr,22/07/2016 03:00,joy,positive
#ColdWater2HOURS https://t.co/1k4sdp1qpp,22/07/2016 02:00,joy,positive
#ColdWater3HOURS https://t.co/GT5a1ZEIT0,22/07/2016 01:01,joy,positive
#ColdWater4HOURS https://t.co/gWoaCPsBPY,22/07/2016 00:03,joy,positive
Almost time #ColdWater https://t.co/DNrmxUbE51,21/07/2016 23:23,joy,positive
New single tonight. #coldwater https://t.co/ElHFNO0Vw1,21/07/2016 14:57,joy,positive
#ColdWater2Days,21/07/2016 03:08,joy,positive
"If you feel you're sinking, I will jump right over, into cold, cold water for you https://t.co/q0LIdDX34S",20/07/2016 19:00,joy,positive
#ColdWater2Days https://t.co/8m1bIqldSZ,20/07/2016 18:09,joy,positive
Last show of the first leg of #PurposeTour tonight. 48 hrs left to get the stage collection https://t.co/y8sxm6vyJa https://t.co/XeukBZZQya,19/07/2016 20:27,joy,positive
#ColdWater3Days https://t.co/FgI0tpJ3gs,19/07/2016 17:47,joy,positive
7 years later and ready again. Thank you https://t.co/dSF2pOTozm,18/07/2016 19:17,joy,positive
#ColdWater4Days https://t.co/6SEM8jtFB4,18/07/2016 17:29,joy,positive
Msg tomorrow,18/07/2016 04:51,joy,neutral
#ColdWater5Days https://t.co/6fIr6begSe,17/07/2016 20:02,joy,positive
#ColdWater6Days https://t.co/zECm2xcmQH,16/07/2016 18:57,joy,positive
#ColdWater7Days @MAJORLAZER https://t.co/sYMjoCQ8vl,15/07/2016 23:13,joy,positive
These are the moments I live for!!! https://t.co/vXxXArdv78,15/07/2016 02:52,joy,positive
https://t.co/ZWMJvhasht,15/07/2016 00:31,joy,neutral
Nyc https://t.co/QgnO1CJfGl,15/07/2016 00:31,joy,neutral
#PurposeMerch coming to @barneysny soon https://t.co/uPHHmwV20d,13/07/2016 22:40,joy,positive
#coldwater new single with @MAJORLAZER next Friday https://t.co/zcSowOsqGf,13/07/2016 14:43,joy,positive
I love this #PurposeTour . Thanks to everyone who has been a part of it so far,13/07/2016 14:41,joy,positive
??? https://t.co/ZWMJvhasht,13/07/2016 14:37,joy,neutral
Great show. Thank you,11/07/2016 05:09,joy,positive
The championship :) https://t.co/9IQ78JaBZy,10/07/2016 21:09,joy,positive
@neymarjr where u at?? Lol,10/07/2016 19:16,joy,neutral
Getting in the championship before the championship ⚽️,10/07/2016 19:15,joy,neutral
@ToriKelly you have a special gift. God bless,10/07/2016 19:15,joy,positive
Praying for everyone today. #love,08/07/2016 16:40,joy,positive
#countdown #coldwater #2weeks  @MAJORLAZER and me,08/07/2016 16:34,joy,positive
#coldwater 2 weeks. @MAJORLAZER @diplo let's go. And for those asking written with  @ItsBennyBlanco and @edsheeran. He ain't on it.,08/07/2016 16:34,joy,positive
Last call #PurposeTour merch. 24 hrs left https://t.co/ZXLGuwusLr https://t.co/308PAK18vd,06/07/2016 20:00,joy,positive
Great day,05/07/2016 04:38,joy,positive
Miami #PurposeTour,02/07/2016 18:03,joy,neutral
Happy Canada Day! https://t.co/c57EHLLjad,01/07/2016 13:49,joy,positive
"#coldwater coming this month. Me, @MAJORLAZER @ItsBennyBlanco @edsheeran 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",01/07/2016 13:47,joy,positive
Tomorrow. Miami https://t.co/PYqqOtpqQw,01/07/2016 05:47,joy,positive
Thank you for tonight. Don't ever be afraid to be yourself. #OrlandoStrong https://t.co/ezvQT2g4nk,01/07/2016 05:47,joy,positive
@kanyewest congrats on adidas my guy,01/07/2016 05:46,joy,positive
Team sexy  https://t.co/zYHfDSHJyS,01/07/2016 05:46,joy,positive
My guy @HollyHamy  https://t.co/fCme3uC1Lc,30/06/2016 23:37,joy,positive
We back. New #PurposeTour merch available now https://t.co/ZXLGuwusLr https://t.co/bjRq7YEgcE,30/06/2016 21:32,joy,positive
Up next.... #OrlandoStrong #PurposeTour,30/06/2016 14:42,joy,positive
Miami pop up store opens tomorrow. #PurposeTourMerch https://t.co/xgV1fFSArI,30/06/2016 14:42,joy,positive
https://t.co/y8sxm6vyJa,30/06/2016 14:40,joy,neutral
Europe #mycalvins. @calvinklein is giving away #PurposeTour Berlin + London tix https://t.co/OhgcftOw1I https://t.co/psaLN4TTlF,29/06/2016 18:13,joy,positive
Miami #PurposeTourAlchemist https://t.co/Jc2h6yY4iM,28/06/2016 17:46,joy,neutral
Nashville that was one of the best shows yet. #PurposeTour,28/06/2016 04:21,joy,positive
New #Justmojis for the 4th even tho I'm Canadian lol 🇺🇸🇨🇦  https://t.co/d3N0mzAcWC https://t.co/YQPkJWrPsX,28/06/2016 04:11,joy,positive
My bro @JBALVIN got a new album. Get that. Congrats my friend,24/06/2016 16:01,joy,positive
Out here,24/06/2016 16:01,joy,neutral
I need to see #FindingDory,18/06/2016 17:57,joy,neutral
She made my wish https://t.co/DN23oHwTjs,18/06/2016 17:56,joy,positive
I'm a cat. I got 9 lives. Lol https://t.co/9LMEl5eHGc,18/06/2016 17:55,joy,positive
Happy birthday scoot. He is gettin old. @scooterbraun u are lucky u married a Canadian ;),18/06/2016 17:11,joy,positive
Happy #FindingDory day @TheEllenShow,17/06/2016 21:49,joy,positive
If you don't have the #purpose album by now... What are you doing? https://t.co/ofl8ZuzdkH,17/06/2016 21:09,joy,neutral
Here is the video for @usher. Got u bro. https://t.co/2QBre6r0Ye #crash,17/06/2016 21:00,joy,positive
@DJTayJames got a new tape. Get it.,17/06/2016 20:52,joy,positive
New big bro. New @usher! #crash https://t.co/JEa6k2TBav,17/06/2016 20:51,joy,positive
😂😂😂 @KevinHart4real @JKCorden https://t.co/kxo3M5SJkF,17/06/2016 04:54,joy,positive
Great show tonight. #PurposeTour,17/06/2016 04:53,joy,positive
Fashion week Italy https://t.co/ET23uriIZs,16/06/2016 18:36,joy,neutral
For all those asking no I won't cancel the Orlando show. I stand with Orlando in support. Love you Orlando! #OrlandoStrong,16/06/2016 18:35,joy,positive
Glad to be back out here performing. #purposetour,14/06/2016 16:46,joy,positive
Glad I met you https://t.co/k6jyMoAxUZ,14/06/2016 16:44,joy,positive
Yes https://t.co/E4JsFJVM1a,14/06/2016 16:43,joy,neutral
#Justmoji on all android phones https://t.co/HMPzHpZwti https://t.co/7g0jmF3a0J,11/06/2016 01:09,joy,positive
https://t.co/P2RDiS5bsD,11/06/2016 01:08,joy,neutral
#Justin4MMVA,11/06/2016 01:07,joy,positive
"#PurposeTour back tomorrow in Winnipeg
https://t.co/f4sfIpODMN",11/06/2016 00:52,joy,positive
Hello https://t.co/wkNe8HcDrH,10/06/2016 06:27,joy,neutral
Congrats big bro. I see no limit too https://t.co/t3GSvVpFoi,10/06/2016 05:33,joy,positive
@thatrygood let's go! #Justmoji,10/06/2016 05:31,joy,positive
#CompanyMusicVideo  https://t.co/tqaw4skf1p https://t.co/ggq4FSeyRz,08/06/2016 16:08,joy,positive
#CompanyMusicVideo https://t.co/tqaw4skf1p,08/06/2016 16:06,joy,positive
https://t.co/mHG09wLvlQ. #CompanyMusicVideo,08/06/2016 16:06,joy,neutral
#CompanyMusicVideo today https://t.co/VSQTCW9Cx6,08/06/2016 15:44,joy,positive
#company video tomorrow https://t.co/5TX3T4GZcu,08/06/2016 02:49,joy,positive
Great day,05/06/2016 05:35,joy,positive
Say happy birthday to my pops! @JeremyBieber happy birthday!,05/06/2016 05:30,joy,positive
"Go get it. If you want to see the new hair. #Justmoji Justmoji by Kapps Media, LLC.
https://t.co/h7pxjRTO7K https://t.co/1KEYxRSwWj",04/06/2016 02:20,joy,positive
Tomorrow #OVOSoundRadio @Drake https://t.co/vlS4lRaL6c,03/06/2016 22:26,joy,positive
@BigBoy @kanyewest new song is 🔥🔥 https://t.co/LUqHXTU4Wx,03/06/2016 22:01,joy,positive
Love me some country. Congrats guys. @DanAndShay #OBSESSED  https://t.co/XKlJ9dF4Dx,03/06/2016 22:01,joy,positive
#justmoji ----&gt; https://t.co/TFd93qlnqi,03/06/2016 14:11,joy,positive
My #justmojis come out tomorrow @AppStore,03/06/2016 01:02,joy,positive
https://t.co/BcZPnjFqx3,30/05/2016 17:22,joy,neutral
Happy birthday @JazmynBieber! Your big brother loves you. #HappyBirthdayJazmynBieber,30/05/2016 14:10,joy,positive
Congrats to my brother @LewisHamilton on an amazing victory https://t.co/NT6uYbUxBZ,29/05/2016 15:03,joy,positive
On an adventure,28/05/2016 06:53,joy,neutral
#wedontsteal @Skrillex @bloodpop #sorry :) https://t.co/57rNU274Up,28/05/2016 01:08,joy,positive
PURPOSE https://t.co/ZWMJvhasht,27/05/2016 01:21,joy,neutral
Great times @MartinGarrix #realfriend,26/05/2016 16:55,joy,positive
Of course. It's the wedding song. Nice job fellas https://t.co/CxiZ1n6G2r,26/05/2016 16:54,joy,positive
Thanks @TeenChoiceFOX https://t.co/bXYG9MPKKo https://t.co/YfBqrKGFPk,25/05/2016 23:09,joy,positive
Road trip with @MartinGarrix and @RoryKramer https://t.co/5APHd7gVvf,25/05/2016 05:26,joy,positive
Happy. Just being honest,24/05/2016 06:46,joy,positive
Thank you.,23/05/2016 05:26,joy,positive
Showtime #BieberOnBBMAs,23/05/2016 00:30,joy,positive
This video is funny @awkwardpuppets @lelepons https://t.co/Ank64HePz6,22/05/2016 19:08,joy,positive
#Purpose 4x platinum in Canada. Thanks for the hard work team @umusic https://t.co/iJKeFf5YEH,20/05/2016 00:21,joy,positive
1 day left to get ur #PurposeTour merch https://t.co/ZXLGuwusLr,18/05/2016 21:33,joy,positive
Today. #PopUpStore #PurposeTourToronto https://t.co/vgP2Q8u4a5,18/05/2016 14:46,joy,neutral
Tomorrow. Toronto. https://t.co/zWubYHdiNH,17/05/2016 13:59,joy,neutral
@diplo @MAJORLAZER it's happening,17/05/2016 13:58,joy,positive
Toronto exclusive Merch this week https://t.co/TtWflbfTe9,16/05/2016 18:51,joy,neutral
@diplo when are we bringing this new music?,16/05/2016 15:38,joy,neutral
