tweet,date_time
"Kickin Awf the @MTV #VMAs Sun at 9PM! Thank you for this 🎨 in honor of the #VMAs2016 era @pandagunda! #RiRiVanguard
https://t.co/sEpgVVVfcz",27/08/2016 04:37
#VMAs #RiRiVANGUARD https://t.co/q4LylRE3Ly,26/08/2016 21:02
COMING SOON! My #FENTYXPUMA debut collection drops September 6. https://t.co/qTy5hbMgyV,22/08/2016 14:09
Headlining day 1 of @MIAFestival! Who’s comin to Philly wit me for #MadeInAmerica? Tix: https://t.co/tP2CjWCfeF https://t.co/NJi4LBDUr2,16/08/2016 02:25
Honored to take the #VMAs stage as your video #VANGUARD award recipient LIVE from NYC on August 28! https://t.co/Yk0RMH2ODr,11/08/2016 16:00
#SEPTEMBERissue @Wmag cover on stands first in LA and NYC today. https://t.co/kFzU3JD7zH,09/08/2016 16:00
My #FENTYXPUMA FUR SLIDE is back in stock plus all new GREY color way! Get it now: https://t.co/GAkFFgYA0O https://t.co/9c3QvJYLJJ,05/08/2016 14:01
"#BTS with #RIRICRUSH! My Caribbean ladies get it first! Available now in the Caribbean, in the US Aug.15th https://t.co/f5N7JlA7cb",03/08/2016 16:02
#MALMO tonight we back for the #ANTIWORLDTOUR!! Can't wait to party with y'all!,02/08/2016 17:06
So excited to be a part of @GlblCtzn's hard work to better our world! Take action to see me at the #GCFestival 9/24: https://t.co/mxJSL0oLZP,01/08/2016 18:01
Can't wait to check in @InsideBates https://t.co/F9MPPLlSX1,29/07/2016 11:32
Get the brand new #CAMOCREEPER now here --&gt; https://t.co/GAkFFgYA0O https://t.co/qqRSya6zGj,28/07/2016 14:18
Thank you @MTV for 4 nominations for this year's #VMAs!! Navy you can click here to Vote now--&gt; https://t.co/A7YcJTMiHv,27/07/2016 17:38
#RIHANNADIOR sunglasses in stores now! https://t.co/JctywWQ370 https://t.co/INcKs9iJDn,25/07/2016 14:27
Parisian navy! SO excited to share my pop up shop w/ you @coletteparis! New #ANTIWORLDTOUR merch &amp; all things #FENTY https://t.co/oxIORusK9q,23/07/2016 21:35
Join me and the @weareheremvmt in demanding change. Sign the petition to make your voice heard: https://t.co/yShM3Zqc5y #23Ways,14/07/2016 16:56
Thank you for all the love and support on the road! #ANTIWORLDTOUR #Navy 🎈⚓ https://t.co/nD8Irpxik1,14/07/2016 11:40
Making of #SLEDGEHAMMERVIDEO is also on @TIDALHiFi https://t.co/3lO04c5lhH @StarTrekMovie @floriamamaroma,11/07/2016 17:05
#BTS on set of #SLEDGEHAMMERVIDEO on @VEVO! https://t.co/m0q0tnWrTI @StarTrekMovie @floriamamaroma,11/07/2016 16:01
Why I love @startrekmovie in 50 seconds! #Sledgehammer https://t.co/XiRrLke0M0,09/07/2016 12:48
watch the full #SLEDGEHAMMERVIDEO from @StarTrekMovie on @VEVO and @TIDALHiFi! NOW! 🔨🖖⚓ https://t.co/lrPr0mEDoE,30/06/2016 19:31
#SLEDGEHAMMERVIDEO out now!! Watch on @TIDALHiFi —&gt; https://t.co/kftdagqHuA @startrekmovie https://t.co/AhycRE55ae,30/06/2016 14:32
#SLEDGEHAMMERVIDEO out now!! Watch on @VEVO —&gt; https://t.co/Tw6a5iYvUO @startrekmovie,30/06/2016 14:02
#SLEDGEHAMMERVIDEO out now in #IMAX and premieres in 1 hour on @VEVO and @TIDALHiFi!! https://t.co/DhVZqRs5aH,30/06/2016 13:03
#SLEDGEHAMMERVIDEO tomorrow! 1st ever #IMAX music video debut at 9AM EST then watch @TIDALHiFi &amp; @VEVO at 10AM EST! https://t.co/uaupAsd1WG,29/06/2016 19:39
#SLEDGEHAMMERVIDEO tomorrow. @StarTrekMovie https://t.co/s098yzj8Hk,29/06/2016 17:00
#MadeInAmerica tickets on sale now!! https://t.co/tP2CjWCfeF @MIAFestival,27/06/2016 16:02
"#Sledgehammer out now from @startrekmovie!

TIDAL --&gt; https://t.co/vtuyr9GxWV
Download --&gt; https://t.co/iFMQkXwmCG https://t.co/EoUsKJkSX1",27/06/2016 14:55
"#SLEDGEHAMMER @StarTrekMovie fans, be up tomorrow by 8am EST for a special premiere! 🖖 https://t.co/5ANOYlE4ba",26/06/2016 18:46
@AdoringRihanna thanks for coming!! Hope you had a blast.,22/06/2016 00:54
So hype bout headlining @MIAfestival Labor Day weekend!! See you soon Philly! #MadeInAmerica https://t.co/xysPvONu0M https://t.co/O112hezlEF,20/06/2016 21:01
#THISISWHATYOUCAMEFOR video out now on @VEVO⚡ ️@calvinharris —&gt; https://t.co/yYbo6AQdm5,17/06/2016 04:02
Last time we rolled into Amsterdam… https://t.co/pRAejvFjq1,16/06/2016 15:15
"#ANTIWorldTour Europe, we’re here!! Amsterdam you’re up first, who’s coming?!",15/06/2016 19:55
Listen to #NOTHINGISPROMISED on iTunes now! Thank you @mikewillmadeit. https://t.co/nx2HLEZCq7 https://t.co/av6jH2cqdx,03/06/2016 05:13
The ‘rihanna’ sunglasses from @DIOR. #RIHANNADIOR #COMINGSOON https://t.co/fpYzrPblZv,27/05/2016 13:48
#RIHANNADIOR https://t.co/ZjFxtj4De9,26/05/2016 18:12
New colors of the @PUMA Creeper are out now!  https://t.co/GAkFFgYA0O https://t.co/NctLsqMlvE,26/05/2016 14:05
Thank you @VanityFair! New colors out today. #THECREEPER https://t.co/q6gMGkvTbe,26/05/2016 08:28
#Vogue thank you! https://t.co/Aa6uKKtaqc,24/05/2016 01:39
#BBMAs https://t.co/4f6lVL4pBA,23/05/2016 03:20
Can’t wait for #BBMAs!! Navy don’t forget to vote for Chart Achievement Award —&gt; https://t.co/L05hQCmV5x,22/05/2016 20:54
See you at the #BBMAs on May 22!! https://t.co/x3MHd3ixAz,12/05/2016 21:03
#ANTI is the 1st album from 2016 to go @RIAA double platinum!!! Blown away by your support every day. thank you ⚓ https://t.co/FFGIhZYV00,06/05/2016 00:48
My collection with @ManoloBlahnik is in stores tomorrow! Peep the denim desserts now: https://t.co/PUPfvctikQ https://t.co/QY10oBv8mv,04/05/2016 12:41
So excited to share my new @ManoloBlahnik collection with you all!! #RIHANNAXMANOLO https://t.co/7uUkbaKuxJ,03/05/2016 22:45
This Is What You Came For @calvinharris --&gt; https://t.co/M7z3OIOxpY,30/04/2016 12:31
Part 2. Go behind the scenes of #NEEDEDMEVIDEO --&gt; https://t.co/rUOPWLRHJe https://t.co/dT2LaMqlhI,25/04/2016 19:11
#NEEDEDMEVIDEO --&gt; https://t.co/d4CZGIfRQl,20/04/2016 20:47
#NEEDEDMEVIDEO out now —&gt; https://t.co/w3Dg4humuz,20/04/2016 16:04
"Happy 420, look out for Needed Me TODAY at NOON EST. https://t.co/J5XYHQrout",20/04/2016 07:33
My #RihannaXStance Summer collection is here!!!!! Available right now —&gt; https://t.co/5VPFQZgFHJ https://t.co/wbmPzZTjT3,19/04/2016 14:52
"#BALTIMORE you were an absolute joy to be a part of last night! Thank you, I enjoyed you so much! #BOSTON you're up! #ANTIWORLDTOUR",10/04/2016 18:48
Watch @BlackGirlsRock on BET tonight at 8/7c. #BGR #ROCKSTARAWARD https://t.co/mHzaBgOpx2,05/04/2016 23:01
#WORK at No 1 on the #HOT100 for the 7th week! Glory to God! Thank y’all for the continued love and support! ⚓ #ANTI #CaribbeanTing,04/04/2016 20:18
Watch #KissItBetterVideo Now! VEVO --&gt; https://t.co/Ybra8IHmzN &amp; TIDAL --&gt; https://t.co/5cyDmEklJd https://t.co/UeAcjuYJtC,02/04/2016 00:23
"#KissItBetterVIDEO
VEVO: https://t.co/Ybra8IHmzN
TIDAL: https://t.co/5cyDmEklJd",31/03/2016 17:01
#KISSITBETTERVIDEO #WATCH #NOW #VEVO https://t.co/Ybra8IHmzN https://t.co/D8beyw10TU,31/03/2016 16:05
#KISSITBETTERVIDEO is coming in less than 2 hours!!! #NOON #VEVO https://t.co/z6uxbLvyjG,31/03/2016 14:42
#KISSITBETTERVIDEO premieres TOMORROW on Vevo! Here's a teaser: https://t.co/Wyr7MRUnF2,30/03/2016 16:09
#KISSITBETTERVIDEO #THURSDAY #NOON on VEVO! https://t.co/suzH3RAWPz,30/03/2016 02:45
"#KISSITBETTER and #NEEDEDME will both be serviced to radio tomorrow
morning at 7am EST. #ANTI 🎈🔫⚓️ https://t.co/vCDb4FDgvk",29/03/2016 21:57
Buffalo you reminded me of how much I love what I do! Can't wait to come back for real!!! Thank you! #soldout #ANTIWORLDTOUR 🎈,24/03/2016 12:37
"Praying for all those who've been affected by acts of terror across the globe, most recent being in Brussels...Heart breaking! 🙏",22/03/2016 20:15
Charlotte was #TunUp lastnight AND $old 0wt af! Thank you! This #ANTIWORLDTOUR is turning out to be the best I've ever felt on stage!⚓🎈,21/03/2016 14:50
Too trippy!!! Thanks Navy 🎈🔫 https://t.co/9w8FeRWij8,20/03/2016 20:35
Another $old OWT crew!!! Thank you Cincinnati for holding me down! Charlotte... You're next!!! #ANTIWorldTour,20/03/2016 04:18
April @VOGUEmagazine cover by Mert and Marcus. Read the story: https://t.co/cfjp3ANYXL https://t.co/uKEEkTghpK,17/03/2016 16:56
"#ANTIWorldTour is in MIAMI tonight and it's $OLD OWT!!! Only way to get tix, find @TIDALHiFi reps with red balloons 🎈🎈🎈",15/03/2016 16:57
Thank you @BlackGirlsRock for this years' Rock Star Award!! #BlackGirlsRockBET https://t.co/BcoXSPx3uO,14/03/2016 14:35
Tampa I've missed you so much!  Thank you!! #SoldOwt https://t.co/IHoz5TQMm3,14/03/2016 14:07
"Jacksonville thank you so much for making my opening night an unforgettable one!!! 
#SoldOwt #ANTIWORLDTOUR 🎈🔫⚓️ https://t.co/ngLqZtlAGs",13/03/2016 11:40
I can't believe that I'm gonna be on tour in less than 24 hours!! #NavyRDie #ANTI #ANTIWorldTour See you soon ⚓ https://t.co/h7p66oqPBo,11/03/2016 22:36
.@BritishVogue’s April Issue @manoloblahnik #RihannaxManolo #DenimDesserts https://t.co/D48uMgJDfL,10/03/2016 23:08
BTS #THETRAINER https://t.co/CSDZ6hOgDq,05/03/2016 01:03
Who grabbed #THETRAINER from my #FENTYxPUMA collection? https://t.co/HbXvf2TMkN,04/03/2016 16:33
#THETRAINER #FENTYxPUMA https://t.co/A0M0IIX2cA,04/03/2016 16:10
Cover story @BritishVogue --&gt; https://t.co/IzBLRZwtsb on stands in the UK March 8 &amp; everywhere March 10. https://t.co/0SA9dDDxsQ,04/03/2016 01:46
.@BritishVogue Photography: Craig McDean https://t.co/Kxn5tJBuzi,04/03/2016 01:23
#WORK is sittin pretty at #1 for a second week in a row on #BBHot100!!! Big ups to God and my fans!!!,29/02/2016 21:27
#ANTI on @Spotify https://t.co/7GANZBW1Sf,28/02/2016 18:00
#ANTI ---&gt; https://t.co/FaD5ENt8gV,28/02/2016 03:43
#WORK ---&gt; https://t.co/atvJ4EMWCL,28/02/2016 03:11
#THETRAINER is here! Cop the latest #FENTYxPUMA footwear: https://t.co/GAkFFgYA0O https://t.co/fAm4XGD8YE,26/02/2016 15:10
#THETRAINER by #FENTY for @PUMA https://t.co/ROjAp9km4k,26/02/2016 15:10
Thank you @BRITs!!! #RihannaBRITs https://t.co/V0cWSP1X2C,25/02/2016 05:31
UK we back!!! Can't wait to perform at the @BRITs tomorrow! #RihannaBRITs,24/02/2016 00:05
#WORK tops Billboard #Hot100!! Navy you killed it this week! #NavyRDie 🎈🔫,22/02/2016 19:42
#WORK video ft. @Drake! Watch now—&gt; https://t.co/YFv4OWEY7Y https://t.co/U1QwHvIrXb,22/02/2016 17:19
Thank you for blessing me with all this love on my birthday! Yesterday was special! One Love Always,22/02/2016 01:26
SNEAK PEEK! #WORK video ft. @Drake coming Monday https://t.co/YeGLLWFxTl https://t.co/gGphgq6gfa,19/02/2016 20:00
#THETRAINER is coming 2.26 #FENTYxPUMA,18/02/2016 20:33
The countdown to autumn begins. #FENTYxPUMA #NYFW https://t.co/CIiunYhIQH,18/02/2016 15:15
New look from my #FENTYxPUMA collection —&gt; #THETRAINER https://t.co/5HLW0IFgvO,18/02/2016 03:26
#THETRAINER from my FENTY for @PUMA collection...Coming soon #FENTYxPUMA https://t.co/mNKevmDOHp,18/02/2016 03:02
#NAVY so sorry I couldn't be there ..... Thanks Grammys and CBS for your support tonight.,16/02/2016 03:42
#FENTYxPUMA https://t.co/BeFTFmukP1,15/02/2016 18:21
It’s a wrap! Thank you @PUMA squad. The debut #FENTYxPUMA collection is coming! https://t.co/AfthPaOH2V,13/02/2016 03:40
#FENTYxPUMA goes live at 8PM est! Watch on https://t.co/Yak68r8oLJ or @PUMA’s Periscope,13/02/2016 00:04
Download #WORK right here---&gt; https://t.co/atvJ4EMWCL,11/02/2016 17:01
Tomorrow! #FENTYxPUMA takes @NYFW https://t.co/kGcJ83LoHv,11/02/2016 16:50
Navy y’all did this i$h!!! FIRST &amp; ONLY @RIAA certified with 100M song awards &amp; #ANTI is PLATINUM!! Thank you for the love!,10/02/2016 20:07
#ANTI is the number 1 album on the Billboard #Hot200 chart!!! That damn Navy!!! Thank you for your love🎈🔫,06/02/2016 21:45
"NAVY, #ANTI is now in stores worldwide! Pick up your physical copy today!! https://t.co/jpoZOSSU0b",05/02/2016 17:44
See y'all at the #GRAMMYs February 15 on @CBS at 8e/5p!! https://t.co/XX0j2OIx1x,05/02/2016 14:35
Don't forget to catch me and my girl @TheEllenShow today on NBC!!!,04/02/2016 19:05
#ANTI is still #1 on iTunes --&gt; https://t.co/Zit99VN4R0,03/02/2016 22:46
#ANTI is now available on @iTunes ---&gt; https://t.co/26qonrmixv,02/02/2016 17:30
#WORK feat. @DRAKE ---&gt; https://t.co/atvJ4EMWCL,31/01/2016 22:46
#ANTI ---&gt; https://t.co/26qonrmixv,31/01/2016 21:23
Did you grab #ANTI yet?! @TIDALHiFi —&gt; https://t.co/04hAPrJhLj @GooglePlayMusic —&gt; https://t.co/V9UwDcSfc4,30/01/2016 04:58
#ANTI ---&gt; https://t.co/26qonrmixv,30/01/2016 04:10
#ANTI is number 1 on @itunes ---&gt; https://t.co/26qonrDTp3,29/01/2016 18:01
THANK U NAVY!!! #ANTI IS PLATINUM!! https://t.co/mS5za0Mi05,29/01/2016 17:05
Listen to #WORK from the #ANTI album here —&gt; https://t.co/atvJ4F4xuj,29/01/2016 13:50
#ANTI deluxe album out now on @iTunes! Get 3 new songs —&gt; https://t.co/26qonrmixv https://t.co/DOiI00Zu1N,29/01/2016 05:06
Get #ANTI deluxe on iTunes at midnight EST tonight WORLDWIDE! —&gt; https://t.co/26qonrDTp3,29/01/2016 02:54
Listen to #WORK from the #Anti album here —&gt; https://t.co/atvJ4EMWCL,28/01/2016 21:35
1 MILLION in under 15 hrs!!!! NAVY R die!!!! Thank u to all my fans and @samsungmobileus  Listen to ANTI now: https://t.co/0FRaUXR8bk,28/01/2016 20:39
You guys legit made me the happiest girl in the world!! I'm so grateful that you appreciate the #ANTI album! It's the most rewarding feeling,28/01/2016 11:41
Gift to my navy!!! #ANTI  Download with code: ANTI https://t.co/Pa0juya50t @samsungmobileus https://t.co/5ffWm48v39,28/01/2016 04:22
Final door of #ANTIdiaRy is unlocked! Explore room 8 for #ANTI!! https://t.co/olTwIZzOyF https://t.co/CyXELXnugG,28/01/2016 03:09
"dry me ah desert him, nuh time to have you lurking, him ah go act like he nah like it 🎈",27/01/2016 17:42
"Thank you guys #WORK is number 1 on iTunes, listen here——&gt; https://t.co/atvJ4EMWCL",27/01/2016 17:26
#WORK feat @drake on iTunes now---&gt; https://t.co/atvJ4EMWCL 🎈🎈🎈,27/01/2016 17:00
FIRST SINGLE #WORK ft. @Drake from #ANTI is here!! Listen up --&gt; https://t.co/CYqrvPRahc https://t.co/0WvHi4x3Ut,27/01/2016 13:00
listening to ANTI 🎈 https://t.co/AgqlhU0GEz,25/01/2016 14:22
It's just beyond the vault. Discover room 7 of the #ANTIdiaRy at https://t.co/uJ0CLlhoaS https://t.co/povYOBn3Fm,04/01/2016 22:01
Happy Holidaze from @Rihanna and @StanceMuse! #rihannaxstance https://t.co/lpKhQt4hfl,22/12/2015 16:02
Experience room 6 of the #ANTIdiaRy: https://t.co/fGkIAEiomj https://t.co/B0sOmwzDrT,21/12/2015 01:33
Welcome to room 5 of the #ANTIdiaRy: https://t.co/uJ0CLlhoaS https://t.co/SIt1bmQJHQ,16/12/2015 17:30
Tix are on sale for new #ANTIWorldTour dates NOW! Find out when we hit your city: https://t.co/nN4kEYl53A https://t.co/XzsO0C8qbR,11/12/2015 19:59
"Celebrating the power of giving back @ #DiamondBall! Thx to host @KevinHart4real, performer @LionelRichie, &amp; all @ClaraLionelFdn supporters!",11/12/2015 08:04
New #ANTIWorldTour dates; presale NOW @TIDALHiFi &amp; @AmericanExpress Card Members can get tix https://t.co/ehfoEsytpo https://t.co/ZijQfVVYSb,09/12/2015 20:02
Step into room 4 of the #ANTIdiaRy: https://t.co/uJ0CLlhoaS https://t.co/HpouM2Mkhm,08/12/2015 17:31
"I’m thrilled to share the #DiamondBall auction on @Paddle8, proceeds go to benefit the mission of @ClaraLionelFdn: https://t.co/ZvSA8ogWFW",08/12/2015 15:36
The third room is here! Open the door to see the #ANTIdiaRy: https://t.co/fGkIAEiomj https://t.co/68PJ7q1dNf,04/12/2015 02:30
#ANTIWorldTour w/guests @TheWeeknd &amp; @BigSean in EU &amp; @trvisXX in North America on sale now! https://t.co/6dW1R8NJkz https://t.co/JD6hvjdlbE,03/12/2015 18:10
bitch better have my mistletoe #rihannaxstance https://t.co/a26Aepqs21,03/12/2015 17:40
Most streamed female artist of 2015! https://t.co/kXKeuBb3Rx,02/12/2015 05:49
#ANTIWorldTour select dates presale NOW-12/2! @AmericanExpress Card Members can get tix: https://t.co/6dW1R8w7VZ https://t.co/OHqgM1rPiE,30/11/2015 18:22
phuck yo nice list 😈 #rihannaxstance https://t.co/yhGATEO2NK,28/11/2015 19:59
https://t.co/ZyOTZaGwnb ❄ #rihannaxstance https://t.co/UgDRaruRZG,28/11/2015 19:57
There's more than meets the eye. The next #ANTIdiaRy room is now open: https://t.co/uJ0CLlhoaS https://t.co/I8AmmtTr9K,28/11/2015 07:06
The @ClaraLionelFdn's annual #DiamondBall is coming Dec 10! Proud of our work so far + can't wait to see what's next https://t.co/IcoLkbfGwX,25/11/2015 15:26
EUROPE &amp; UK I'm excited to come back!! Thank u @theweeknd for joining me &amp; congrats on an outstanding year in music! https://t.co/kVXaBDXHFY,25/11/2015 00:09
#ANTIWorldTour starts Feb 2016! Bringing along @trvisXX in N. America &amp; @theweeknd @bigsean in EU! https://t.co/AwfUdqZivS,23/11/2015 18:16
"Congrats &amp; thank you to the illest, we won another AMA! Thanks for voting &amp; thank you AMAs for acknowledging me as #favoritefemalesoulrnb",23/11/2015 13:56
Are you in? #ANTIdiaRy https://t.co/fGkIAEiomj https://t.co/T2RG73ienA,22/11/2015 22:10
#THECREEPER —&gt; in men’s sizes &amp; new colors for the ladies! #FENTYXPUMA https://t.co/SqqCsxZPzj,22/11/2015 15:22
#THECREEPER is SOLD OUT at https://t.co/BSehZNeS1M! Still avail at select @PUMA stores &amp; sneaker shops worldwide #FENTYXPUMA,21/11/2015 18:39
#rihannaxstance holiday collection for the naughty list. https://t.co/ZyOTZaGwnb,21/11/2015 16:57
#THECREEPER is back with a new look. Time for a @PUMA upgrade —&gt;https://t.co/hZCy4WbjPb #FENTYXPUMA https://t.co/6gIkAxngAk,20/11/2015 15:17
Excited to share this with you!! #ANTIdiaRy —&gt; https://t.co/uJ0CLlhoaS,19/11/2015 21:35
"@muhtean for now, the guys outside of the U.S., https://t.co/7XkFpI1A7o &amp; https://t.co/qpjiJJnxs1 are prepared ship worldwide on the 20th",18/11/2015 02:21
"Confirmed: #THECREEPER MEN'S SIZES are launching on #November20th !!!
2 new color ways for the LADIES!!!
---&gt; https://t.co/fx41VmZnnM",18/11/2015 01:40
"Thank you to #NewYorkTimes @Tmagazine for honoring me as one of #TheGreats cover out now! 
Read the story here---&gt;
http://t.co/irP4EhbX5a",12/10/2015 15:32
"New cover for @theFADER out now! Read the article:
 ---&gt; http://t.co/cS6R6VcA8J #FADER100 http://t.co/ZK8Eyj86hj",29/09/2015 01:16
"Watch me in Brazil at #RockInRio on @TIDALHiFi, 11:30 EST/8:30 PST on http://t.co/H5RUcK8dmK! http://t.co/c0TgHYsdXg",27/09/2015 03:31
#FENTYCORP http://t.co/7IvQs3oiiN,24/09/2015 19:24
"#THECREEPER SOLD OUT in 3 Hours!!! Thank you guys! And if you missed it, #THECREEPER launches Globally on the 25th!!! @PUMA",14/09/2015 21:21
@OfficialDonnie maybe even sooner 😉,14/09/2015 17:20
@stunnafenty MENS ARE COMING IN 2 weeks!!!!,14/09/2015 17:13
#THECREEPER preorder here --&gt; http://t.co/BSehZNeS1M http://t.co/58CPXXNPs6,14/09/2015 17:13
Here's a lil information on how you can meet me at @Macys on Monday -----&gt; https://t.co/euuL2GMPxc #RiRi #RiRibyRihanna,28/08/2015 18:56
Im coming to #BROOKLYN @Macys on August 31st! Come try out my new @PerfumesbyRiRi fragrance #RiRi http://t.co/KXNTtDA2dy,27/08/2015 20:28
LADIES get my latest fragrance #RIRI before it even hits the shelves at http://t.co/NnYovQEGrX http://t.co/qq8tZW6aoJ http://t.co/cRunLBbuVu,14/08/2015 19:15
"Ladies!!! It's about that time!!! Brand new fragrance coming.... ""RiRi"" #ThisisRiRi http://t.co/MBDteDQSTM",22/07/2015 00:01
Congrats to everyone who's supported my #AMERICANOXYGEN video!!! It's a proud moment to have this… https://t.co/MGNISOtz5q,21/07/2015 23:17
"Check out my latest design project!
BadGal x @Stance Upgrade yo sock game #TheUncommonThread 
https://t.co/gB7s6fhZlN http://t.co/gUelW9Wble",15/07/2015 16:52
"BadGal x stancesocks  Upgrade your sock game. #TheUncommonThread #CallTheShots

#MurderRihWrote
There… https://t.co/vPLwVzZioA",15/07/2015 16:44
BadGal x @StanceMuse https://t.co/aC3uhBIkB6,15/07/2015 16:34
"Proud to be on the team!!!
@PUMA X BADGAL  #ForeverFaster https://t.co/LjRZF6r7lW",08/07/2015 02:27
#BBHMMvideo https://t.co/1cJEvEbuGC,05/07/2015 20:52
You can now download the #BBHMMvideo on @AppleMusic --&gt; http://t.co/IRq86zcMgK,03/07/2015 17:49
Get #BBHMM here ---&gt; http://t.co/7dhWNcS0Vr,02/07/2015 16:08
"If you still haven't seen my new #BBHMMVideo WATCH it here NOW 
--&gt; http://t.co/ngDSjYsmd8",02/07/2015 15:56
"#BBHMMVideo 
--&gt; http://t.co/ngDSjYsmd8",02/07/2015 04:48
#BBHMMvideo out now!!!! #VEVO http://t.co/ngDSjYJXBI https://t.co/4KpsqTfIkN,02/07/2015 04:10
WATCH #BBHMMVideo NOW ON #VEVO http://t.co/ngDSjYsmd8,02/07/2015 04:05
In 13 minutes!!!! #BBHMMvideo #VEVO https://t.co/T8Lws3fPIq,02/07/2015 03:47
"#BBHMMvideo 
Ya girl got director skillz!!! The concept for this piece came to me 8 months ago!!! So… https://t.co/xLR9K9QSa4",02/07/2015 02:11
"#BBHMMvideo premieres TONIGHT at MIDNIGHT EST. 
on #VEVO https://t.co/LMSl7cJoxH",02/07/2015 00:58
Thank you God for fulfilling Your plans in my life.... All the Glory belongs to You!!!! https://t.co/96E1Wk50i8,01/07/2015 20:57
